municipio_ibge,soma,contagem
1100023,8129.0,3
1100106,4200.0,1
1100122,3900.0,1
1100205,40681.0,18
1100288,3000.0,1
1100452,6900.0,2
1100809,10901.0,3
1101609,3900.0,1
1200138,2270.0,1
1200203,6418.0,4
1200336,3000.0,1
1200385,300.0,1
1200401,18182.0,7
1200427,900.0,1
1200500,3000.0,1
1300029,3000.0,1
1300144,3000.0,1
1300409,3000.0,1
1300607,1200.0,1
1300805,3000.0,1
1301209,3000.0,1
1301704,1800.0,1
1301803,1200.0,1
1302504,7200.0,2
1302603,123585.0,35
1302900,1200.0,1
1303304,4500.0,1
1303957,3000.0,1
1304203,3900.0,1
1304302,600.0,1
1400100,42287.0,16
1400472,6900.0,3
1500107,9000.0,3
1500206,8365.0,2
1500305,3000.0,1
1500404,3600.0,1
1500602,13589.0,5
1500701,600.0,1
1500800,43500.0,19
1500958,2400.0,1
1501204,3000.0,1
1501303,10651.0,5
1501402,112807.0,46
1501501,7995.0,3
1501808,32302.0,14
1502103,3000.0,1
1502400,18194.0,7
1503101,3000.0,1
1503200,3000.0,1
1503309,2285.0,1
1503606,3415.0,2
1504208,3000.0,1
1504422,18600.0,7
1504604,3000.0,1
1504802,3000.0,1
1504901,900.0,1
1505502,5100.0,2
1505536,5400.0,3
1506187,8400.0,1
1506609,3000.0,1
1506708,3000.0,1
1506807,600.0,1
1507706,300.0,1
1507904,2182.0,1
1507961,600.0,1
1507979,3000.0,1
1508100,3000.0,1
1508357,1800.0,2
1600303,14130.0,5
1600600,6000.0,2
1702109,3000.0,1
1705508,3000.0,1
1707405,900.0,1
1721000,12900.0,6
2100055,5100.0,2
2100436,2400.0,1
2100709,1200.0,1
2101004,1800.0,1
2101202,3000.0,1
2101251,1800.0,1
2102002,3000.0,1
2103307,3000.0,1
2104404,1200.0,1
2104800,3000.0,1
2105302,4800.0,2
2105427,2251.0,1
2105708,3000.0,1
2106904,2400.0,1
2107506,6600.0,3
2108108,3000.0,1
2108603,3300.0,1
2109056,1500.0,1
2109809,5700.0,2
2109908,3000.0,1
2110609,962.0,1
2110906,4200.0,1
2111300,87405.0,37
2112308,2251.0,1
2200400,3000.0,1
2202208,600.0,1
2203602,2700.0,1
2203909,9600.0,2
2204303,2197.0,1
2204501,3000.0,1
2205201,3000.0,1
2205557,3000.0,1
2205706,1800.0,1
2206696,900.0,1
2207405,3900.0,1
2207504,7800.0,1
2207603,8400.0,1
2207793,4200.0,1
2208403,8400.0,1
2211001,43800.0,18
2211100,4200.0,1
2211308,3000.0,1
2300150,1200.0,1
2301109,900.0,1
2302404,1200.0,1
2302503,2400.0,1
2303105,3600.0,2
2303501,6600.0,3
2303709,3000.0,1
2304103,12079.0,7
2304202,2400.0,2
2304236,3000.0,1
2304251,3600.0,1
2304269,3000.0,1
2304285,3000.0,1
2304400,59868.0,24
2304509,300.0,1
2305654,2400.0,1
2306256,2400.0,1
2306405,8700.0,5
2307007,1500.0,2
2307304,6000.0,3
2307601,1800.0,1
2307650,9791.0,4
2308005,3000.0,1
2308104,4200.0,1
2309607,3451.0,2
2311264,2400.0,1
2311306,1560.0,2
2311603,8700.0,4
2311801,12000.0,4
2312304,6000.0,2
2312700,2400.0,1
2312908,3600.0,1
2313302,3600.0,1
2313351,3900.0,1
2313401,900.0,1
2313807,2202.0,1
2314102,1200.0,1
2400109,3000.0,1
2400208,600.0,1
2401701,1200.0,1
2402204,1200.0,1
2403004,3000.0,1
2403251,4200.0,2
2403608,6000.0,2
2404309,2233.0,1
