municipio_ibge,soma,contagem
1100023,7800.0,3
1100049,20400.0,6
1100106,1500.0,2
1100122,5440.0,4
1100148,2400.0,1
1100155,4800.0,2
1100205,105458.0,36
1100254,2400.0,1
1100288,3300.0,3
1100502,1200.0,1
1100809,5400.0,2
1200138,3000.0,1
1200203,5400.0,3
1200401,22735.0,9
1200427,1200.0,1
1200708,1200.0,1
1200807,6000.0,2
1300607,3000.0,1
1301159,1800.0,1
1301209,1200.0,1
1301902,4200.0,1
1302207,3000.0,1
1302405,4200.0,2
1302504,4200.0,1
1302603,102300.0,34
1303403,4200.0,1
1303536,3000.0,1
1400027,7800.0,2
1400100,83202.0,29
1400159,3000.0,1
1400282,2400.0,1
1400456,5400.0,3
1400472,2400.0,1
1500107,10045.0,5
1500206,4200.0,1
1500602,27190.0,14
1500800,129300.0,40
1501006,4200.0,1
1501303,15900.0,5
1501402,344003.0,106
1501501,1200.0,1
1501709,2400.0,1
1501725,4200.0,1
1501808,30300.0,9
1502103,12600.0,3
1502400,9900.0,4
1502806,2153.0,1
1503606,9600.0,3
1504208,3600.0,2
1504422,16800.0,7
1504505,6179.0,2
1504703,4200.0,1
1504901,1200.0,1
1505031,3600.0,1
1505536,7200.0,1
1505700,1200.0,1
1506104,3000.0,1
1506500,5400.0,2
1506609,2195.0,1
1506807,39809.0,10
1507003,4200.0,1
1507151,6600.0,2
1507300,2400.0,1
1508209,8400.0,3
1600238,3600.0,1
1600279,4200.0,1
1600303,52805.0,16
1600600,6000.0,2
1702109,10200.0,3
1709302,1800.0,1
1709807,4200.0,1
1713205,1200.0,1
1716109,4800.0,2
1718204,2100.0,2
1718303,3600.0,1
1721000,14700.0,9
2100436,8400.0,2
2100709,3000.0,1
2101004,3600.0,1
2101202,3000.0,1
2101772,1200.0,1
2102374,1200.0,1
2103000,4200.0,2
2103307,4200.0,1
2104057,2400.0,1
2104800,14400.0,5
2105302,5400.0,2
2105401,1200.0,1
2107506,9395.0,5
2107803,1200.0,1
2108306,4200.0,1
2108504,4800.0,2
2108603,900.0,1
2109106,1800.0,1
2109403,900.0,1
2111102,4200.0,1
2111201,11205.0,4
2111300,88295.0,32
2111508,3000.0,1
2111607,15600.0,7
2112209,4800.0,2
2112506,900.0,1
2112902,3600.0,1
2200400,3000.0,1
2201903,3000.0,1
2202208,3000.0,1
2202604,1200.0,1
2202703,7200.0,2
2202778,3000.0,1
2203701,2400.0,1
2204105,3000.0,1
2204303,8400.0,1
2204501,8400.0,1
2205607,3000.0,1
2205904,1800.0,1
2207702,12300.0,7
2208007,30000.0,9
2208304,4200.0,1
2210300,4200.0,1
2211001,42535.0,16
2300150,1200.0,1
2300705,4200.0,1
2300754,3000.0,1
2301000,3000.0,1
2301109,5400.0,2
2301208,1800.0,1
2301901,7800.0,2
2302305,2251.0,1
2302404,3000.0,1
2302602,4200.0,2
2303105,900.0,1
2303709,9000.0,3
2304103,11100.0,5
2304202,9000.0,4
2304251,3000.0,1
2304285,4200.0,1
2304301,1200.0,1
2304400,118099.0,48
2304954,2202.0,1
2305506,13800.0,4
2305605,2279.0,2
2306256,6900.0,3
2306306,8400.0,3
2306405,16200.0,5
2306603,3600.0,1
2307304,17075.0,9
2307700,3000.0,1
2308203,600.0,1
2308302,4200.0,2
2309003,4200.0,1
2309508,1800.0,1
2309607,18896.0,8
2309706,3000.0,1
2310100,2400.0,1
2310209,3000.0,2
2310852,7800.0,1
2311306,2400.0,2
2311405,1200.0,1
2311603,1200.0,1
2312205,1099.0,1
2312304,2400.0,1
2312908,12600.0,6
2313401,6000.0,2
2314102,3600.0,2
2401107,600.0,1
2401305,796.0,1
2402006,6000.0,2
2402600,8700.0,4
2403251,4200.0,3
2403400,1800.0,1
2403608,3000.0,1
2403707,900.0,1
2404200,4800.0,2
2404309,1200.0,1
2404408,600.0,1
2405207,1978.0,1
2406155,2162.0,1
2407104,1200.0,1
2407807,2400.0,2
2408003,22800.0,9
2408102,23700.0,14
2408904,3000.0,1
2409308,3600.0,1
2410207,900.0,1
2410256,5400.0,2
2410405,2400.0,1
2411809,3000.0,1
2412005,15000.0,5
2412203,3702.0,2
2412500,4200.0,1
2413300,600.0,1
2413359,900.0,1
2414209,3000.0,1
2500403,1800.0,1
2500536,3000.0,1
2500577,2400.0,1
2501104,5400.0,2
2501302,4200.0,2
2501807,12200.0,6
2501906,7200.0,1
2502508,3000.0,1
2503506,2241.0,1
2503704,2400.0,1
2504009,27151.0,10
2504306,3000.0,1
2504405,6300.0,3
2504603,3000.0,1
2504801,1800.0,1
2505105,300.0,1
2505402,900.0,1
2506004,3000.0,1
2506103,1500.0,1
2506905,2400.0,1
2507408,3600.0,2
2507507,88084.0,44
2507903,3000.0,1
2508307,6000.0,2
2508604,3000.0,1
2509206,2400.0,1
2510808,3600.0,3
2511103,4200.0,1
2511608,1800.0,1
2512101,2130.0,1
2512507,3000.0,1
2512804,7500.0,4
2513703,20042.0,9
2513984,4200.0,1
2515005,2400.0,1
2515302,4800.0,2
2516201,5400.0,3
2516755,2400.0,1
2600054,5100.0,4
2600203,3284.0,2
2600302,3000.0,1
2600708,1800.0,1
2600906,1200.0,1
2601102,1094.0,1
2601201,3000.0,1
2601904,3000.0,1
2602001,1200.0,1
2602308,900.0,1
2602803,3000.0,1
2602902,9000.0,2
2603009,1200.0,1
2603504,4200.0,1
2604007,4200.0,1
2604106,14100.0,4
2605004,4200.0,1
2605202,1200.0,1
2605459,1800.0,1
2606002,6000.0,2
2606200,4200.0,2
2606408,3000.0,1
2606804,9340.0,3
2607208,3000.0,1
2607653,1200.0,1
2607901,33000.0,13
2608057,1200.0,1
2608107,1200.0,1
2608750,3900.0,3
2608909,2100.0,2
2609600,31200.0,12
2609808,900.0,1
2609907,3499.0,2
2610707,31151.0,11
2611101,49576.0,25
2611606,99031.0,50
2611705,2174.0,1
2611804,3000.0,1
2612208,8400.0,3
2612471,600.0,1
2612505,7200.0,2
2613503,1200.0,1
2613602,1200.0,1
2613701,9004.0,6
2613909,4800.0,2
2615003,9451.0,3
2615409,4200.0,2
2616308,42000.0,17
2616407,3000.0,1
2700300,11241.0,7
2701001,4200.0,1
2702306,3000.0,1
2702355,3000.0,1
2702405,1200.0,1
2702603,2400.0,1
2702801,1200.0,1
2703106,1200.0,1
2704005,3000.0,1
2704302,59700.0,23
2704708,600.0,1
2705705,3000.0,1
2706307,6600.0,2
2706448,600.0,1
2706703,3000.0,2
2707305,8400.0,3
2707701,4051.0,2
2708709,3000.0,1
2709152,2400.0,1
2800308,27900.0,14
2800670,2700.0,1
2801504,6000.0,1
2801702,6000.0,2
2802106,4540.0,2
2802908,900.0,1
2803500,3000.0,1
2804003,3000.0,1
2804805,8400.0,4
2806008,4200.0,1
2806602,1051.0,1
2806701,7041.0,4
2807105,600.0,1
2807204,5400.0,1
2807402,2400.0,1
2807501,4200.0,1
2807600,4200.0,1
2900207,3600.0,1
2900405,4200.0,1
2900702,4056.0,2
2900900,1200.0,2
2901007,4500.0,2
2901205,3000.0,1
2901957,3000.0,1
2902104,4200.0,1
2902500,4200.0,1
2902609,3600.0,1
2902807,600.0,1
2902906,4200.0,2
2903201,11633.0,4
2903235,4200.0,1
2904605,4651.0,4
2904704,3000.0,1
2904803,4200.0,1
2905206,3000.0,2
2905701,35900.0,14
2906303,1200.0,1
2906501,6000.0,3
2906600,4500.0,2
2906709,3000.0,1
2907103,3600.0,1
2907202,2400.0,1
2907509,9600.0,3
2908200,1800.0,1
2908309,1200.0,1
2908408,2270.0,1
2909703,4200.0,1
2909802,3000.0,1
2909901,1020.0,1
2910057,4800.0,4
2910404,600.0,1
2910727,15600.0,3
