municipio_ibge,soma,contagem
1100023.0,3300.0,2
1100049.0,1200.0,1
1100106.0,600.0,1
1100114.0,2400.0,1
1100122.0,1200.0,1
1100130.0,6000.0,3
1100148.0,1200.0,1
1100155.0,6600.0,3
1100189.0,3000.0,1
1100205.0,81600.0,33
1100288.0,1200.0,1
1100338.0,1200.0,1
1100452.0,2100.0,2
1100809.0,6600.0,4
1101203.0,1200.0,1
1101401.0,3000.0,1
1101492.0,3000.0,1
1101757.0,600.0,1
1200401.0,2100.0,2
1200427.0,4200.0,2
1300300.0,3000.0,1
1301209.0,1200.0,1
1301902.0,1800.0,1
1302603.0,128100.0,42
1302900.0,1200.0,1
1303106.0,2400.0,1
1303403.0,2400.0,2
1303536.0,1200.0,1
1400100.0,66900.0,23
1400209.0,1200.0,1
1400282.0,4200.0,1
1400456.0,1200.0,1
1500107.0,9600.0,4
1500602.0,39300.0,13
1500800.0,48000.0,14
1500859.0,4200.0,1
1501402.0,136800.0,41
1501501.0,1200.0,1
1501725.0,4200.0,1
1502004.0,4200.0,1
1502400.0,12900.0,6
1503101.0,4200.0,1
1503457.0,3000.0,1
1503507.0,3000.0,1
1503903.0,1200.0,1
1504307.0,4200.0,1
1504703.0,600.0,1
1504802.0,4200.0,1
1504950.0,2400.0,1
1505502.0,13800.0,4
1505908.0,2400.0,1
1506609.0,300.0,1
1506807.0,19500.0,7
1600303.0,16800.0,5
1600600.0,1200.0,1
1701002.0,1200.0,1
1702109.0,15900.0,4
1706100.0,2400.0,1
1709500.0,1200.0,1
1713809.0,1200.0,1
1718204.0,3000.0,1
1720655.0,4200.0,1
1721000.0,4800.0,2
2100436.0,2400.0,1
2100832.0,1200.0,1
2101707.0,3600.0,2
2101772.0,2400.0,1
2102325.0,3000.0,1
2103000.0,1200.0,1
2103307.0,2400.0,2
2103604.0,6600.0,3
2105153.0,1200.0,1
2105302.0,4200.0,2
2105427.0,1200.0,1
2105500.0,1200.0,1
2106904.0,1200.0,1
2107506.0,2400.0,1
2108207.0,1200.0,1
2108603.0,1200.0,1
2109106.0,1200.0,1
2109452.0,4200.0,2
2109601.0,6000.0,2
2110039.0,4800.0,1
2111201.0,4200.0,2
2111300.0,49200.0,22
2111607.0,1200.0,1
2112407.0,1200.0,1
2202109.0,3000.0,1
2202539.0,4200.0,1
2203404.0,1200.0,1
2204659.0,2400.0,1
2205409.0,4200.0,1
2205706.0,3000.0,1
2206209.0,1200.0,1
2206720.0,3000.0,1
2207702.0,23400.0,8
2208106.0,1200.0,1
2208809.0,4200.0,1
2208908.0,600.0,1
2210607.0,3000.0,1
2211001.0,38400.0,13
2300150.0,1200.0,1
2300754.0,900.0,1
2301208.0,4800.0,1
2302701.0,1200.0,1
2303105.0,2400.0,1
2303303.0,1200.0,1
2303501.0,2400.0,1
2303709.0,5400.0,2
2303956.0,900.0,1
2304103.0,10500.0,7
2304202.0,11400.0,6
2304251.0,3000.0,1
2304400.0,39000.0,18
2305308.0,1200.0,1
2305357.0,2400.0,1
2305605.0,3300.0,3
2305803.0,5400.0,2
2306009.0,2400.0,2
2306306.0,7800.0,2
2306405.0,8400.0,2
2307304.0,5100.0,4
2307601.0,4200.0,1
2307650.0,12000.0,4
2308203.0,2400.0,1
2308401.0,1200.0,1
2308906.0,3600.0,2
2309607.0,13800.0,3
2309805.0,3000.0,1
2310407.0,1200.0,1
2310605.0,1200.0,1
2311009.0,4200.0,2
2311306.0,2400.0,2
2311801.0,4500.0,3
2312007.0,1200.0,1
2312908.0,6000.0,2
2313005.0,3600.0,1
2313302.0,1200.0,1
2313401.0,1200.0,1
2314102.0,1200.0,1
2400208.0,1200.0,1
2400802.0,1200.0,1
2401008.0,2400.0,2
2401453.0,4200.0,1
2402006.0,7200.0,3
2402303.0,1200.0,1
2403004.0,1800.0,2
2403103.0,1200.0,1
2403251.0,3600.0,2
2403301.0,1200.0,1
2403608.0,2100.0,2
2405603.0,4800.0,2
2407500.0,900.0,1
2407807.0,6600.0,2
2408003.0,14110.0,6
2408102.0,23400.0,10
2408201.0,3600.0,1
2411106.0,3600.0,1
2412005.0,1200.0,1
2501807.0,3000.0,2
2502409.0,1200.0,1
2503100.0,1200.0,1
2503209.0,6000.0,2
2504009.0,14400.0,6
2504603.0,1200.0,1
2505204.0,2400.0,1
2505238.0,3600.0,1
2506707.0,3000.0,1
2506806.0,1200.0,1
2507002.0,1800.0,2
2507101.0,3000.0,1
2507507.0,75300.0,35
2507606.0,4800.0,2
2508604.0,2400.0,1
2508901.0,1800.0,2
2512101.0,2400.0,2
2512507.0,3600.0,1
2512903.0,5400.0,2
2513703.0,17700.0,9
2513901.0,3600.0,2
2515302.0,9300.0,4
2516201.0,1200.0,1
2600054.0,10800.0,3
2600104.0,3000.0,1
2600708.0,1800.0,1
2600807.0,1200.0,1
2601706.0,1200.0,1
2602704.0,4200.0,1
2602902.0,7200.0,3
2603009.0,1200.0,1
2603454.0,18000.0,5
2603900.0,1200.0,1
2604007.0,1200.0,1
2604106.0,11100.0,3
2604205.0,7200.0,1
2605202.0,900.0,1
2605459.0,1800.0,1
2605707.0,2400.0,1
2606002.0,1200.0,1
2606408.0,3000.0,1
2606804.0,3000.0,1
2607208.0,1200.0,1
2607653.0,1800.0,1
2607802.0,1200.0,1
2607901.0,32100.0,12
2608057.0,1200.0,1
2608750.0,4200.0,1
2608909.0,1200.0,1
2609600.0,33813.0,12
2609907.0,3300.0,4
2610400.0,3000.0,2
2610608.0,1800.0,1
2610707.0,19800.0,6
2610806.0,1200.0,1
2611101.0,33600.0,15
2611606.0,112500.0,56
2611705.0,4200.0,1
2612208.0,1200.0,1
2612604.0,3000.0,2
2613701.0,3660.0,3
2613800.0,1200.0,1
2613909.0,1200.0,1
2615003.0,600.0,1
2616308.0,8100.0,4
2616407.0,6600.0,2
2700300.0,10200.0,8
2703809.0,1200.0,1
2704302.0,12300.0,7
2705804.0,900.0,1
2706307.0,2400.0,1
2707305.0,1800.0,2
2708303.0,2400.0,1
2709301.0,15000.0,5
2800209.0,4200.0,1
2800308.0,44100.0,21
2801504.0,3000.0,2
2801702.0,2400.0,1
2802502.0,2400.0,1
2802908.0,3000.0,1
2803005.0,6000.0,2
2803302.0,900.0,1
2803500.0,2400.0,2
2804003.0,2400.0,1
2804102.0,600.0,1
2804805.0,9000.0,6
2805505.0,1200.0,1
2805703.0,1200.0,1
2806008.0,3000.0,1
2806701.0,5400.0,2
2807204.0,3000.0,1
2807402.0,2400.0,1
2807600.0,4800.0,2
2900702.0,12600.0,3
2901601.0,4200.0,1
2902609.0,3000.0,1
2902906.0,8400.0,1
2903201.0,2400.0,2
2904605.0,1800.0,2
2905503.0,600.0,1
2905701.0,1200.0,1
2906006.0,8400.0,1
2906501.0,7800.0,2
2906600.0,1200.0,1
2906873.0,3000.0,1
2907202.0,2400.0,1
2907905.0,4200.0,1
2908408.0,7200.0,2
2909802.0,9000.0,3
2910602.0,3000.0,1
2910727.0,1200.0,1
2910800.0,41700.0,14
2911204.0,1200.0,1
2911709.0,6000.0,3
2912806.0,4200.0,1
2913002.0,1200.0,1
2913408.0,2400.0,1
2914000.0,4200.0,1
2914604.0,5400.0,2
2914703.0,8400.0,1
2914802.0,7800.0,4
2916104.0,300.0,1
2916401.0,7800.0,4
2916906.0,3000.0,1
2917201.0,4200.0,1
2917300.0,4200.0,1
2917409.0,4200.0,1
2917607.0,2400.0,2
2918001.0,7200.0,3
2918100.0,3000.0,1
2918407.0,13200.0,5
2919207.0,15000.0,4
2919504.0,300.0,1
2919926.0,4200.0,1
2920403.0,4200.0,1
2921005.0,7200.0,2
2922508.0,4200.0,1
2922706.0,4200.0,1
2923407.0,4200.0,2
2924009.0,33300.0,11
2924306.0,3000.0,1
2925006.0,4200.0,1
2926004.0,1200.0,1
2926301.0,4200.0,1
2926608.0,4800.0,2
2927408.0,234600.0,79
2928000.0,4200.0,1
2928406.0,1200.0,1
2928703.0,6600.0,3
2928802.0,3000.0,1
2929008.0,1200.0,1
2929701.0,2400.0,2
2929909.0,3000.0,1
2930709.0,8400.0,2
2931350.0,2400.0,2
2932457.0,4200.0,1
2932903.0,1200.0,1
2933174.0,3000.0,1
2933307.0,18900.0,10
3101607.0,1200.0,1
3101706.0,1200.0,1
3102407.0,3000.0,1
3102852.0,4200.0,1
3103405.0,3000.0,1
3103504.0,7200.0,1
3103603.0,600.0,1
3104502.0,4200.0,1
3106200.0,139500.0,56
3106705.0,20400.0,9
3107109.0,3000.0,1
3107307.0,8400.0,3
