date,municipio_ibge,suicidios,obitos_totais,taxa_suicidio
2019-04-01,5208707,7,738,0.009485094850948509
2019-04-01,5208905,1,20,0.05
2019-04-01,5209705,1,17,0.058823529411764705
2019-04-01,5210000,1,44,0.022727272727272728
2019-04-01,5210406,1,24,0.041666666666666664
2019-04-01,5211206,1,15,0.06666666666666667
2019-04-01,5212501,1,81,0.012345679012345678
2019-04-01,5213707,1,6,0.16666666666666666
2019-04-01,5214051,1,4,0.25
2019-04-01,5214507,1,18,0.05555555555555555
2019-04-01,5214838,1,5,0.2
2019-04-01,5216304,1,7,0.14285714285714285
2019-04-01,5216809,1,5,0.2
2019-04-01,5217401,1,15,0.06666666666666667
2019-04-01,5217609,3,32,0.09375
2019-04-01,5218508,1,21,0.047619047619047616
2019-04-01,5218805,2,82,0.024390243902439025
2019-04-01,5218904,1,23,0.043478260869565216
2019-04-01,5219209,1,2,0.5
2019-04-01,5219902,1,7,0.14285714285714285
2019-04-01,5220108,1,22,0.045454545454545456
2019-04-01,5221403,1,63,0.015873015873015872
2019-04-01,5300108,22,1066,0.020637898686679174
2019-05-01,1100106,1,12,0.08333333333333333
2019-05-01,1100122,1,70,0.014285714285714285
2019-05-01,1100155,1,19,0.05263157894736842
2019-05-01,1100189,1,16,0.0625
2019-05-01,1100205,2,193,0.010362694300518135
2019-05-01,1100304,1,47,0.02127659574468085
2019-05-01,1101005,1,8,0.125
2019-05-01,1200104,3,15,0.2
2019-05-01,1200401,3,196,0.015306122448979591
2019-05-01,1300144,1,8,0.125
2019-05-01,1300607,2,15,0.13333333333333333
2019-05-01,1300904,1,4,0.25
2019-05-01,1301704,2,22,0.09090909090909091
2019-05-01,1302009,1,6,0.16666666666666666
2019-05-01,1302603,7,934,0.007494646680942184
2019-05-01,1303403,1,45,0.022222222222222223
2019-05-01,1303536,1,11,0.09090909090909091
2019-05-01,1303569,1,12,0.08333333333333333
2019-05-01,1303700,1,8,0.125
2019-05-01,1303809,2,26,0.07692307692307693
2019-05-01,1303908,1,9,0.1111111111111111
2019-05-01,1304062,2,30,0.06666666666666667
2019-05-01,1400100,2,149,0.013422818791946308
2019-05-01,1400456,1,6,0.16666666666666666
2019-05-01,1500602,1,60,0.016666666666666666
2019-05-01,1500701,1,13,0.07692307692307693
2019-05-01,1500800,1,250,0.004
2019-05-01,1501402,5,921,0.0054288816503800215
2019-05-01,1501709,1,62,0.016129032258064516
2019-05-01,1502400,1,118,0.00847457627118644
2019-05-01,1502707,1,30,0.03333333333333333
2019-05-01,1503309,1,15,0.06666666666666667
2019-05-01,1503606,1,63,0.015873015873015872
2019-05-01,1503705,1,17,0.058823529411764705
2019-05-01,1503903,1,19,0.05263157894736842
2019-05-01,1504703,1,23,0.043478260869565216
2019-05-01,1505031,1,15,0.06666666666666667
2019-05-01,1505064,1,25,0.04
2019-05-01,1505304,1,30,0.03333333333333333
2019-05-01,1505437,1,17,0.058823529411764705
2019-05-01,1505502,2,40,0.05
2019-05-01,1505536,1,76,0.013157894736842105
2019-05-01,1506302,1,11,0.09090909090909091
2019-05-01,1506500,1,29,0.034482758620689655
2019-05-01,1506807,1,141,0.0070921985815602835
2019-05-01,1507458,1,11,0.09090909090909091
2019-05-01,1508357,1,7,0.14285714285714285
2019-05-01,1600279,1,20,0.05
2019-05-01,1600303,9,215,0.04186046511627907
2019-05-01,1600550,1,2,0.5
2019-05-01,1600600,1,55,0.01818181818181818
2019-05-01,1700350,1,7,0.14285714285714285
2019-05-01,1702109,3,101,0.0297029702970297
2019-05-01,1703909,1,6,0.16666666666666666
2019-05-01,1705508,1,17,0.058823529411764705
2019-05-01,1707009,1,15,0.06666666666666667
2019-05-01,1711902,1,9,0.1111111111111111
2019-05-01,1718204,2,32,0.0625
2019-05-01,1720200,1,5,0.2
2019-05-01,1721000,3,80,0.0375
2019-05-01,2100055,2,56,0.03571428571428571
2019-05-01,2100303,1,6,0.16666666666666666
2019-05-01,2101400,2,49,0.04081632653061224
2019-05-01,2101608,1,47,0.02127659574468085
2019-05-01,2101905,1,9,0.1111111111111111
2019-05-01,2102002,1,15,0.06666666666666667
2019-05-01,2102101,1,13,0.07692307692307693
2019-05-01,2102325,1,26,0.038461538461538464
2019-05-01,2102804,1,7,0.14285714285714285
2019-05-01,2103000,2,99,0.020202020202020204
2019-05-01,2103109,1,5,0.2
2019-05-01,2103125,1,6,0.16666666666666666
2019-05-01,2103208,1,35,0.02857142857142857
2019-05-01,2103307,1,52,0.019230769230769232
2019-05-01,2103752,1,6,0.16666666666666666
2019-05-01,2104099,1,6,0.16666666666666666
2019-05-01,2104503,1,10,0.1
2019-05-01,2105302,2,140,0.014285714285714285
2019-05-01,2105948,1,7,0.14285714285714285
2019-05-01,2107902,1,10,0.1
2019-05-01,2108207,2,36,0.05555555555555555
2019-05-01,2108454,1,13,0.07692307692307693
2019-05-01,2108603,1,35,0.02857142857142857
2019-05-01,2109007,1,10,0.1
2019-05-01,2111300,6,529,0.011342155009451797
2019-05-01,2112209,1,94,0.010638297872340425
2019-05-01,2112704,1,18,0.05555555555555555
2019-05-01,2112852,1,4,0.25
2019-05-01,2113009,1,21,0.047619047619047616
2019-05-01,2200509,2,14,0.14285714285714285
2019-05-01,2201572,1,2,0.5
2019-05-01,2202604,1,12,0.08333333333333333
2019-05-01,2203503,1,10,0.1
2019-05-01,2203701,2,31,0.06451612903225806
2019-05-01,2203909,2,45,0.044444444444444446
2019-05-01,2205573,1,5,0.2
2019-05-01,2206506,2,5,0.4
2019-05-01,2207801,1,14,0.07142857142857142
2019-05-01,2208106,1,5,0.2
2019-05-01,2209005,2,4,0.5
2019-05-01,2210003,1,15,0.06666666666666667
2019-05-01,2210300,1,8,0.125
2019-05-01,2211001,7,526,0.013307984790874524
2019-05-01,2211100,1,21,0.047619047619047616
2019-05-01,2211209,1,5,0.2
2019-05-01,2211308,1,14,0.07142857142857142
2019-05-01,2300101,1,10,0.1
2019-05-01,2300309,1,42,0.023809523809523808
2019-05-01,2300606,1,4,0.25
2019-05-01,2300903,1,15,0.06666666666666667
2019-05-01,2301307,1,22,0.045454545454545456
2019-05-01,2301505,1,3,0.3333333333333333
2019-05-01,2301901,1,43,0.023255813953488372
2019-05-01,2302057,1,10,0.1
2019-05-01,2302305,1,17,0.058823529411764705
2019-05-01,2302404,1,40,0.025
2019-05-01,2302800,1,38,0.02631578947368421
2019-05-01,2303709,1,188,0.005319148936170213
2019-05-01,2303808,1,16,0.0625
2019-05-01,2304103,1,56,0.017857142857142856
2019-05-01,2304400,9,1395,0.0064516129032258064
2019-05-01,2305233,1,36,0.027777777777777776
2019-05-01,2305308,1,18,0.05555555555555555
2019-05-01,2305506,1,70,0.014285714285714285
2019-05-01,2306504,1,11,0.09090909090909091
2019-05-01,2306603,1,12,0.08333333333333333
2019-05-01,2307304,1,181,0.0055248618784530384
2019-05-01,2307700,1,51,0.0196078431372549
2019-05-01,2308401,1,36,0.027777777777777776
2019-05-01,2309300,1,30,0.03333333333333333
2019-05-01,2310704,1,21,0.047619047619047616
2019-05-01,2311009,2,8,0.25
2019-05-01,2311801,1,50,0.02
2019-05-01,2312007,1,12,0.08333333333333333
2019-05-01,2312106,2,10,0.2
2019-05-01,2312304,1,35,0.02857142857142857
2019-05-01,2312908,4,120,0.03333333333333333
2019-05-01,2313302,1,45,0.022222222222222223
2019-05-01,2313401,2,43,0.046511627906976744
2019-05-01,2313609,1,26,0.038461538461538464
2019-05-01,2313906,1,5,0.2
2019-05-01,2400109,1,7,0.14285714285714285
2019-05-01,2400208,1,28,0.03571428571428571
2019-05-01,2400604,1,6,0.16666666666666666
2019-05-01,2401107,1,18,0.05555555555555555
2019-05-01,2401909,1,8,0.125
2019-05-01,2402006,2,42,0.047619047619047616
2019-05-01,2402501,1,9,0.1111111111111111
2019-05-01,2402600,1,38,0.02631578947368421
2019-05-01,2403251,1,95,0.010526315789473684
2019-05-01,2406700,1,7,0.14285714285714285
2019-05-01,2408003,1,170,0.0058823529411764705
2019-05-01,2408102,3,492,0.006097560975609756
2019-05-01,2409407,1,24,0.041666666666666664
2019-05-01,2411205,1,20,0.05
2019-05-01,2411403,1,11,0.09090909090909091
2019-05-01,2411809,1,4,0.25
2019-05-01,2412559,1,4,0.25
2019-05-01,2413706,1,2,0.5
2019-05-01,2503704,1,45,0.022222222222222223
2019-05-01,2504009,6,268,0.022388059701492536
2019-05-01,2504801,1,11,0.09090909090909091
2019-05-01,2506251,1,7,0.14285714285714285
2019-05-01,2507002,1,20,0.05
2019-05-01,2507507,3,474,0.006329113924050633
2019-05-01,2510659,1,2,0.5
2019-05-01,2510808,2,71,0.028169014084507043
2019-05-01,2512101,1,28,0.03571428571428571
2019-05-01,2512309,1,10,0.1
2019-05-01,2513109,1,18,0.05555555555555555
2019-05-01,2513505,1,3,0.3333333333333333
2019-05-01,2514701,1,5,0.2
2019-05-01,2515930,1,4,0.25
2019-05-01,2516508,1,8,0.125
2019-05-01,2517001,1,6,0.16666666666666666
2019-05-01,2600104,1,29,0.034482758620689655
2019-05-01,2600807,1,15,0.06666666666666667
2019-05-01,2602001,1,16,0.0625
2019-05-01,2603504,1,17,0.058823529411764705
2019-05-01,2603702,1,16,0.0625
2019-05-01,2604007,1,53,0.018867924528301886
2019-05-01,2604106,1,192,0.005208333333333333
2019-05-01,2604155,1,4,0.25
2019-05-01,2604205,1,17,0.058823529411764705
2019-05-01,2604502,1,19,0.05263157894736842
2019-05-01,2604908,1,13,0.07692307692307693
2019-05-01,2605400,1,16,0.0625
2019-05-01,2605707,1,16,0.0625
2019-05-01,2606804,2,57,0.03508771929824561
2019-05-01,2607901,2,386,0.0051813471502590676
2019-05-01,2609501,1,26,0.038461538461538464
2019-05-01,2609600,2,253,0.007905138339920948
2019-05-01,2609907,1,40,0.025
2019-05-01,2610202,1,19,0.05263157894736842
2019-05-01,2610608,1,39,0.02564102564102564
2019-05-01,2610707,1,187,0.0053475935828877
2019-05-01,2612208,1,41,0.024390243902439025
2019-05-01,2612604,1,15,0.06666666666666667
2019-05-01,2613008,2,25,0.08
2019-05-01,2613909,2,62,0.03225806451612903
2019-05-01,2615102,1,4,0.25
2019-05-01,2701704,1,16,0.0625
2019-05-01,2703106,1,24,0.041666666666666664
2019-05-01,2704302,4,580,0.006896551724137931
2019-05-01,2706307,1,45,0.022222222222222223
2019-05-01,2706703,1,41,0.024390243902439025
2019-05-01,2708006,1,32,0.03125
2019-05-01,2708600,2,26,0.07692307692307693
2019-05-01,2709103,1,13,0.07692307692307693
2019-05-01,2709301,1,35,0.02857142857142857
2019-05-01,2800308,2,323,0.006191950464396285
2019-05-01,2803005,1,17,0.058823529411764705
2019-05-01,2803708,1,7,0.14285714285714285
2019-05-01,2804300,1,6,0.16666666666666666
2019-05-01,2804805,2,86,0.023255813953488372
2019-05-01,2805307,1,4,0.25
2019-05-01,2805703,1,29,0.034482758620689655
2019-05-01,2806701,1,41,0.024390243902439025
2019-05-01,2807600,1,12,0.08333333333333333
2019-05-01,2902005,1,6,0.16666666666666666
2019-05-01,2902807,1,19,0.05263157894736842
2019-05-01,2903201,1,73,0.0136986301369863
2019-05-01,2903276,1,9,0.1111111111111111
2019-05-01,2903300,1,5,0.2
2019-05-01,2904506,1,11,0.09090909090909091
2019-05-01,2904605,2,45,0.044444444444444446
2019-05-01,2905008,1,9,0.1111111111111111
2019-05-01,2905206,1,31,0.03225806451612903
2019-05-01,2905305,1,12,0.08333333333333333
2019-05-01,2905701,1,133,0.007518796992481203
2019-05-01,2906006,1,36,0.027777777777777776
2019-05-01,2907509,1,28,0.03571428571428571
2019-05-01,2907905,1,7,0.14285714285714285
2019-05-01,2909406,1,4,0.25
2019-05-01,2910057,1,44,0.022727272727272728
2019-05-01,2910800,1,369,0.0027100271002710027
2019-05-01,2911709,2,50,0.04
2019-05-01,2912608,1,2,0.5
2019-05-01,2915205,1,8,0.125
2019-05-01,2916807,1,7,0.14285714285714285
2019-05-01,2917201,1,5,0.2
2019-05-01,2917508,1,48,0.020833333333333332
2019-05-01,2917607,1,31,0.03225806451612903
2019-05-01,2918001,1,96,0.010416666666666666
2019-05-01,2918100,1,22,0.045454545454545456
2019-05-01,2918407,1,141,0.0070921985815602835
2019-05-01,2918605,1,7,0.14285714285714285
2019-05-01,2919553,1,29,0.034482758620689655
2019-05-01,2921203,1,16,0.0625
2019-05-01,2921401,1,7,0.14285714285714285
2019-05-01,2922904,1,13,0.07692307692307693
2019-05-01,2923035,2,4,0.5
2019-05-01,2926004,1,19,0.05263157894736842
2019-05-01,2926103,1,10,0.1
2019-05-01,2928604,1,25,0.04
2019-05-01,2928950,1,7,0.14285714285714285
2019-05-01,2930154,1,13,0.07692307692307693
2019-05-01,2931905,1,19,0.05263157894736842
2019-05-01,2932606,1,14,0.07142857142857142
2019-05-01,2933307,4,169,0.023668639053254437
2019-05-01,3101508,1,23,0.043478260869565216
2019-05-01,3101607,1,62,0.016129032258064516
2019-05-01,3102902,1,7,0.14285714285714285
2019-05-01,3104106,1,5,0.2
2019-05-01,3105608,1,84,0.011904761904761904
2019-05-01,3106200,13,1526,0.00851900393184797
2019-05-01,3106309,1,9,0.1111111111111111
2019-05-01,3106705,1,182,0.005494505494505495
2019-05-01,3107109,1,28,0.03571428571428571
2019-05-01,3108008,1,16,0.0625
2019-05-01,3109006,1,27,0.037037037037037035
2019-05-01,3111002,1,14,0.07142857142857142
2019-05-01,3111606,1,19,0.05263157894736842
2019-05-01,3113008,1,19,0.05263157894736842
2019-05-01,3114501,1,6,0.16666666666666666
2019-05-01,3115300,1,56,0.017857142857142856
2019-05-01,3115805,1,5,0.2
2019-05-01,3116308,2,11,0.18181818181818182
2019-05-01,3116704,1,8,0.125
2019-05-01,3117836,1,10,0.1
2019-05-01,3118205,1,6,0.16666666666666666
2019-05-01,3118304,1,57,0.017543859649122806
2019-05-01,3118601,6,353,0.0169971671388102
2019-05-01,3118700,1,8,0.125
2019-05-01,3119104,1,18,0.05555555555555555
2019-05-01,3121258,1,5,0.2
2019-05-01,3122306,5,126,0.03968253968253968
2019-05-01,3124302,1,18,0.05555555555555555
2019-05-01,3127107,1,39,0.02564102564102564
2019-05-01,3127602,1,10,0.1
2019-05-01,3129400,1,4,0.25
2019-05-01,3129707,1,10,0.1
2019-05-01,3131208,1,9,0.1111111111111111
2019-05-01,3131307,2,106,0.018867924528301886
2019-05-01,3131703,1,71,0.014084507042253521
2019-05-01,3132206,1,7,0.14285714285714285
2019-05-01,3132404,2,65,0.03076923076923077
2019-05-01,3132503,1,12,0.08333333333333333
2019-05-01,3134103,1,6,0.16666666666666666
2019-05-01,3134202,1,73,0.0136986301369863
2019-05-01,3134301,1,5,0.2
2019-05-01,3135100,1,32,0.03125
2019-05-01,3135209,1,39,0.02564102564102564
2019-05-01,3135407,1,4,0.25
2019-05-01,3135902,1,5,0.2
2019-05-01,3136207,2,46,0.043478260869565216
2019-05-01,3136702,3,426,0.007042253521126761
2019-05-01,3138609,1,16,0.0625
2019-05-01,3139409,1,41,0.024390243902439025
2019-05-01,3142700,1,6,0.16666666666666666
2019-05-01,3143302,2,186,0.010752688172043012
2019-05-01,3143906,1,79,0.012658227848101266
2019-05-01,3144607,3,18,0.16666666666666666
2019-05-01,3144706,1,11,0.09090909090909091
2019-05-01,3145109,2,12,0.16666666666666666
2019-05-01,3145901,1,11,0.09090909090909091
2019-05-01,3146107,1,37,0.02702702702702703
2019-05-01,3147105,1,58,0.017241379310344827
2019-05-01,3147402,1,21,0.047619047619047616
2019-05-01,3148004,5,100,0.05
2019-05-01,3148103,2,61,0.03278688524590164
2019-05-01,3149309,1,25,0.04
2019-05-01,3149606,1,4,0.25
2019-05-01,3150539,1,5,0.2
2019-05-01,3151503,1,23,0.043478260869565216
2019-05-01,3151800,1,109,0.009174311926605505
2019-05-01,3152006,2,27,0.07407407407407407
2019-05-01,3152501,1,79,0.012658227848101266
2019-05-01,3153103,1,2,0.5
2019-05-01,3154606,1,171,0.005847953216374269
2019-05-01,3156700,1,76,0.013157894736842105
2019-05-01,3158003,1,6,0.16666666666666666
2019-05-01,3158607,1,2,0.5
2019-05-01,3160405,1,18,0.05555555555555555
2019-05-01,3160702,1,30,0.03333333333333333
2019-05-01,3161007,1,12,0.08333333333333333
2019-05-01,3161205,1,5,0.2
2019-05-01,3162005,1,11,0.09090909090909091
2019-05-01,3162500,1,79,0.012658227848101266
2019-05-01,3162708,1,16,0.0625
2019-05-01,3163201,1,3,0.3333333333333333
2019-05-01,3163706,1,30,0.03333333333333333
2019-05-01,3164704,1,57,0.017543859649122806
2019-05-01,3165578,1,4,0.25
2019-05-01,3166105,1,3,0.3333333333333333
2019-05-01,3167202,2,147,0.013605442176870748
2019-05-01,3168606,2,80,0.025
2019-05-01,3169307,2,52,0.038461538461538464
2019-05-01,3169406,1,31,0.03225806451612903
2019-05-01,3169901,1,64,0.015625
2019-05-01,3170107,3,182,0.016483516483516484
2019-05-01,3170206,2,349,0.0057306590257879654
2019-05-01,3170404,1,29,0.034482758620689655
2019-05-01,3170800,1,22,0.045454545454545456
2019-05-01,3171006,2,9,0.2222222222222222
2019-05-01,3171303,1,37,0.02702702702702703
2019-05-01,3200136,1,11,0.09090909090909091
2019-05-01,3200300,1,9,0.1111111111111111
2019-05-01,3201001,1,19,0.05263157894736842
2019-05-01,3201308,2,215,0.009302325581395349
2019-05-01,3202454,1,18,0.05555555555555555
2019-05-01,3202504,1,11,0.09090909090909091
2019-05-01,3202603,1,9,0.1111111111111111
2019-05-01,3202801,1,21,0.047619047619047616
2019-05-01,3203205,1,66,0.015151515151515152
2019-05-01,3203346,1,8,0.125
2019-05-01,3204906,1,63,0.015873015873015872
2019-05-01,3205002,4,242,0.01652892561983471
2019-05-01,3205176,1,5,0.2
2019-05-01,3205200,1,279,0.0035842293906810036
2019-05-01,3300100,3,124,0.024193548387096774
2019-05-01,3300456,1,323,0.0030959752321981426
2019-05-01,3300936,1,15,0.06666666666666667
2019-05-01,3301009,2,395,0.005063291139240506
2019-05-01,3301108,1,17,0.058823529411764705
2019-05-01,3301702,2,706,0.0028328611898017
2019-05-01,3302254,1,21,0.047619047619047616
2019-05-01,3303005,1,30,0.03333333333333333
2019-05-01,3303203,1,145,0.006896551724137931
2019-05-01,3303302,2,432,0.004629629629629629
2019-05-01,3303500,1,637,0.0015698587127158557
2019-05-01,3303906,3,293,0.010238907849829351
2019-05-01,3304201,2,81,0.024691358024691357
2019-05-01,3304557,23,5437,0.004230274048188339
2019-05-01,3304755,1,31,0.03225806451612903
2019-05-01,3304904,4,699,0.005722460658082976
2019-05-01,3305109,1,378,0.0026455026455026454
2019-05-01,3305208,1,89,0.011235955056179775
2019-05-01,3306107,2,67,0.029850746268656716
2019-05-01,3500105,2,32,0.0625
2019-05-01,3500303,1,23,0.043478260869565216
2019-05-01,3500709,1,15,0.06666666666666667
2019-05-01,3501152,1,11,0.09090909090909091
2019-05-01,3501400,1,3,0.3333333333333333
2019-05-01,3501608,2,129,0.015503875968992248
2019-05-01,3502101,1,52,0.019230769230769232
2019-05-01,3502200,1,15,0.06666666666666667
2019-05-01,3502804,2,152,0.013157894736842105
2019-05-01,3503208,1,155,0.0064516129032258064
2019-05-01,3503901,1,38,0.02631578947368421
2019-05-01,3504008,1,86,0.011627906976744186
2019-05-01,3504107,1,91,0.01098901098901099
2019-05-01,3504503,3,53,0.05660377358490566
2019-05-01,3504800,1,9,0.1111111111111111
2019-05-01,3505500,2,79,0.02531645569620253
2019-05-01,3506300,2,7,0.2857142857142857
2019-05-01,3506607,1,15,0.06666666666666667
2019-05-01,3508702,1,12,0.08333333333333333
2019-05-01,3509502,7,687,0.010189228529839884
2019-05-01,3509601,2,57,0.03508771929824561
2019-05-01,3510401,1,25,0.04
2019-05-01,3510609,4,212,0.018867924528301886
2019-05-01,3510807,1,25,0.04
2019-05-01,3513009,1,119,0.008403361344537815
2019-05-01,3513405,1,65,0.015384615384615385
2019-05-01,3513504,1,70,0.014285714285714285
2019-05-01,3515301,1,2,0.5
2019-05-01,3515509,1,54,0.018518518518518517
2019-05-01,3516200,1,210,0.004761904761904762
2019-05-01,3516309,1,85,0.011764705882352941
2019-05-01,3516705,1,32,0.03125
2019-05-01,3518503,1,17,0.058823529411764705
2019-05-01,3518800,7,707,0.009900990099009901
2019-05-01,3519253,1,7,0.14285714285714285
2019-05-01,3519600,1,35,0.02857142857142857
2019-05-01,3519907,1,7,0.14285714285714285
2019-05-01,3520400,1,14,0.07142857142857142
2019-05-01,3521804,1,22,0.045454545454545456
2019-05-01,3524006,1,22,0.045454545454545456
2019-05-01,3524105,1,20,0.05
2019-05-01,3524402,2,121,0.01652892561983471
2019-05-01,3524808,1,47,0.02127659574468085
2019-05-01,3525904,1,253,0.003952569169960474
2019-05-01,3526407,1,22,0.045454545454545456
2019-05-01,3526902,1,172,0.005813953488372093
2019-05-01,3529005,1,145,0.006896551724137931
2019-05-01,3529203,1,16,0.0625
2019-05-01,3529302,1,55,0.01818181818181818
2019-05-01,3529401,2,191,0.010471204188481676
2019-05-01,3530300,1,44,0.022727272727272728
2019-05-01,3530607,3,252,0.011904761904761904
2019-05-01,3530805,1,61,0.01639344262295082
2019-05-01,3531803,1,35,0.02857142857142857
2019-05-01,3531902,1,24,0.041666666666666664
2019-05-01,3533502,1,29,0.034482758620689655
2019-05-01,3533700,1,5,0.2
2019-05-01,3534302,1,23,0.043478260869565216
2019-05-01,3534401,2,394,0.005076142131979695
2019-05-01,3534708,2,70,0.02857142857142857
2019-05-01,3534757,1,10,0.1
2019-05-01,3534906,1,8,0.125
2019-05-01,3535101,1,4,0.25
2019-05-01,3535507,1,25,0.04
2019-05-01,3536307,1,12,0.08333333333333333
2019-05-01,3536406,1,6,0.16666666666666666
2019-05-01,3536703,1,30,0.03333333333333333
2019-05-01,3537305,1,64,0.015625
2019-05-01,3537404,1,18,0.05555555555555555
2019-05-01,3538600,1,15,0.06666666666666667
2019-05-01,3538709,1,232,0.004310344827586207
2019-05-01,3538808,1,20,0.05
2019-05-01,3540606,1,40,0.025
2019-05-01,3541406,2,160,0.0125
2019-05-01,3542206,1,25,0.04
2019-05-01,3543402,4,405,0.009876543209876543
2019-05-01,3543907,5,146,0.03424657534246575
2019-05-01,3544004,1,15,0.06666666666666667
2019-05-01,3544103,2,23,0.08695652173913043
2019-05-01,3544608,1,5,0.2
2019-05-01,3545209,3,71,0.04225352112676056
2019-05-01,3546306,1,19,0.05263157894736842
2019-05-01,3547106,1,4,0.25
2019-05-01,3547304,1,51,0.0196078431372549
2019-05-01,3547502,1,25,0.04
2019-05-01,3547700,1,13,0.07692307692307693
2019-05-01,3547809,2,485,0.004123711340206186
2019-05-01,3548500,5,372,0.013440860215053764
2019-05-01,3548708,3,397,0.007556675062972292
2019-05-01,3548807,1,150,0.006666666666666667
2019-05-01,3549102,2,73,0.0273972602739726
2019-05-01,3549409,1,26,0.038461538461538464
2019-05-01,3549805,3,295,0.010169491525423728
2019-05-01,3549904,3,362,0.008287292817679558
2019-05-01,3550308,24,6765,0.003547671840354767
2019-05-01,3550605,1,59,0.01694915254237288
2019-05-01,3550704,1,44,0.022727272727272728
2019-05-01,3551009,3,224,0.013392857142857142
2019-05-01,3551306,1,2,0.5
2019-05-01,3551504,1,23,0.043478260869565216
2019-05-01,3552502,2,165,0.012121212121212121
2019-05-01,3552809,2,150,0.013333333333333334
2019-05-01,3553302,2,16,0.125
2019-05-01,3554508,1,22,0.045454545454545456
2019-05-01,3555000,1,71,0.014084507042253521
2019-05-01,3555406,2,59,0.03389830508474576
2019-05-01,3556206,1,79,0.012658227848101266
2019-05-01,3556503,1,57,0.017543859649122806
2019-05-01,3556602,1,5,0.2
2019-05-01,3557006,1,62,0.016129032258064516
2019-05-01,4100202,1,6,0.16666666666666666
2019-05-01,4101002,1,11,0.09090909090909091
2019-05-01,4101507,2,67,0.029850746268656716
2019-05-01,4101804,1,76,0.013157894736842105
2019-05-01,4102000,1,23,0.043478260869565216
2019-05-01,4103701,1,53,0.018867924528301886
2019-05-01,4104451,1,14,0.07142857142857142
2019-05-01,4104808,1,183,0.00546448087431694
2019-05-01,4105409,2,20,0.1
2019-05-01,4105805,1,117,0.008547008547008548
2019-05-01,4106308,1,1,1.0
2019-05-01,4106456,1,4,0.25
2019-05-01,4106803,1,8,0.125
2019-05-01,4106902,3,950,0.003157894736842105
2019-05-01,4107652,3,52,0.057692307692307696
2019-05-01,4108403,3,43,0.06976744186046512
2019-05-01,4108809,2,25,0.08
2019-05-01,4109401,1,108,0.009259259259259259
2019-05-01,4109609,1,20,0.05
2019-05-01,4111506,1,24,0.041666666666666664
2019-05-01,4111803,1,27,0.037037037037037035
2019-05-01,4112108,1,26,0.038461538461538464
2019-05-01,4113205,1,28,0.03571428571428571
2019-05-01,4113304,1,27,0.037037037037037035
2019-05-01,4113502,1,25,0.04
2019-05-01,4113700,1,332,0.0030120481927710845
2019-05-01,4113908,1,9,0.1111111111111111
2019-05-01,4114203,1,17,0.058823529411764705
2019-05-01,4114401,1,11,0.09090909090909091
2019-05-01,4115705,1,26,0.038461538461538464
2019-05-01,4116901,1,16,0.0625
2019-05-01,4117222,1,10,0.1
2019-05-01,4117602,1,24,0.041666666666666664
2019-05-01,4117909,1,13,0.07692307692307693
2019-05-01,4118006,1,13,0.07692307692307693
2019-05-01,4118204,1,85,0.011764705882352941
2019-05-01,4118501,1,38,0.02631578947368421
2019-05-01,4119251,1,3,0.3333333333333333
2019-05-01,4119905,1,193,0.0051813471502590676
2019-05-01,4119954,1,24,0.041666666666666664
2019-05-01,4120903,1,23,0.043478260869565216
2019-05-01,4121406,1,8,0.125
2019-05-01,4122800,1,4,0.25
2019-05-01,4123006,1,7,0.14285714285714285
2019-05-01,4123501,1,17,0.058823529411764705
2019-05-01,4125506,2,143,0.013986013986013986
2019-05-01,4126256,2,50,0.04
2019-05-01,4126504,1,8,0.125
2019-05-01,4126603,1,12,0.08333333333333333
2019-05-01,4127007,1,4,0.25
2019-05-01,4127700,1,81,0.012345679012345678
2019-05-01,4127858,1,10,0.1
2019-05-01,4128203,1,40,0.025
2019-05-01,4128401,1,7,0.14285714285714285
2019-05-01,4201406,2,35,0.05714285714285714
2019-05-01,4202008,1,60,0.016666666666666666
2019-05-01,4202107,1,16,0.0625
2019-05-01,4202404,6,168,0.03571428571428571
2019-05-01,4202800,1,18,0.05555555555555555
2019-05-01,4202909,1,61,0.01639344262295082
2019-05-01,4203006,2,48,0.041666666666666664
2019-05-01,4203808,1,42,0.023809523809523808
2019-05-01,4204178,1,6,0.16666666666666666
2019-05-01,4204202,1,105,0.009523809523809525
2019-05-01,4204301,2,41,0.04878048780487805
2019-05-01,4204707,1,10,0.1
2019-05-01,4205001,1,8,0.125
2019-05-01,4205407,2,195,0.010256410256410256
2019-05-01,4207106,1,8,0.125
2019-05-01,4207304,1,28,0.03571428571428571
2019-05-01,4208203,2,88,0.022727272727272728
2019-05-01,4209102,5,228,0.021929824561403508
2019-05-01,4209300,1,87,0.011494252873563218
2019-05-01,4209409,1,27,0.037037037037037035
2019-05-01,4210506,1,23,0.043478260869565216
2019-05-01,4210605,1,10,0.1
2019-05-01,4211207,3,15,0.2
2019-05-01,4211306,1,39,0.02564102564102564
2019-05-01,4211900,1,65,0.015384615384615385
2019-05-01,4212403,1,4,0.25
2019-05-01,4212809,1,15,0.06666666666666667
2019-05-01,4213500,1,6,0.16666666666666666
2019-05-01,4213609,1,22,0.045454545454545456
2019-05-01,4215000,1,15,0.06666666666666667
2019-05-01,4215455,1,7,0.14285714285714285
2019-05-01,4216008,1,6,0.16666666666666666
2019-05-01,4216206,1,36,0.027777777777777776
2019-05-01,4216404,1,1,1.0
2019-05-01,4216602,3,118,0.025423728813559324
