municipio_ibge,soma,contagem
1100023.0,24600.0,10
1100049.0,2400.0,1
1100106.0,3000.0,1
1100114.0,7200.0,3
1100122.0,15600.0,6
1100205.0,151629.0,52
1100288.0,1200.0,1
1100304.0,3000.0,1
1100403.0,1800.0,1
1100452.0,9600.0,3
1100700.0,2400.0,1
1100809.0,6000.0,2
1101203.0,600.0,1
1101609.0,1200.0,1
1200054.0,4200.0,1
1200203.0,7200.0,4
1200401.0,18000.0,6
1200708.0,7200.0,1
1301209.0,3000.0,1
1301852.0,6600.0,2
1301902.0,2400.0,1
1302009.0,4200.0,1
1302603.0,199200.0,66
1302900.0,4200.0,1
1303403.0,4200.0,1
1303809.0,8400.0,1
1304062.0,8400.0,1
1304203.0,11400.0,3
1400100.0,34200.0,11
1400175.0,3000.0,1
1400209.0,4200.0,1
1400456.0,8400.0,3
1500107.0,3000.0,1
1500131.0,4200.0,1
1500800.0,27422.0,12
1501402.0,57526.0,20
1502103.0,600.0,1
1502152.0,8400.0,1
1502202.0,2270.0,1
1502400.0,31200.0,14
1502707.0,1200.0,1
1503200.0,3000.0,1
1503705.0,600.0,1
1504208.0,45000.0,18
1505106.0,1800.0,1
1505494.0,4200.0,1
1505536.0,28200.0,7
1505635.0,3000.0,1
1506005.0,3000.0,1
1506104.0,4200.0,1
1506138.0,600.0,1
1506500.0,3000.0,1
1506807.0,15600.0,5
1507151.0,3600.0,2
1507458.0,4200.0,2
1507904.0,1200.0,1
1507953.0,3000.0,1
1508100.0,3000.0,1
1508126.0,3000.0,1
1600303.0,31200.0,10
1600600.0,7200.0,2
1700707.0,900.0,1
1702109.0,20400.0,7
1702208.0,4200.0,1
1702307.0,1200.0,1
1702901.0,6000.0,1
1705508.0,18600.0,4
1707009.0,3000.0,2
1707207.0,1200.0,1
1708304.0,2400.0,1
1709302.0,15000.0,4
1709500.0,32488.0,13
1710706.0,1200.0,1
1710904.0,1200.0,1
1711951.0,1200.0,1
1712009.0,3600.0,1
1713205.0,6000.0,4
1713700.0,1200.0,1
1713809.0,1800.0,1
1714203.0,1200.0,1
1715507.0,2400.0,1
1716109.0,4200.0,2
1716307.0,9000.0,2
1716505.0,900.0,1
1717909.0,5100.0,2
1718204.0,15900.0,7
1718451.0,6000.0,3
1718758.0,4200.0,1
1718881.0,3000.0,1
1718907.0,3000.0,1
1720903.0,6000.0,2
1721000.0,151597.0,65
1721208.0,6000.0,1
1722107.0,3000.0,1
2100055.0,9000.0,4
2101103.0,1200.0,1
2101251.0,7200.0,3
2101400.0,12000.0,4
2101707.0,7200.0,2
2102150.0,1800.0,1
2103000.0,12600.0,5
2103208.0,3000.0,1
2103307.0,3000.0,1
2103604.0,3000.0,1
2103752.0,3600.0,1
2104057.0,4200.0,2
2104800.0,1200.0,1
2105005.0,3000.0,1
2105302.0,50400.0,17
2105401.0,3000.0,1
2105427.0,13200.0,9
2105476.0,3000.0,1
2105922.0,1800.0,1
2105989.0,4200.0,1
2106409.0,4200.0,1
2107100.0,3000.0,1
2107506.0,18000.0,7
2107803.0,6600.0,2
2108009.0,1200.0,1
2108207.0,9000.0,3
2108504.0,1800.0,1
2108603.0,3000.0,1
2109007.0,3000.0,1
2109106.0,2400.0,1
2109304.0,1200.0,1
2109452.0,9600.0,3
2109502.0,3000.0,1
2109809.0,3000.0,1
2109908.0,6000.0,2
2110039.0,3000.0,1
2110203.0,4200.0,1
2110807.0,1200.0,1
2111201.0,34200.0,11
2111300.0,191570.0,68
2111607.0,73765.0,43
2111904.0,2400.0,1
2112209.0,28200.0,9
2112233.0,3000.0,1
2112308.0,3000.0,1
2112456.0,5400.0,1
2112704.0,4200.0,1
2112902.0,3000.0,1
2114007.0,6000.0,2
2201903.0,3000.0,1
2202059.0,3000.0,1
2203909.0,1200.0,1
2205003.0,3000.0,1
2207702.0,7200.0,3
2207751.0,3000.0,1
2207801.0,2270.0,1
2208007.0,1200.0,1
2210003.0,3000.0,1
2211001.0,15000.0,5
2300150.0,20987.0,7
2300754.0,2400.0,1
2300804.0,1200.0,1
2300903.0,7200.0,2
2301000.0,4800.0,3
2301109.0,9000.0,3
2301208.0,21000.0,6
2301307.0,2400.0,1
2301505.0,600.0,1
2301604.0,1800.0,1
2301703.0,9600.0,4
2301851.0,2182.0,1
2301901.0,6000.0,5
2302008.0,1800.0,2
2302057.0,3000.0,1
2302206.0,6000.0,2
2302404.0,8400.0,1
2302503.0,5400.0,2
2302602.0,7500.0,3
2302800.0,26100.0,18
2303105.0,6600.0,2
2303204.0,13800.0,4
2303402.0,4200.0,2
2303501.0,9300.0,6
2303600.0,4200.0,2
2303709.0,45000.0,18
2303907.0,5529.0,3
2303956.0,2400.0,1
2304004.0,2400.0,1
2304103.0,33300.0,15
2304202.0,71159.0,32
2304251.0,5400.0,2
2304269.0,2400.0,1
2304285.0,12000.0,3
2304400.0,394762.0,172
2304509.0,3000.0,1
2304707.0,2400.0,1
2305100.0,6000.0,1
2305233.0,10800.0,5
2305266.0,1200.0,1
2305308.0,1200.0,1
2305357.0,3600.0,2
2305407.0,1800.0,1
2305506.0,8400.0,5
2305605.0,12600.0,5
2305803.0,9600.0,4
2305902.0,6000.0,3
2306009.0,4800.0,2
2306256.0,3600.0,2
2306306.0,20400.0,7
2306405.0,46200.0,19
2306603.0,600.0,1
2306702.0,2400.0,1
2307007.0,1800.0,1
2307205.0,1800.0,1
2307254.0,1200.0,1
2307304.0,97792.0,53
2307601.0,4200.0,2
2307635.0,4200.0,1
2307650.0,19800.0,7
2307700.0,7800.0,2
2307809.0,3000.0,1
2307908.0,3000.0,1
2308005.0,3000.0,1
2308104.0,15000.0,6
2308203.0,7800.0,4
2308302.0,3424.0,3
2308401.0,1200.0,1
2308500.0,3360.0,2
2308708.0,5400.0,2
2308906.0,4200.0,2
2309003.0,1200.0,1
2309201.0,1800.0,1
2309409.0,4200.0,2
2309458.0,1200.0,1
2309508.0,3000.0,1
2309607.0,71918.0,35
2309706.0,3000.0,1
2309805.0,2100.0,2
2309904.0,1200.0,1
2310209.0,7200.0,3
2310407.0,5400.0,2
2310506.0,3000.0,1
2310852.0,1200.0,1
2310902.0,1800.0,1
2311009.0,600.0,1
2311306.0,60238.0,39
2311355.0,3000.0,1
2311405.0,11700.0,7
2311504.0,7800.0,3
2311603.0,17700.0,8
2311702.0,3600.0,2
2311801.0,43200.0,21
2312304.0,9000.0,3
2312601.0,3000.0,1
2312908.0,30900.0,16
2313005.0,4800.0,2
2313104.0,7800.0,3
2313302.0,25200.0,10
2313401.0,11424.0,7
2313609.0,1200.0,1
2313955.0,1200.0,1
2314003.0,4800.0,3
2314102.0,2400.0,2
2400109.0,13418.0,9
2400208.0,6528.0,4
2400406.0,3000.0,1
2400505.0,600.0,1
2400703.0,600.0,1
2401404.0,2400.0,2
2401453.0,6000.0,2
2401701.0,7200.0,3
2401800.0,22800.0,12
2401859.0,1200.0,1
2401909.0,3420.0,3
2402006.0,45000.0,23
2402204.0,2400.0,2
2402303.0,3000.0,1
2402402.0,600.0,1
2402600.0,3000.0,2
2402709.0,5700.0,3
2402907.0,6300.0,6
2403103.0,12600.0,4
2403202.0,1200.0,1
2403251.0,42600.0,16
2403608.0,25800.0,9
2403707.0,3000.0,1
2403806.0,2700.0,3
2403905.0,300.0,1
2404200.0,3000.0,1
2404309.0,2400.0,1
2404606.0,1200.0,1
2404804.0,3600.0,2
2404853.0,2400.0,1
2405108.0,6900.0,5
2405207.0,2400.0,1
2405702.0,6600.0,3
2405801.0,2700.0,2
2406007.0,1200.0,1
2406106.0,9000.0,4
2406205.0,1500.0,1
2406601.0,4200.0,1
2406700.0,1200.0,1
2406809.0,1200.0,1
2407104.0,6300.0,3
2407252.0,4500.0,4
2407302.0,6420.0,2
2407500.0,3000.0,1
2407807.0,5911.0,3
2407906.0,4200.0,2
2408003.0,71829.0,31
2408102.0,218173.0,101
2408201.0,18211.0,7
2408300.0,4200.0,2
2408409.0,4800.0,2
2408508.0,2400.0,1
2408805.0,4800.0,1
2408904.0,6000.0,2
2408953.0,3000.0,1
2409209.0,4800.0,1
2409407.0,6890.0,3
2409704.0,4800.0,1
2409803.0,4200.0,2
2410108.0,3000.0,1
2410207.0,11400.0,4
2410256.0,1800.0,1
2410306.0,1200.0,1
2410405.0,2400.0,1
2410504.0,1200.0,1
2410702.0,4200.0,1
2411056.0,600.0,1
2411205.0,20700.0,8
2411429.0,6000.0,2
2411502.0,2400.0,1
2411700.0,3000.0,1
2411809.0,2400.0,2
2412005.0,29400.0,13
2412203.0,28022.0,11
2412302.0,3600.0,1
2412609.0,3000.0,2
2412708.0,1200.0,1
2412807.0,4800.0,2
2412906.0,5400.0,2
2413102.0,3000.0,1
2413201.0,2400.0,1
2413409.0,1200.0,1
2413508.0,2400.0,1
2413557.0,900.0,1
2413706.0,3000.0,1
2414159.0,4800.0,2
2414209.0,10800.0,4
2414308.0,13800.0,7
2414407.0,4200.0,4
2414605.0,3000.0,1
2414803.0,11400.0,6
2415008.0,2400.0,2
2500502.0,3000.0,1
2500577.0,7800.0,3
2500601.0,3000.0,1
2500700.0,3000.0,1
2501005.0,6000.0,2
2501104.0,10800.0,3
2501500.0,2400.0,1
2501534.0,1200.0,1
2501807.0,46800.0,20
2501906.0,3000.0,1
2502052.0,1500.0,1
2502201.0,4200.0,2
2502409.0,7200.0,2
2502508.0,3000.0,1
2503209.0,28800.0,11
2503506.0,1200.0,1
2503704.0,18164.0,6
2504009.0,117600.0,41
2504405.0,6000.0,2
2504603.0,12800.0,5
2504801.0,4800.0,2
2504850.0,6600.0,1
2505204.0,3000.0,1
2505402.0,1800.0,1
2506301.0,6600.0,3
2506806.0,3000.0,1
2506905.0,4800.0,2
2507002.0,6900.0,3
2507309.0,5400.0,2
2507507.0,251529.0,97
2508000.0,3000.0,1
2508307.0,3000.0,1
2508505.0,3000.0,1
2508703.0,1800.0,1
2508802.0,900.0,1
2508901.0,3000.0,1
2509107.0,1200.0,1
2509370.0,3000.0,1
2509404.0,8009.0,2
2509602.0,4200.0,1
2509701.0,6600.0,3
2510808.0,19200.0,6
2511202.0,2400.0,1
2512101.0,18000.0,5
2512507.0,9000.0,4
2512606.0,600.0,1
2512705.0,3000.0,1
2512804.0,2400.0,1
2513000.0,4800.0,1
2513307.0,2400.0,1
2513406.0,1800.0,1
2513703.0,84300.0,28
2513802.0,6000.0,2
2513851.0,1200.0,1
2513901.0,4800.0,1
2514206.0,4200.0,2
2514453.0,4200.0,1
2514800.0,1200.0,1
2514909.0,3000.0,1
2515005.0,3000.0,1
2515302.0,6600.0,3
2515401.0,6600.0,3
2515500.0,3600.0,2
2515807.0,3000.0,1
2516003.0,1800.0,1
2516201.0,10200.0,5
2516300.0,4200.0,2
2516409.0,3000.0,1
2516508.0,2400.0,1
