municipio_ibge,soma,contagem
1100106,1200.0,1
1100122,2400.0,1
1100130,1800.0,1
1100155,2400.0,1
1100205,20075.0,9
1100304,1200.0,1
1200203,4200.0,1
1200401,10002.0,5
1200450,1200.0,1
1200500,4200.0,1
1300607,3000.0,1
1301209,4200.0,1
1301704,7200.0,3
1301902,4800.0,3
1302504,1800.0,1
1302553,5400.0,2
1302603,145435.0,46
1302702,1200.0,1
1303106,1200.0,1
1400100,104494.0,39
1400159,600.0,1
1400308,4200.0,1
1400456,2400.0,1
1400472,8400.0,2
1500107,8400.0,3
1500206,2400.0,1
1500404,600.0,1
1500602,12000.0,4
1500800,48600.0,22
1500859,3290.0,2
1501402,121005.0,43
1501501,1200.0,1
1501808,34696.0,13
1501907,4200.0,1
1502152,2400.0,1
1502400,10500.0,6
1502806,1500.0,1
1503606,5400.0,3
1504208,8400.0,3
1504422,5400.0,2
1504505,4200.0,1
1504604,7200.0,2
1504901,3433.0,2
1505106,4200.0,1
1505502,16305.0,6
1505536,3141.0,2
1505700,600.0,1
1506203,3900.0,1
1506609,1200.0,1
1506807,69778.0,21
1507102,4200.0,1
1507466,3300.0,1
1507979,4800.0,1
1600279,3000.0,1
1600303,9600.0,5
1600600,300.0,1
1600808,4200.0,1
1702109,4800.0,3
1713205,4200.0,1
1716109,4200.0,1
1718204,7200.0,1
1721000,8400.0,2
1721208,1200.0,1
2101806,3600.0,1
2102325,4800.0,1
2103208,6275.0,2
2104206,4200.0,1
2104800,300.0,1
2105153,4200.0,1
2105302,9000.0,3
2105427,5300.0,1
2105500,3000.0,1
2105989,3000.0,1
2107357,3600.0,1
2107506,4200.0,1
2108207,4200.0,1
2108306,600.0,1
2108603,600.0,1
2109106,1200.0,1
2109270,600.0,1
2109601,4200.0,1
2109809,1200.0,1
2111201,6196.0,3
2111300,56227.0,22
2111607,2231.0,1
2112209,1200.0,1
2200400,1200.0,1
2201507,1200.0,1
2202000,4200.0,1
2202174,9000.0,3
2202208,4200.0,1
2202604,4490.0,2
2202703,8400.0,2
2204352,1800.0,1
2205557,1200.0,1
2205854,600.0,1
2207702,18000.0,5
2208007,9000.0,2
2208403,1200.0,1
2208809,3000.0,1
2211001,99989.0,27
2301109,3000.0,1
2301208,2205.0,1
2301604,1200.0,1
2302305,1500.0,1
2302701,1602.0,1
2303303,4200.0,1
2303501,1200.0,1
2303709,5400.0,2
2304103,3600.0,3
2304202,8355.0,3
2304269,1200.0,1
2304400,28740.0,18
2304707,1800.0,1
2304905,2400.0,1
2305001,1200.0,1
2305233,3600.0,1
2305357,600.0,1
2306207,3600.0,1
2306256,900.0,1
2306306,1200.0,1
2307650,4800.0,2
2307908,1200.0,1
2308104,1200.0,1
2308708,5400.0,3
2310001,4200.0,1
2310209,1200.0,1
2310605,1200.0,1
2311306,3600.0,1
2311504,3000.0,1
2311801,2294.0,1
2311900,1200.0,1
2312908,8658.0,4
2313104,3600.0,2
2313401,1200.0,1
2313559,2400.0,1
2314102,4200.0,2
2400208,702.0,1
2402600,5100.0,3
2403251,1500.0,1
2403608,3600.0,2
2404853,8400.0,1
2406700,2205.0,1
2407807,6000.0,2
2408003,6600.0,5
2408102,6300.0,2
2411205,5400.0,2
2412302,2105.0,1
2413904,600.0,1
2414159,600.0,1
2500304,300.0,1
2501575,2400.0,1
2501807,22076.0,8
2502300,1200.0,1
2502508,1200.0,1
2503001,4419.0,2
2503209,4500.0,4
2503704,1800.0,2
2504009,23851.0,13
2504801,3000.0,1
2506301,4200.0,2
2506806,3000.0,1
2507002,1200.0,1
2507408,900.0,1
2507507,45329.0,26
2507705,1800.0,1
2508307,4200.0,2
2509503,2400.0,1
2510808,1200.0,1
2511004,900.0,1
2511400,1800.0,1
2512002,3000.0,1
2512788,1979.0,1
2512804,4605.0,3
2513703,5400.0,2
2513802,900.0,1
2516201,600.0,1
2516755,1200.0,1
2517209,1200.0,1
2600054,13200.0,2
2601904,4200.0,1
2602803,3300.0,1
2602902,5400.0,2
2603454,9600.0,3
2603702,3000.0,1
2604106,12618.0,6
2604155,1200.0,1
2604601,8400.0,1
2605202,2400.0,1
2605707,2400.0,2
2606002,6600.0,2
2607208,8400.0,1
2607653,600.0,1
2607901,34084.0,15
2608750,1200.0,1
2609600,12395.0,9
2609907,1597.0,1
2610004,3000.0,1
2610707,16110.0,9
2611101,31740.0,14
2611606,74374.0,41
2612406,1601.0,1
2612604,2400.0,1
2613701,1496.0,1
2615300,6600.0,2
2616308,15600.0,5
2700300,5100.0,3
2700409,4200.0,1
2702405,2189.0,1
2702603,2400.0,1
2704302,19200.0,9
2704807,4800.0,2
2706406,4800.0,2
2706448,12600.0,2
2707107,1200.0,1
2707701,4200.0,1
2708600,4200.0,1
2709301,1200.0,1
2800308,10800.0,5
2803302,1200.0,1
2803500,1200.0,1
2804607,2251.0,1
2804805,2400.0,1
2805802,2202.0,1
2807402,1733.0,2
2807600,4200.0,1
2901106,1200.0,1
2902054,2400.0,1
2902302,4200.0,1
2903805,1200.0,1
2905206,1200.0,1
2905701,10200.0,3
2906006,4099.0,2
2906204,4200.0,1
2906501,6600.0,2
2906600,1200.0,1
2907301,1800.0,1
2907608,3000.0,1
2908309,4800.0,2
2908408,1974.0,1
2908507,2499.0,2
2908903,900.0,1
2909000,1200.0,1
2910057,1200.0,1
2910503,300.0,1
2910602,4200.0,1
2910800,70633.0,20
2911105,600.0,1
2911204,4200.0,1
2911709,3510.0,3
2913606,1200.0,1
2914000,3994.0,2
2914604,8400.0,2
2914703,600.0,1
2914802,4200.0,1
2916401,4200.0,1
2916807,2202.0,1
2917201,600.0,1
2917607,600.0,1
2917706,1200.0,1
2918001,16500.0,8
2918357,3000.0,1
2918407,1200.0,1
2919157,1200.0,1
2919207,4800.0,3
2919306,1800.0,1
2919553,3000.0,1
2919702,2400.0,1
2920403,1800.0,1
2921005,600.0,1
2921708,4200.0,1
2922409,1200.0,1
2922730,4200.0,1
2923050,1800.0,1
2923357,3000.0,1
2923407,3000.0,1
