municipio_ibge,soma,contagem
1100023,8400.0,4
1100049,5400.0,3
1100106,7200.0,3
1100114,4200.0,1
1100122,13800.0,8
1100130,5400.0,1
1100189,4500.0,2
1100205,83670.0,48
1100288,3600.0,1
1100304,2700.0,2
1100338,4200.0,1
1100452,6600.0,2
1100809,10200.0,2
1101401,1200.0,1
1101757,4200.0,1
1200138,3600.0,1
1200203,1200.0,1
1200401,6600.0,4
1200427,4200.0,2
1300300,1200.0,1
1300508,300.0,1
1301209,9000.0,2
1301704,2400.0,1
1301803,3600.0,1
1301902,4800.0,2
1302207,703.0,1
1302405,4200.0,1
1302603,138200.0,61
1400027,600.0,1
1400050,3000.0,1
1400100,78602.0,29
1400456,7200.0,3
1500107,7300.0,7
1500404,5400.0,2
1500602,34271.0,11
1500800,23263.0,10
1500859,3000.0,1
1501204,1200.0,1
1501303,4200.0,2
1501402,104801.0,51
1501501,4200.0,1
1501808,5174.0,4
1502202,10070.0,3
1502400,6170.0,4
1502806,1594.0,1
1502905,3000.0,1
1502939,1200.0,1
1503200,2400.0,1
1503903,4200.0,1
1504000,470.0,1
1504059,4200.0,1
1504208,16670.0,7
1504406,300.0,1
1504422,3249.0,2
1504505,3600.0,1
1505502,15000.0,5
1505536,2400.0,1
1505650,4200.0,1
1505700,170.0,1
1506138,12600.0,3
1506187,2400.0,1
1506302,3000.0,1
1506500,6000.0,3
1506609,1200.0,1
1506807,93751.0,34
1507409,4200.0,1
1507607,3000.0,1
1507805,2400.0,1
1507904,470.0,1
1507979,1200.0,1
1508100,600.0,1
1508357,8400.0,1
1600303,19845.0,9
1702109,23400.0,8
1702208,4200.0,1
1703008,1200.0,1
1704105,420.0,1
1705508,5422.0,3
1709807,1800.0,1
1711951,2251.0,1
1713205,6600.0,3
1713601,1035.0,1
1713809,1200.0,1
1716505,2400.0,1
1716703,429.0,1
1717206,4200.0,1
1718451,3000.0,1
1718840,1800.0,1
1720200,1200.0,1
1720903,3600.0,1
1721000,60796.0,23
1721208,4200.0,1
2100055,8400.0,2
2100436,7200.0,3
2101004,3000.0,1
2101400,1200.0,1
2101608,4200.0,1
2103000,3000.0,1
2103208,4200.0,1
2103307,4200.0,1
2103604,2130.0,1
2104800,7200.0,2
2105153,1200.0,1
2105302,22200.0,7
2105401,4200.0,1
2105427,1200.0,1
2105500,900.0,1
2107456,5400.0,1
2107506,422.0,1
2108256,211.0,1
2108603,4200.0,1
2109452,2400.0,1
2109601,1200.0,1
2109809,1200.0,1
2111201,11400.0,3
2111300,55800.0,19
2111607,8021.0,5
2111763,3600.0,1
2111953,1200.0,1
2112001,600.0,1
2112209,3000.0,1
2112704,3000.0,1
2112803,1200.0,1
2112902,1200.0,1
2200202,3000.0,1
2200400,1200.0,1
2202059,8599.0,3
2202703,300.0,1
2204659,4500.0,1
2205706,1670.0,2
2206720,900.0,1
2206753,3000.0,1
2206803,1800.0,1
2207702,2400.0,2
2208007,7200.0,2
2208403,2400.0,1
2209609,834.0,1
2210607,440.0,1
2210805,900.0,1
2211001,72899.0,33
2211100,300.0,1
2300101,600.0,1
2300150,4200.0,3
2301000,1200.0,1
2301109,2400.0,2
2301208,1200.0,1
2301703,10545.0,5
2302206,1800.0,1
2302305,1200.0,1
2302503,4200.0,1
2302602,2195.0,1
2303105,1800.0,1
2303501,9000.0,3
2303709,3000.0,2
2304103,6000.0,6
2304202,25594.0,10
2304251,1200.0,1
2304400,79166.0,32
2304707,1800.0,1
2305209,1200.0,1
2305308,91.0,1
2305605,10006.0,3
2306256,381.0,1
2306306,1200.0,1
2306405,19384.0,12
2307205,1200.0,1
2307254,4200.0,1
2307304,14678.0,4
2307502,2400.0,2
2307650,7294.0,3
2307700,2400.0,1
2307809,1125.0,1
2308005,1200.0,1
2308104,6399.0,2
2308302,6444.0,5
2309409,17146.0,4
2309607,11270.0,5
2309904,4200.0,1
2310407,53.0,1
2310506,600.0,1
2310605,1800.0,1
2310852,2199.0,1
2311306,6000.0,4
2311504,2400.0,1
2311603,3000.0,1
2311801,5424.0,3
2312304,4200.0,1
2312908,3300.0,4
2313302,4200.0,1
2313401,1200.0,1
2313609,600.0,1
2314003,7200.0,1
2314102,4800.0,2
2400208,415.0,1
2400505,258.0,1
2402006,811.0,1
2402105,4200.0,1
2402204,1200.0,1
2402600,9600.0,3
2403251,2700.0,3
2403400,1100.0,1
2403608,600.0,1
2405009,1200.0,1
2405603,1200.0,1
2406106,300.0,1
2406809,1200.0,1
2407104,2400.0,1
2407203,1200.0,1
2407807,8400.0,1
2408003,28651.0,12
2408102,29606.0,13
2408201,4800.0,2
2408300,900.0,1
2409209,2400.0,1
2409308,2400.0,1
2410207,1800.0,1
2411205,20700.0,8
2412005,8870.0,4
2412104,2202.0,1
2412302,300.0,1
2412609,347.0,1
2412807,2239.0,1
2413904,4670.0,2
2414159,1200.0,1
2414407,1800.0,2
2414605,2100.0,2
2500403,1800.0,1
2500601,4728.0,3
2501104,1731.0,1
2501807,24800.0,14
2502409,134.0,1
2502508,1800.0,1
2503209,8400.0,4
2503704,7200.0,3
2504009,17740.0,10
2504405,211.0,1
2504900,600.0,1
2506004,2400.0,1
2506103,1500.0,1
2506202,2100.0,2
2506905,3600.0,2
2507002,1540.0,2
2507101,1200.0,1
2507309,2170.0,1
2507408,2400.0,2
2507507,158400.0,69
2508000,3000.0,1
2508703,1200.0,1
2508901,3000.0,1
2509057,1200.0,1
2509107,1200.0,1
2509370,2236.0,1
2510808,4800.0,2
2511004,1200.0,1
2511202,3600.0,2
2511301,1800.0,1
2512101,7800.0,3
2512408,374.0,1
2512804,3000.0,1
2512903,5400.0,3
2513158,2400.0,1
2513703,27402.0,13
2513851,1200.0,1
2513901,422.0,1
2514008,2400.0,1
2514909,2400.0,1
2515302,7200.0,4
2515401,2438.0,2
2515906,5100.0,1
2516003,2400.0,2
2516201,6399.0,4
2600054,4990.0,3
2600104,1200.0,1
2600708,5525.0,3
2601102,1800.0,1
2601706,6600.0,2
2602001,1100.0,1
2602407,243.0,1
2602605,8400.0,1
2602803,1500.0,2
2602902,5400.0,2
2603454,5400.0,3
2604007,2720.0,1
2604106,5474.0,4
2604205,118.0,1
2604700,211.0,1
2606002,7499.0,3
2606200,4070.0,2
2606408,2400.0,1
2606804,7500.0,3
2606903,600.0,1
2607208,7200.0,2
2607307,2400.0,1
2607604,4531.0,2
2607901,33317.0,14
2608057,429.0,1
2608255,300.0,1
2608503,3305.0,2
2608750,1200.0,1
2609006,4200.0,1
2609402,15443.0,4
2609600,48822.0,23
2609907,14126.0,7
2610004,3440.0,2
