municipio_ibge,contagem,soma
1200013.0,5259.0,3619200.0
1200054.0,4766.0,3207000.0
1200104.0,11092.0,7717800.0
1200138.0,4348.0,3142200.0
1200179.0,4174.0,2923200.0
1200203.0,30297.0,21720600.0
1200252.0,6716.0,4769400.0
1200302.0,11867.0,8121000.0
1200328.0,2920.0,1960800.0
1200336.0,7243.0,4852800.0
1200344.0,4207.0,2858400.0
1200351.0,6052.0,4048800.0
1200385.0,5440.0,3798600.0
1200393.0,3478.0,2283600.0
1200401.0,112339.0,83189400.0
1200427.0,5478.0,3637800.0
1200435.0,2029.0,1422000.0
1200450.0,8500.0,6664800.0
1200500.0,16557.0,11538600.0
1200609.0,15203.0,10871400.0
1200708.0,6151.0,4361400.0
1200807.0,7210.0,5122200.0
2700102.0,6754.0,4747800.0
2700201.0,5248.0,4062000.0
2700300.0,69783.0,55538400.0
2700409.0,13720.0,11605800.0
2700508.0,6278.0,5301600.0
2700607.0,3033.0,2341200.0
2700706.0,6613.0,4800000.0
2700805.0,2063.0,1429200.0
2700904.0,2745.0,1798800.0
2701001.0,7672.0,6277200.0
2701100.0,3730.0,3197400.0
2701209.0,4050.0,2884200.0
2701308.0,5971.0,5179200.0
2701357.0,2236.0,1968000.0
2701407.0,10500.0,8836200.0
2701506.0,4127.0,2984400.0
2701605.0,7809.0,5534400.0
2701704.0,4667.0,3679200.0
2701803.0,3514.0,2614200.0
2701902.0,2360.0,1775400.0
2702009.0,3900.0,2745000.0
0.0,24.0,15000.0
2702108.0,6098.0,5430000.0
2702207.0,1910.0,1392600.0
2702306.0,15017.0,12219000.0
2702355.0,8822.0,6400200.0
2702405.0,17342.0,13137600.0
2702504.0,3781.0,2767800.0
2702553.0,6065.0,4125000.0
2702603.0,8351.0,6238200.0
2702702.0,1551.0,1206000.0
2702801.0,4056.0,3317400.0
2702900.0,12613.0,8920200.0
2703007.0,5185.0,4031400.0
2703106.0,9793.0,6883800.0
2703205.0,7783.0,5841000.0
2703304.0,6280.0,4477200.0
2703403.0,2198.0,1532400.0
2703502.0,2124.0,1701600.0
2703601.0,3229.0,2677200.0
2703700.0,2103.0,1427400.0
2703759.0,3671.0,2864400.0
2703809.0,6686.0,5704800.0
2703908.0,1508.0,1194000.0
2704005.0,7885.0,6324000.0
2704104.0,7061.0,4975800.0
2704203.0,8875.0,6319200.0
2704302.0,248784.0,207832800.0
2704401.0,7038.0,5061000.0
2704500.0,10774.0,9054000.0
2704906.0,1380.0,967200.0
1300029.0,5603.0,3949200.0
1300060.0,3636.0,2455800.0
1300086.0,4259.0,2847600.0
1300102.0,5652.0,4038000.0
1300144.0,5161.0,3500400.0
1300201.0,4032.0,3082200.0
1300300.0,16926.0,12202800.0
2704609.0,4376.0,3157800.0
2704708.0,17785.0,14416200.0
2704807.0,4585.0,3344400.0
2705002.0,7314.0,5244600.0
2705101.0,7365.0,6179400.0
2705200.0,5102.0,4093800.0
2705309.0,1949.0,1309800.0
2705408.0,3078.0,2172000.0
2705507.0,8411.0,7300200.0
2705606.0,3592.0,2949000.0
2705705.0,7254.0,5276400.0
2705804.0,3401.0,2479200.0
2705903.0,2280.0,1597800.0
2706000.0,4487.0,3074400.0
2706109.0,4956.0,3437400.0
2706208.0,1924.0,1311600.0
2706307.0,24263.0,18297600.0
2706406.0,8495.0,6062400.0
2706422.0,3784.0,2733600.0
2706448.0,4812.0,3873600.0
2706505.0,4330.0,3533400.0
