municipio_ibge,tamanho_medio_familia
2202505,2.9085872576177287
2202539,2.7243243243243245
2202554,2.5169082125603865
2202604,3.108058608058608
2202653,3.370629370629371
2202703,3.1220657276995305
2202711,2.4318181818181817
2202729,2.8199052132701423
2202737,2.8125
2202752,2.406896551724138
2202778,2.6097560975609757
2202802,2.524886877828054
2202851,2.52046783625731
2202901,2.9402597402597404
2203008,3.094170403587444
2203107,2.792022792022792
2203206,3.0142045454545454
2203230,3.0260416666666665
2203255,2.679611650485437
2203271,2.8645833333333335
2203305,2.6140845070422536
2203354,2.811224489795918
2203404,2.5135135135135136
2203420,2.7803030303030303
2203453,2.2249322493224932
2203503,2.6372093023255814
2203602,2.5065789473684212
2203701,2.8055801594331267
2203750,2.9012345679012346
2203800,2.3591160220994474
2203859,2.4361702127659575
2203909,2.808014911463187
2204006,2.3950617283950617
2204105,2.8768115942028984
2204154,3.0520833333333335
2204204,2.7964601769911503
2204303,2.6963696369636962
2204352,2.6196581196581197
2204402,3.2028985507246377
2204501,2.696969696969697
2204550,3.0878378378378377
2204600,2.573529411764706
2204659,3.2588652482269502
2204709,2.9148418491484187
2204808,2.5258064516129033
2204907,2.560260586319218
2205003,2.763578274760383
2205102,2.9249146757679183
2205151,2.3155339805825244
2205201,2.6147672552166936
2205250,2.5844155844155843
2205276,2.7985611510791366
2205300,2.5672514619883042
2205359,2.8190476190476192
2205409,3.2736572890025575
2205458,3.185185185185185
2205508,3.0736166007905137
2205516,3.037974683544304
2205524,3.0382513661202184
2205532,2.7790055248618786
2205540,2.574074074074074
2205557,3.303448275862069
2205565,2.8609271523178808
2205573,3.049019607843137
2205581,2.5808823529411766
2205599,2.5885416666666665
2205607,2.215909090909091
2205706,3.0734989648033126
2205805,2.835522558537978
2205854,3.1841004184100417
2205904,2.6486486486486487
2205953,2.762987012987013
2206001,2.195266272189349
2206050,2.751269035532995
2206100,3.018987341772152
2206209,3.121817274088867
2206308,2.5
2206357,3.1907216494845363
2206407,2.6200873362445414
2206506,2.819607843137255
2206605,3.1317365269461077
2206654,3.125
2206670,3.065
2206696,2.927536231884058
2206704,2.7546468401486988
2206720,2.372549019607843
2206753,2.8142857142857145
2206803,2.738993710691824
2206902,2.872549019607843
2206951,2.8058252427184467
2207009,2.5171578522406137
2207108,2.7027027027027026
2207207,2.4684014869888475
2207306,2.8074534161490683
2207355,2.3394495412844036
2207405,2.7670454545454546
2207504,2.7362869198312234
2207553,2.618181818181818
2207603,2.8045977011494254
2207702,3.106838416366736
2207751,2.6589147286821704
2207777,2.4893617021276597
2207793,2.5283018867924527
2207801,2.549537648612946
2207850,2.3043478260869565
2207900,2.8805394990366087
2207934,2.5757575757575757
2207959,2.4746835443037973
2208007,2.3883242732214605
2208106,2.884931506849315
2208205,2.5766369047619047
2208304,2.6405158516926384
2208403,3.0760702186633817
2208502,3.116279069767442
2208551,2.6575342465753424
2208601,2.2783505154639174
2208650,2.7601246105919004
2208700,2.8126801152737753
2208809,2.3815291445874336
2208858,3.011904761904762
2208874,2.0869565217391304
2208908,3.132183908045977
2209005,2.3524590163934427
2209104,2.843243243243243
2209153,2.5855855855855854
2209203,3.364705882352941
2209302,2.735135135135135
2209351,2.901639344262295
2209377,2.6748466257668713
2209401,2.8795811518324608
2209450,3.590909090909091
2209500,2.289156626506024
2209559,2.5380710659898478
2209609,2.5051546391752577
2209658,2.675
2209708,2.544642857142857
2209757,3.3333333333333335
2209807,3.037313432835821
2209856,2.79136690647482
2209872,3.082051282051282
2209906,2.9246231155778895
2209955,2.9925373134328357
2209971,3.0784313725490198
2210003,2.8098039215686272
2210052,2.8
2210102,2.3958333333333335
2210201,3.227027027027027
2210300,2.741573033707865
2210359,2.6467391304347827
2210375,2.493827160493827
2210383,2.737704918032787
2210391,2.7254901960784315
2210409,3.0709677419354837
2210508,2.6171548117154813
2210607,2.7310536044362292
2210623,3.5594405594405596
2210631,2.8920863309352516
2210656,2.546031746031746
2210706,3.1616915422885574
2210805,2.3537735849056602
2210904,2.672222222222222
2210938,2.780821917808219
2210953,2.466666666666667
2210979,2.372093023255814
2211001,2.7300591035095976
2211100,3.0051635111876074
2211209,2.961923847695391
2211308,2.719611021069692
2211357,2.6903553299492384
2211407,2.2905405405405403
2211506,2.395348837209302
2211605,2.525252525252525
2211704,2.8976377952755907
2300101,2.6486486486486487
2300150,3.120567375886525
2300200,3.1837026447462473
2300309,2.5794629898403483
2300408,2.6875
2300507,3.129032258064516
2300606,2.7043478260869565
2300705,2.659090909090909
2300754,3.184020618556701
2300804,2.171974522292994
2300903,2.4830917874396135
2301000,2.6989342806394316
2301109,3.0604127579737335
2301208,2.780580075662043
2301257,2.736842105263158
2301307,3.102502017756255
2301406,2.932515337423313
2301505,3.0384615384615383
2301604,2.676076217360621
2301703,2.9502719502719503
2301802,2.9315068493150687
2301851,2.8507462686567164
2301901,2.9757085020242915
2301950,2.9545454545454546
2302008,2.688259109311741
2302057,3.1502347417840375
2302107,2.4931002759889602
2302206,2.5724114207086344
2302305,3.0386178861788617
2302404,2.6347082868822
2302503,2.8771744860305746
2302602,3.1073649754500816
2302701,2.78893833439288
2302800,2.69792852264967
2302909,2.6695652173913045
2303006,2.696261682242991
2303105,2.709251101321586
2303204,2.920723226703755
2303303,2.769230769230769
2303402,3.292134831460674
2303501,2.788368794326241
2303600,2.629370629370629
2303659,2.6746031746031744
2303709,2.899713193116635
2303808,2.7374821173104436
2303907,3.0304878048780486
2303931,2.9019607843137254
2303956,2.701159678858162
2304004,2.754047802621434
2304103,2.9522900763358777
2304202,2.8477784419207013
2304236,3.0327868852459017
2304251,3.160377358490566
2304269,2.4726027397260273
2304277,2.7738095238095237
2304285,2.742424242424242
2304301,2.92
2304350,2.748129675810474
2304400,2.5651397896343124
2304459,2.56
2304509,3.0494505494505493
2304608,2.9278350515463916
2304657,2.8181818181818183
2304707,3.3632305194805197
2304806,3.0444444444444443
2304905,2.7477477477477477
2304954,2.9960722702278084
2305001,3.326441784548422
2305100,3.0533333333333332
2305209,2.868995633187773
2305233,2.9974131559497414
2305266,2.818681318681319
2305308,3.115036231884058
2305332,2.4510869565217392
2305357,2.7595907928388748
2305407,2.749413145539906
2305506,2.744660654959658
2305605,2.520661157024793
2305654,2.7196969696969697
2305704,2.672316384180791
2305803,2.7020689655172414
2305902,2.8794072560040878
2306009,2.6813725490196076
2306108,2.7759562841530054
2306207,2.7130434782608694
2306256,2.9032476319350473
2306306,3.0628571428571427
2306405,3.02708192281652
2306504,2.7333333333333334
2306553,3.428009828009828
2306603,2.964176829268293
2306702,2.411544227886057
2306801,2.781954887218045
2306900,2.991315965263861
2307007,2.6024271844660194
2307106,3.1967840735068913
2307205,2.9324324324324325
2307254,3.066666666666667
2307304,2.756543494996151
2307403,2.7932618683001533
2307502,2.69247546346783
2307601,2.691993464052288
2307635,2.7777777777777777
2307650,2.8216035060582625
2307700,2.5445748404364834
2307809,3.5242494226327943
2307908,2.9139072847682117
2308005,3.277137659187386
2308104,3.003183446080382
2308203,3.4011627906976742
2308302,2.726775956284153
2308351,2.4368421052631577
2308377,3.0397350993377485
2308401,3.0406032482598606
2308500,2.979207920792079
2308609,2.5494411006018916
2308708,2.4566284779050735
2308807,2.9745762711864407
2308906,3.203319502074689
2309003,2.93006993006993
2309102,2.6666666666666665
2309201,2.857142857142857
2309300,2.810307802433787
2309409,2.646399055489965
2309458,2.8565459610027855
2309508,2.5773121387283235
2309607,2.968072526606228
2309706,2.725371934057097
2309805,2.9784172661870505
2309904,2.686046511627907
2310001,2.952
2310100,2.4571428571428573
2310209,3.253511705685619
2310258,2.9062947067238913
2310308,3.0555918901242642
2310407,2.8523489932885906
2310506,2.601312234658433
2310605,2.6953125
2310704,2.8897772701313533
2310803,2.8177339901477834
2310852,2.530212765957447
2310902,2.6116504854368934
2310951,3.1610169491525424
2311009,2.7202797202797204
2311108,3.121387283236994
2311207,2.973684210526316
2311231,2.623529411764706
2311264,2.793046357615894
2311306,2.6767343086361493
2311355,2.7560975609756095
2311405,2.8585379464285716
2311504,2.8161888701517706
2311603,3.068672839506173
2311702,3.087962962962963
2311801,2.8608435735636
2311900,2.7419354838709675
2311959,3.262135922330097
2312007,3.1424418604651163
2312106,2.8974358974358974
2312205,2.644186046511628
2312304,3.18025974025974
2312403,3.007606263982103
2312502,2.5789473684210527
2312601,2.5238095238095237
2312700,2.6028880866425994
2312809,3.0547945205479454
2312908,3.0145468108914586
2313005,2.9692307692307693
2313104,2.6941472624292007
2313203,2.8603954463750747
2313252,2.6226415094339623
2313302,2.992370052455889
2313351,2.6398373983739836
2313401,3.163758389261745
2313500,2.721333787002382
2313559,3.111111111111111
2313609,3.033292231812577
2313708,2.890909090909091
2313757,3.4507772020725387
2313807,2.7012678288431062
2313906,2.9226190476190474
2313955,2.9581151832460733
2314003,2.8828323993886906
2314102,3.1520356234096694
2400109,2.6634920634920634
2400208,2.8717598908594817
2400307,2.5395894428152492
2400406,2.739130434782609
2400505,2.651851851851852
2400604,2.8022598870056497
2400703,3.0262008733624453
2400802,2.789297658862876
2400901,2.577319587628866
2401008,2.5221348779478694
2401107,2.915492957746479
2401206,2.727272727272727
2401305,2.2511111111111113
2401404,3.106837606837607
2401453,2.8610603290676417
2401503,2.9541284403669725
2401602,3.0923076923076924
2401651,2.6736842105263157
2401701,2.691729323308271
2401800,2.9110512129380055
2401859,3.1463414634146343
2401909,2.891891891891892
2402006,2.6372160115398486
2402105,2.563076923076923
2402204,3.0793067226890756
2402303,2.5885416666666665
2402402,3.110169491525424
2402501,2.663716814159292
2402600,3.025354213273676
2402709,3.0040816326530613
2402808,2.542056074766355
2402907,2.8741721854304636
2403004,2.6275303643724697
2403103,2.6829584775086506
2403202,2.8275862068965516
2403251,2.7533801129556736
2403301,2.8555555555555556
2403400,2.459915611814346
2403509,2.7155172413793105
2403608,2.863346104725415
2403707,2.497757847533632
2403756,2.419047619047619
2403806,2.8327272727272725
2403905,2.532110091743119
2404002,2.4906832298136647
2404101,2.8703703703703702
2404200,3.5692307692307694
2404309,2.664102564102564
2404408,2.3435374149659864
2404507,2.8512241054613936
2404606,2.4761904761904763
