municipio_ibge,tamanho_medio_familia
1100015,2.9224376731301938
1100023,2.7351979658554306
1100031,3.1818181818181817
1100049,2.778663125276671
1100056,2.5904059040590406
1100064,2.7679558011049723
1100072,2.8378378378378377
1100080,3.0
1100098,2.84367816091954
1100106,3.3745751189666895
1100114,2.777124183006536
1100122,2.638064133016627
1100130,2.9449715370018974
1100148,2.6970509383378016
1100155,2.694331983805668
1100189,2.584375
1100205,2.4822028719828904
1100254,2.5083798882681565
1100262,3.148936170212766
1100288,2.6937191249117856
1100296,2.4832214765100673
1100304,2.452011291460833
1100320,3.0664335664335662
1100338,3.248041775456919
1100346,2.464
1100379,3.161849710982659
1100403,3.028673835125448
1100452,3.059055118110236
1100502,2.9337016574585637
1100601,2.8383838383838382
1100700,3.143712574850299
1100809,2.4190268700072624
1100908,2.7142857142857144
1100924,2.980952380952381
1100940,3.01038062283737
1101005,3.0386740331491713
1101104,2.8362573099415203
1101203,3.2711864406779663
1101302,2.6325088339222615
1101401,3.1904761904761907
1101435,2.8536585365853657
1101450,2.6831683168316833
1101468,2.923076923076923
1101476,2.661764705882353
1101484,3.0588235294117645
1101492,2.8482758620689657
1101500,2.594017094017094
1101559,3.1333333333333333
1101609,3.1012658227848102
1101708,2.5525114155251143
1101757,2.94375
1101807,2.8733333333333335
1200013,2.9645669291338583
1200054,3.910344827586207
1200104,3.164685908319185
1200138,3.591194968553459
1200179,3.4224598930481283
1200203,4.095077957811067
1200252,2.9357798165137616
1200302,4.028666666666667
1200328,4.162162162162162
1200336,3.7430167597765363
1200344,3.81447963800905
1200351,4.164383561643835
1200385,3.331818181818182
1200393,4.616766467065868
1200401,3.294046822742475
1200427,3.8992537313432836
1200435,3.965217391304348
1200450,2.7673716012084593
1200500,3.7012072434607646
1200609,3.9641981363413437
1200708,3.2977099236641223
1200807,3.60062893081761
1300029,3.742574257425743
1300060,3.6728395061728394
1300086,3.459119496855346
1300102,2.7928571428571427
1300144,2.9945945945945946
1300201,4.032608695652174
1300300,3.294421487603306
1300409,3.072519083969466
1300508,3.6807738814993956
1300607,4.046134663341646
1300631,3.3679525222551927
1300680,3.7563025210084033
1300706,2.836047164514318
1300805,3.8834886817576564
1300839,3.27027027027027
1300904,3.2763819095477387
1301001,3.0453514739229024
1301100,2.9488567990373045
1301159,3.165304268846503
1301209,3.7230534351145037
1301308,3.3389830508474576
1301407,3.749191984486102
1301506,3.516981132075472
1301605,3.7457142857142856
1301654,3.957894736842105
1301704,2.9865125240847785
1301803,2.992957746478873
1301852,2.5266963292547273
1301902,3.3228593872741556
1301951,3.901734104046243
1302009,2.657142857142857
1302108,3.935483870967742
1302207,3.5625
1302306,4.545454545454546
1302405,3.1499595796281326
1302504,3.054689004429039
1302553,3.3524590163934427
1302603,2.9347218862031803
1302702,3.739219712525667
1302801,3.890829694323144
1302900,3.3930870891223313
1303007,3.673202614379085
1303106,3.5385839299920447
1303205,3.404494382022472
1303304,3.1772151898734178
1303403,3.328915171288744
1303502,3.5977859778597785
1303536,2.9098484848484847
1303569,3.54375
1303601,2.935185185185185
1303700,3.9049128367670365
1303809,4.203614457831326
1303908,4.1795437821927885
1303957,3.3575757575757574
1304005,3.08955223880597
1304062,3.6968711905729377
1304104,3.679054054054054
1304203,3.73401624867538
1304237,3.161172161172161
1304260,3.8780487804878048
1304302,3.086505190311419
1304401,3.270440251572327
1400027,2.79375
1400050,2.8075396825396823
1400100,2.6791564492398234
1400159,3.4113207547169813
1400175,2.9846678023850086
1400209,3.0384153661464586
1400233,3.085714285714286
1400282,2.620795107033639
1400308,2.7424441524310117
1400407,4.277439024390244
1400456,3.711779448621554
1400472,2.961470065204505
1400506,2.9638009049773757
1400605,2.7827868852459017
1400704,5.167224080267559
1500107,2.5186689227298364
1500131,2.5396825396825395
1500206,3.1043177892918825
1500305,3.8657127132636213
1500347,2.8034188034188032
1500404,2.684310618066561
1500503,3.5030395136778116
1500602,2.8179994986212082
1500701,3.92824427480916
1500800,2.3735249811699726
1500859,3.0806686046511627
1500909,3.828132738979693
1500958,2.9759243336199486
1501006,3.4545454545454546
1501105,4.505263157894737
1501204,3.2776315789473682
1501253,3.7058823529411766
1501303,2.8977223893425013
1501402,2.4403663003663003
1501451,3.284313725490196
1501501,2.6761061946902656
1501576,2.7263157894736842
1501600,2.8767123287671232
1501709,3.3059610705596105
1501725,2.922222222222222
1501758,2.9545454545454546
1501782,2.878425510712506
1501808,3.6790900290416264
1501907,3.3420669577874818
1501956,3.2704174228675136
1502004,3.025064822817632
1502103,3.5898445187955126
1502152,2.9671897289586306
1502202,2.953684210526316
1502301,2.923939151321057
1502400,2.8200565441543324
1502509,3.8333333333333335
1502608,3.3703703703703702
1502707,2.8308780200353567
1502756,3.286135693215339
1502764,2.6481481481481484
1502772,2.7062256809338523
1502806,4.264905660377359
1502855,3.7534246575342465
1502905,2.6894353369763206
1502939,2.5023207839092314
1502954,2.7350157728706623
1503002,2.9272727272727272
1503044,2.9405940594059405
1503077,3.261697065820777
1503093,3.095744680851064
1503101,3.977854671280277
1503200,2.7717561229807193
1503309,3.277074542897328
1503408,3.2027027027027026
1503457,3.0135309278350517
1503507,2.683250414593698
1503606,2.815407597097738
1503705,3.198207171314741
1503754,4.464285714285714
1503804,2.661390887290168
1503903,4.0637605725439165
1504000,3.705928237129485
1504059,2.6509229098805647
1504109,3.0185185185185186
1504208,2.906494886439102
1504307,3.0107079119571685
1504406,3.3327495621716285
1504422,2.5520102105934908
1504455,3.2285012285012287
1504505,4.6525423728813555
1504604,3.35912938331318
1504703,2.773211567732116
1504752,3.7027027027027026
1504802,3.3596146985372815
1504901,3.575107296137339
1504950,3.5625
1504976,3.517857142857143
1505007,2.524390243902439
1505031,2.509433962264151
1505064,3.174975074775673
1505106,3.7580803134182172
1505205,3.824609109449354
1505304,3.446766561514196
1505403,2.868217054263566
1505437,2.8018207282913163
1505486,3.1957403651115617
1505494,2.9
1505502,3.0447606727037515
1505536,3.153409090909091
1505551,2.5
1505601,2.7755102040816326
1505635,2.8333333333333335
1505650,3.294642857142857
1505700,3.4021381578947367
1505809,4.0264835703776365
1505908,3.647184604419102
1506005,3.4174287251210327
1506104,3.1607142857142856
1506112,3.0952380952380953
1506138,2.797478329393223
1506161,3.027027027027027
1506187,2.9985905567300914
1506195,2.961369622475856
1506203,3.3375558867362147
1506302,2.810437452033768
1506351,2.185185185185185
1506401,3.5660377358490565
1506500,2.87008547008547
1506559,2.993322203672788
1506583,2.904
1506609,2.9717223650385605
1506708,2.4798761609907123
1506807,3.1002928837172483
1506906,2.595744680851064
1507003,3.1179282868525897
1507102,3.4948453608247423
1507151,2.923076923076923
1507201,3.7778625954198475
1507300,3.1119037004012484
1507409,2.95
1507458,2.7823129251700682
1507466,3.090909090909091
1507474,3.1226415094339623
1507508,2.801980198019802
1507607,2.9520661157024795
1507706,3.724876441515651
1507755,3.2
1507805,2.7751937984496124
1507904,2.983410138248848
1507953,3.2354211663066956
1507961,2.792207792207792
1507979,3.2409638554216866
1508001,3.2295145631067963
1508035,3.4027252081756245
1508050,3.2439024390243905
1508084,2.9720767888307154
1508100,2.7807692307692307
1508126,2.8537511870845202
1508159,3.13218070273285
1508209,2.7635245901639345
1508308,3.9042875703767863
1508357,3.391304347826087
1508407,2.966987620357634
1600055,2.701863354037267
1600105,2.541935483870968
1600154,3.0776119402985076
1600204,3.43921568627451
1600212,4.297101449275362
1600238,3.540983606557377
1600253,2.8657243816254416
1600279,2.833041958041958
1600303,3.0042273790250045
1600402,3.618848167539267
1600501,3.299363057324841
1600535,3.388998035363458
1600550,3.189189189189189
1600600,2.7299027744842306
1600709,3.6021220159151195
1600808,3.3073394495412844
1700251,2.589041095890411
1700301,3.21875
1700350,2.6132075471698113
1700400,2.81651376146789
1700707,2.3218884120171674
1701002,2.783625730994152
1701051,3.0
1701101,3.256198347107438
1701309,3.0789473684210527
1701903,2.7325581395348837
1702000,2.619047619047619
1702109,2.7921719109746737
1702158,2.747191011235955
1702208,3.1068986948415165
1702307,3.0251572327044025
1702406,2.8392370572207084
1702554,2.921875
1702703,2.360544217687075
1702901,2.93573264781491
1703008,2.9661654135338344
1703057,2.858695652173913
1703073,3.317073170731707
1703107,2.509433962264151
1703206,2.7560975609756095
1703305,3.168067226890756
1703602,2.8076923076923075
1703701,2.5773809523809526
1703800,2.995708154506438
1703826,3.0632911392405062
1703842,3.6226415094339623
1703867,3.0297029702970297
1703883,2.7777777777777777
1703891,3.299145299145299
1703909,2.2122641509433962
1704105,3.1690140845070425
1704600,2.816326530612245
1705102,3.031496062992126
1705508,2.74230330672748
1705557,2.763157894736842
1705607,2.7761194029850746
1706001,2.7604166666666665
1706100,2.7244094488188977
1706258,2.909090909090909
1706506,3.1483870967741936
1707009,2.975225225225225
1707108,2.797979797979798
1707207,2.5316901408450705
1707306,2.7785714285714285
1707405,3.457044673539519
1707553,2.7844827586206895
1707652,2.662721893491124
1707702,3.0891472868217056
1708205,3.184757505773672
1708254,2.24
1708304,2.770642201834862
1709005,3.3211009174311927
1709302,2.8353174603174605
1709500,2.7892039631021524
1709807,3.161290322580645
1710508,3.1690140845070425
1710706,3.03125
1710904,2.4096385542168677
1711100,2.8461538461538463
1711506,2.5107913669064748
1711803,3.0309278350515463
1711902,3.527659574468085
1711951,3.2781954887218046
1712009,2.9
1712157,3.0555555555555554
1712405,3.6436781609195403
1712454,3.247422680412371
1712504,2.5616438356164384
1712702,3.8372093023255816
1712801,2.7786259541984735
1713205,2.813380281690141
1713304,2.7960199004975124
1713601,2.803921568627451
1713700,2.715909090909091
1713809,2.810945273631841
1713957,2.8529411764705883
1714203,2.9622641509433962
1714302,3.1328125
1714880,2.9967532467532467
1715002,2.523076923076923
1715101,3.625
1715150,2.8125
1715259,3.108433734939759
1715507,2.574468085106383
1715705,2.973684210526316
1715754,2.6007462686567164
1716109,2.908083441981747
1716208,2.888283378746594
1716307,2.827272727272727
1716505,2.9595141700404857
1716604,2.670926517571885
1716653,2.8402061855670104
1716703,2.764705882352941
1717008,2.8609271523178808
1717206,2.5961538461538463
1717503,3.0416666666666665
1717800,2.5306122448979593
1717909,3.386138613861386
1718006,2.647727272727273
1718204,2.852586817859674
1718303,3.4759358288770055
1718402,2.75
1718451,2.411111111111111
1718501,3.727272727272727
1718550,3.111111111111111
1718659,3.289473684210526
1718709,2.973684210526316
1718758,2.9685534591194966
1718808,3.306122448979592
1718840,2.803738317757009
1718865,2.840909090909091
1718881,3.138888888888889
1718899,3.3508771929824563
1718907,2.6802721088435373
1719004,3.459016393442623
1720002,2.904109589041096
1720101,3.6218487394957983
1720150,3.282608695652174
1720200,3.163323782234957
1720259,2.6534653465346536
1720309,2.976878612716763
1720499,2.57396449704142
1720655,2.5287958115183247
1720804,3.07719298245614
1720853,2.8
1720903,2.4754901960784315
1720937,2.819672131147541
1720978,2.742857142857143
1721000,2.4896255940651444
1721109,3.8683127572016462
1721208,2.96390977443609
1721257,2.4489795918367347
1721307,2.7757009345794392
1722081,2.393188854489164
1722107,2.6889460154241647
2100055,2.9505974264705883
2100105,3.378640776699029
2100154,3.0721649484536084
2100204,2.287581699346405
2100303,3.2567567567567566
2100402,2.3879310344827585
2100436,2.727524204702628
2100477,3.2787105439892543
2100501,3.9444444444444446
2100550,3.3773584905660377
2100600,3.674494455316373
2100709,2.8714372346876895
2100808,3.5736434108527133
2100832,3.0083892617449663
2100873,2.8117647058823527
2100907,3.1253918495297808
2100956,3.253623188405797
2101004,2.977922077922078
2101103,3.2732558139534884
2101202,2.776354105998835
2101251,2.8020833333333335
2101301,2.8796992481203008
2101350,2.9
2101400,2.8471370143149284
2101509,2.3890784982935154
2101608,3.0348119034250423
2101707,3.2420659614187928
2101731,3.624
2101772,2.8205128205128207
2101806,2.8588235294117648
2101905,2.9403973509933774
2101939,2.96875
2101970,3.7037037037037037
2102002,3.285374554102259
2102036,3.034547738693467
2102077,2.6854460093896715
2102101,3.253260869565217
2102150,3.169230769230769
2102200,3.4715994020926755
2102309,3.0672340425531917
2102325,3.203740549144449
2102358,3.1604938271604937
2102374,3.5231788079470197
2102408,3.3292682926829267
2102507,3.1456953642384105
2102556,3.220779220779221
2102606,3.0657785179017485
2102705,2.7252747252747254
2102754,2.5980392156862746
2102804,2.886530612244898
2102903,2.8323510150622133
2103000,2.7262519359834796
2103109,2.550561797752809
2103125,2.603896103896104
2103158,2.690909090909091
2103174,3.289855072463768
2103208,3.1056949806949805
2103257,2.9952830188679247
2103307,2.958808385435822
2103406,3.0798038341506913
2103505,2.8622305529522025
2103554,3.3357933579335795
2103604,3.0693224592220827
2103703,2.210950764006791
2103752,2.7254901960784315
2103802,2.6468619246861924
2103901,3.5251798561151078
2104008,3.182795698924731
2104057,2.7189981673793526
2104073,3.432
2104081,3.915492957746479
2104099,3.384920634920635
2104107,3.1320754716981134
2104206,3.26
2104305,2.923611111111111
2104404,2.7632508833922262
2104503,3.0915032679738563
2104552,2.7555555555555555
2104602,3.102803738317757
2104628,3.2795698924731185
2104651,2.925925925925926
2104677,3.3801079414032382
2104701,2.5833333333333335
2104800,3.011281457911484
2104909,2.5426008968609866
2105005,4.074738415545591
2105104,3.418032786885246
2105153,2.902222222222222
2105203,2.8118279569892475
2105302,2.525359424920128
2105351,3.414746543778802
2105401,2.92812303829253
2105427,2.471062271062271
2105450,2.971223021582734
2105476,3.5211267605633805
2105500,3.0736497545008183
2105609,3.0673575129533677
2105658,3.5473684210526315
2105708,2.779791747011184
2105807,2.7401960784313726
2105906,3.0040485829959516
2105922,2.986111111111111
2105948,2.7714285714285714
2105963,3.3333333333333335
2105989,2.9827586206896552
2106003,2.905759162303665
2106102,2.923076923076923
2106201,2.925925925925926
2106300,3.2688172043010755
2106326,3.283464566929134
2106359,3.52
2106375,3.4609929078014185
2106409,3.703846153846154
2106508,2.878992628992629
2106607,2.922628510863805
2106631,3.0308641975308643
2106672,3.3692307692307693
2106706,3.4452296819787986
2106755,2.735735735735736
2106805,2.5365853658536586
2106904,3.175937122128174
2107001,2.3617021276595747
2107100,3.1646341463414633
2107209,3.365079365079365
2107258,3.310810810810811
2107308,2.704225352112676
2107357,3.0805860805860807
2107407,2.6919866444073457
2107456,2.7569444444444446
2107506,2.563950734249171
2107605,2.714395688991532
2107704,2.6091109478324763
2107803,3.3142677561282214
2107902,3.213523131672598
2108009,2.7564102564102564
2108058,3.769230769230769
2108108,2.9815384615384617
2108207,2.8532991672005124
2108256,3.149051490514905
2108306,2.8831018518518516
2108405,2.596774193548387
2108454,2.741731175228712
2108504,3.510538641686183
2108603,2.7126436781609193
2108702,2.813718897108272
2108801,3.0357142857142856
2108900,3.049618320610687
2109007,3.1318327974276525
2109056,2.732283464566929
2109106,3.0704057279236276
2109205,3.5027322404371586
2109239,3.1785714285714284
2109270,3.1336244541484715
2109304,3.4210526315789473
2109403,3.0533333333333332
2109452,3.0110544217687076
2109502,3.04
2109551,3.3902439024390243
2109601,3.040922190201729
2109700,3.2409638554216866
2109759,3.21505376344086
2109809,2.2252559726962455
2109908,2.9099223946784925
2110005,3.0301148711580255
2110039,3.0832625318606626
2110104,3.646471846044191
2110203,3.1135928525845564
2110237,3.5196850393700787
2110278,3.563953488372093
2110302,2.8745247148288975
2110401,3.5019607843137255
2110500,2.545111006140765
2110609,3.1501000667111407
2110658,3.0923076923076924
2110708,3.278005865102639
2110807,2.6785714285714284
2110856,3.2123893805309733
2110906,2.5783783783783782
2111003,2.5400927766732937
2111029,3.618811881188119
2111052,3.2035928143712575
2111078,2.9965635738831615
2111102,2.867078825347759
2111201,2.622973482468267
2111250,3.0083333333333333
2111300,2.461010010374898
2111409,3.0448275862068965
2111508,2.814197236779419
2111532,3.0548780487804876
2111573,3.078125
2111607,2.9870689655172415
2111631,3.6724137931034484
2111672,3.33
2111706,2.5273243435060326
2111722,2.945945945945946
2111748,3.0242424242424244
2111763,2.926605504587156
2111789,2.3878205128205128
2111805,3.5234375
2111904,3.037837837837838
2111953,3.15625
2112001,3.0168067226890756
2112100,3.0841584158415842
2112209,2.621675155631013
2112233,2.688311688311688
2112274,3.3063063063063063
2112308,3.085897435897436
2112407,3.2506724045185584
2112456,2.596409574468085
2112506,2.9986983403839895
2112605,3.2641729982466394
2112704,3.293269230769231
2112803,2.867283950617284
2112852,3.6020408163265305
2112902,3.1704199634814363
2113009,2.843526170798898
2114007,2.9607763849575415
2200053,2.6376146788990824
2200103,2.704663212435233
2200202,3.0605326876513317
2200251,2.317269076305221
2200277,2.439189189189189
2200301,2.6409638554216865
2200400,3.0295411690760528
2200459,3.1132075471698113
2200509,2.831261101243339
2200608,2.1511254019292605
2200707,2.4816053511705687
2200806,3.041095890410959
2200905,2.449275362318841
2200954,2.6623376623376624
2201002,2.5644171779141103
2201051,3.262443438914027
2201101,2.763358778625954
2201150,3.015923566878981
2201176,2.5481927710843375
2201200,2.8523401450230716
2201309,2.846774193548387
2201408,2.134920634920635
2201507,2.9386539606908872
2201556,2.993150684931507
2201572,2.328125
2201606,2.9451476793248945
2201705,2.644578313253012
2201739,2.893162393162393
2201770,2.809090909090909
2201804,2.446969696969697
2201903,2.7478772044415414
2201919,3.061797752808989
2201929,2.7268518518518516
2201945,2.825892857142857
2201960,2.780821917808219
2201988,2.880794701986755
2202000,2.9323308270676693
2202026,2.8152610441767068
2202059,2.819672131147541
2202075,2.75
2202083,3.1715686274509802
2202091,2.8757062146892656
2202109,2.6305418719211824
2202117,2.4539877300613497
2202133,2.813397129186603
2202174,2.909448818897638
2202208,2.635044642857143
2202251,2.687074829931973
2202307,2.4946949602122017
2202406,2.939655172413793
2202455,2.4676616915422884
