"Munic�pio";"Popula��o_residente"
"311730 CONCEICAO DAS ALAGOAS";27893
"311740 CONCEICAO DE IPANEMA";4574
"311750 CONCEICAO DO MATO DENTRO";17571
"311760 CONCEICAO DO PARA";5507
"311770 CONCEICAO DO RIO VERDE";13638
"311780 CONCEICAO DOS OUROS";11638
"311783 CONEGO MARINHO";7642
"311787 CONFINS";6730
"311790 CONGONHAL";11950
"311800 CONGONHAS";54762
"311810 CONGONHAS DO NORTE";5045
"311820 CONQUISTA";6939
"311830 CONSELHEIRO LAFAIETE";128589
"311840 CONSELHEIRO PENA";22921
"311850 CONSOLACAO";1783
"311860 CONTAGEM";663855
"311870 COQUEIRAL";9159
"311880 CORACAO DE JESUS";26602
"311890 CORDISBURGO";8890
"311900 CORDISLANDIA";3538
"311910 CORINTO";23731
"311920 COROACI";9991
"311930 COROMANDEL";27974
"311940 CORONEL FABRICIANO";109855
"311950 CORONEL MURTA";9222
"311960 CORONEL PACHECO";3086
"311970 CORONEL XAVIER CHAVES";3434
"311980 CORREGO DANTA";3215
"311990 CORREGO DO BOM JESUS";3704
"311995 CORREGO FUNDO";6337
"312000 CORREGO NOVO";2771
"312010 COUTO DE MAGALHAES DE MINAS";4410
"312015 CRISOLITA";6704
"312020 CRISTAIS";12798
"312030 CRISTALIA";5971
"312040 CRISTIANO OTONI";5150
"312050 CRISTINA";10242
"312060 CRUCILANDIA";5034
"312070 CRUZEIRO DA FORTALEZA";3626
"312080 CRUZILIA";15417
"312083 CUPARAQUE";4982
"312087 CURRAL DE DENTRO";7729
"312090 CURVELO";80129
"312100 DATAS";5410
"312110 DELFIM MOREIRA";8025
"312120 DELFINOPOLIS";7114
"312125 DELTA";10533
"312130 DESCOBERTO";5013
"312140 DESTERRO DE ENTRE RIOS";7243
"312150 DESTERRO DO MELO";2901
"312160 DIAMANTINA";47723
"312170 DIOGO DE VASCONCELOS";3802
"312180 DIONISIO";7729
"312190 DIVINESIA";3417
"312200 DIVINO";19931
"312210 DIVINO DAS LARANJEIRAS";4979
"312220 DIVINOLANDIA DE MINAS";7571
"312230 DIVINOPOLIS";238230
"312235 DIVISA ALEGRE";6786
"312240 DIVISA NOVA";6011
"312245 DIVISOPOLIS";11019
"312247 DOM BOSCO";3677
"312250 DOM CAVATI";5072
"312260 DOM JOAQUIM";4466
"312270 DOM SILVERIO";5237
"312280 DOM VICOSO";3001
"312290 DONA EUSEBIA";6572
"312300 DORES DE CAMPOS";10153
"312310 DORES DE GUANHAES";5169
"312320 DORES DO INDAIA";13483
"312330 DORES DO TURVO";4259
"312340 DORESOPOLIS";1527
"312350 DOURADOQUARA";1908
"312352 DURANDE";7841
"312360 ELOI MENDES";28076
"312370 ENGENHEIRO CALDAS";11134
"312380 ENGENHEIRO NAVARRO";7242
"312385 ENTRE FOLHAS";5370
"312390 ENTRE RIOS DE MINAS";15298
"312400 ERVALIA";18895
"312410 ESMERALDAS";70552
"312420 ESPERA FELIZ";24951
"312430 ESPINOSA";31617
"312440 ESPIRITO SANTO DO DOURADO";4692
"312450 ESTIVA";11354
"312460 ESTRELA DALVA";2343
"312470 ESTRELA DO INDAIA";3500
"312480 ESTRELA DO SUL";7978
"312490 EUGENOPOLIS";11275
"312500 EWBANK DA CAMARA";3913
"312510 EXTREMA";36225
"312520 FAMA";2377
"312530 FARIA LEMOS";3241
"312540 FELICIO DOS SANTOS";4753
"312550 SAO GONCALO DO RIO PRETO";3167
"312560 FELISBURGO";7457
"312570 FELIXLANDIA";15336
"312580 FERNANDES TOURINHO";3431
"312590 FERROS";9820
"312595 FERVEDOURO";11006
"312600 FLORESTAL";7461
"312610 FORMIGA";67683
"312620 FORMOSO";9562
"312630 FORTALEZA DE MINAS";4412
"312640 FORTUNA DE MINAS";2947
"312650 FRANCISCO BADARO";10332
"312660 FRANCISCO DUMONT";5215
"312670 FRANCISCO SA";26277
"312675 FRANCISCOPOLIS";5391
"312680 FREI GASPAR";5880
"312690 FREI INOCENCIO";9611
"312695 FREI LAGONEGRO";3478
"312700 FRONTEIRA";18103
"312705 FRONTEIRA DOS VALES";4581
"312707 FRUTA DE LEITE";5369
"312710 FRUTAL";59496
"312720 FUNILANDIA";4349
"312730 GALILEIA";6817
"312733 GAMELEIRAS";5109
"312735 GLAUCILANDIA";3150
"312737 GOIABEIRA";3353
"312738 GOIANA";3966
"312740 GONCALVES";4350
"312750 GONZAGA";6158
"312760 GOUVEIA";11825
"312770 GOVERNADOR VALADARES";279885
"312780 GRAO MOGOL";15836
"312790 GRUPIARA";1388
"312800 GUANHAES";34319
"312810 GUAPE";14245
"312820 GUARACIABA";10324
"312825 GUARACIAMA";4972
"312830 GUARANESIA";19021
"312840 GUARANI";8911
"312850 GUARARA";3796
"312860 GUARDA-MOR";6580
"312870 GUAXUPE";51917
"312880 GUIDOVAL";7078
"312890 GUIMARANIA";8039
"312900 GUIRICEMA";8392
"312910 GURINHATA";5639
"312920 HELIODORA";6558
"312930 IAPU";11004
"312940 IBERTIOGA";5021
"312950 IBIA";25199
"312960 IBIAI";8395
"312965 IBIRACATU";5400
"312970 IBIRACI";13839
"312980 IBIRITE";180204
"312990 IBITIURA DE MINAS";3488
"313000 IBITURUNA";2989
"313005 ICARAI DE MINAS";11990
"313010 IGARAPE";43045
"313020 IGARATINGA";10860
"313030 IGUATAMA";7947
"313040 IJACI";6550
"313050 ILICINEA";12375
"313055 IMBE DE MINAS";6903
"313060 INCONFIDENTES";7328
"313065 INDAIABIRA";7351
"313070 INDIANOPOLIS";6891
"313080 INGAI";2767
"313090 INHAPIM";24140
"313100 INHAUMA";6271
"313110 INIMUTABA";7515
"313115 IPABA";18607
"313120 IPANEMA";19861
"313130 IPATINGA";263410
"313140 IPIACU";4221
"313150 IPUIUNA";10079
"313160 IRAI DE MINAS";6987
"313170 ITABIRA";120060
"313180 ITABIRINHA";11512
"313190 ITABIRITO";51875
"313200 ITACAMBIRA";5385
"313210 ITACARAMBI";18153
"313220 ITAGUARA";13358
"313230 ITAIPE";12760
"313240 ITAJUBA";96869
"313250 ITAMARANDIBA";34735
"313260 ITAMARATI DE MINAS";4355
"313270 ITAMBACURI";23211
"313280 ITAMBE DO MATO DENTRO";2081
"313290 ITAMOGI";10192
"313300 ITAMONTE";15579
"313310 ITANHANDU";15331
"313320 ITANHOMI";12228
"313330 ITAOBIM";21062
"313340 ITAPAGIPE";15243
"313350 ITAPECERICA";21762
"313360 ITAPEVA";9783
"313370 ITATIAIUCU";11146
"313375 ITAU DE MINAS";16108
"313380 ITAUNA";93214
"313390 ITAVERAVA";5419
"313400 ITINGA";14990
"313410 ITUETA";6051
"313420 ITUIUTABA";104671
"313430 ITUMIRIM";6023
"313440 ITURAMA";39263
"313450 ITUTINGA";3788
"313460 JABOTICATUBAS";20143
"313470 JACINTO";12326
"313480 JACUI";7686
"313490 JACUTINGA";25979
"313500 JAGUARACU";3133
"313505 JAIBA";38909
"313507 JAMPRUCA";5404
"313510 JANAUBA";71648
"313520 JANUARIA";67742
"313530 JAPARAIBA";4350
"313535 JAPONVAR";7969
"313540 JECEABA";4912
"313545 JENIPAPO DE MINAS";7692
"313550 JEQUERI";12386
"313560 JEQUITAI";7531
"313570 JEQUITIBA";5211
"313580 JEQUITINHONHA";25391
"313590 JESUANIA";4787
"313600 JOAIMA";15432
"313610 JOANESIA";4573
"313620 JOAO MONLEVADE";79910
"313630 JOAO PINHEIRO";47452
"313640 JOAQUIM FELICIO";4695
"313650 JORDANIA";10812
"313652 JOSE GONCALVES DE MINAS";4501
"313655 JOSE RAYDAN";4995
"313657 JOSENOPOLIS";4867
"313660 NOVA UNIAO";5725
"313665 JUATUBA";26946
"313670 JUIZ DE FORA";568873
"313680 JURAMENTO";4331
"313690 JURUAIA";10563
"313695 JUVENILIA";5724
"313700 LADAINHA";18111
"313710 LAGAMAR";7613
"313720 LAGOA DA PRATA";52165
"313730 LAGOA DOS PATOS";4102
"313740 LAGOA DOURADA";13009
"313750 LAGOA FORMOSA";18052
"313753 LAGOA GRANDE";9532
"313760 LAGOA SANTA";64527
"313770 LAJINHA";19923
"313780 LAMBARI";20814
"313790 LAMIM";3391
"313800 LARANJAL";6810
"313810 LASSANCE";6512
"313820 LAVRAS";103773
"313830 LEANDRO FERREIRA";3229
"313835 LEME DO PRADO";4918
"313840 LEOPOLDINA";52587
"313850 LIBERDADE";5069
"313860 LIMA DUARTE";16698
"313862 LIMEIRA DO OESTE";7536
"313865 LONTRA";9661
"313867 LUISBURGO";6266
"313868 LUISLANDIA";6699
"313870 LUMINARIAS";5446
"313880 LUZ";18215
"313890 MACHACALIS";7111
"313900 MACHADO";42133
"313910 MADRE DE DEUS DE MINAS";5098
"313920 MALACACHETA";18650
"313925 MAMONAS";6543
"313930 MANGA";18407
"313940 MANHUACU";90229
"313950 MANHUMIRIM";22707
"313960 MANTENA";27644
"313970 MARAVILHAS";7976
"313980 MAR DE ESPANHA";12814
"313990 MARIA DA FE";14095
"314000 MARIANA";60724
"314010 MARILAC";4115
"314015 MARIO CAMPOS";15416
"314020 MARIPA DE MINAS";2973
"314030 MARLIERIA";4039
"314040 MARMELOPOLIS";2755
"314050 MARTINHO CAMPOS";13388
"314053 MARTINS SOARES";8417
"314055 MATA VERDE";8586
"314060 MATERLANDIA";4459
"314070 MATEUS LEME";31086
"314080 MATIAS BARBOSA";14468
"314085 MATIAS CARDOSO";11157
"314090 MATIPO";18908
"314100 MATO VERDE";12459
"314110 MATOZINHOS";37820
"314120 MATUTINA";3749
"314130 MEDEIROS";3802
"314140 MEDINA";20820
"314150 MENDES PIMENTEL";6446
"314160 MERCES";10739
"314170 MESQUITA";5605
"314180 MINAS NOVAS";31484
"314190 MINDURI";3894
"314200 MIRABELA";13589
"314210 MIRADOURO";10754
"314220 MIRAI";15014
"314225 MIRAVANIA";4888
"314230 MOEDA";4919
"314240 MOEMA";7517
"314250 MONJOLOS";2220
"314260 MONSENHOR PAULO";8688
"314270 MONTALVANIA";14877
"314280 MONTE ALEGRE DE MINAS";21120
"314290 MONTE AZUL";20854
"314300 MONTE BELO";13166
"314310 MONTE CARMELO";47809
"314315 MONTE FORMOSO";4906
"314320 MONTE SANTO DE MINAS";21524
"314330 MONTES CLAROS";409341
"314340 MONTE SIAO";23803
"314345 MONTEZUMA";8249
"314350 MORADA NOVA DE MINAS";8863
"314360 MORRO DA GARCA";2462
"314370 MORRO DO PILAR";3182
"314380 MUNHOZ";6029
"314390 MURIAE";108763
"314400 MUTUM";26979
"314410 MUZAMBINHO";20569
"314420 NACIP RAYDAN";3220
"314430 NANUQUE";40750
"314435 NAQUE";6996
"314437 NATALANDIA";3311
"314440 NATERCIA";4730
"314450 NAZARENO";8608
"314460 NEPOMUCENO";26769
"314465 NINHEIRA";10295
"314467 NOVA BELEM";3190
"314470 NOVA ERA";17578
"314480 NOVA LIMA";94889
"314490 NOVA MODICA";3600
"314500 NOVA PONTE";15545
"314505 NOVA PORTEIRINHA";7500
"314510 NOVA RESENDE";16723
"314520 NOVA SERRANA";102693
"314530 NOVO CRUZEIRO";31331
"314535 NOVO ORIENTE DE MINAS";10755
"314537 NOVORIZONTE";5299
"314540 OLARIA";1747
"314545 OLHOS-D'AGUA";6096
"314550 OLIMPIO NORONHA";2787
"314560 OLIVEIRA";41687
"314570 OLIVEIRA FORTES";2133
"314580 ONCA DE PITANGUI";3148
"314585 ORATORIOS";4655
"314587 ORIZANIA";8018
"314590 OURO BRANCO";39500
"314600 OURO FINO";33639
"314610 OURO PRETO";74281
"314620 OURO VERDE DE MINAS";5934
"314625 PADRE CARVALHO";6378
"314630 PADRE PARAISO";20154
"314640 PAINEIRAS";4486
"314650 PAINS";8283
"314655 PAI PEDRO";6089
"314660 PAIVA";1529
"314670 PALMA";6616
"314675 PALMOPOLIS";5507
"314690 PAPAGAIOS";15674
"314700 PARACATU";93158
"314710 PARA DE MINAS";93969
"314720 PARAGUACU";21513
"314730 PARAISOPOLIS";21083
"314740 PARAOPEBA";24540
"314750 PASSABEM";1649
"314760 PASSA QUATRO";16344
"314770 PASSA TEMPO";8084
"314780 PASSA-VINTE";2039
"314790 PASSOS";114679
"314795 PATIS";5972
"314800 PATOS DE MINAS";152488
"314810 PATROCINIO";90757
"314820 PATROCINIO DO MURIAE";5684
"314830 PAULA CANDIDO";9571
"314840 PAULISTAS";4830
"314850 PAVAO";8450
"314860 PECANHA";17541
"314870 PEDRA AZUL";24324
"314875 PEDRA BONITA";7097
"314880 PEDRA DO ANTA";3052
"314890 PEDRA DO INDAIA";3972
"314900 PEDRA DOURADA";2504
"314910 PEDRALVA";11195
"314915 PEDRAS DE MARIA DA CRUZ";12107
"314920 PEDRINOPOLIS";3635
"314930 PEDRO LEOPOLDO";64258
"314940 PEDRO TEIXEIRA";1807
"314950 PEQUERI";3320
"314960 PEQUI";4406
"314970 PERDIGAO";11506
"314980 PERDIZES";16168
"314990 PERDOES";21390
"314995 PERIQUITO";6810
"315000 PESCADOR";4252
"315010 PIAU";2748
"315015 PIEDADE DE CARATINGA";8566
"315020 PIEDADE DE PONTE NOVA";4140
"315030 PIEDADE DO RIO GRANDE";4497
"315040 PIEDADE DOS GERAIS";4982
"315050 PIMENTA";8660
"315053 PINGO-D'AGUA";4941
"315057 PINTOPOLIS";7507
"315060 PIRACEMA";6409
"315070 PIRAJUBA";6199
"315080 PIRANGA";17626
"315090 PIRANGUCU";5472
"315100 PIRANGUINHO";8596
"315110 PIRAPETINGA";10752
"315120 PIRAPORA";56428
"315130 PIRAUBA";10787
"315140 PITANGUI";27989
"315150 PIUMHI";34691
"315160 PLANURA";12133
"315170 POCO FUNDO";16791
"315180 POCOS DE CALDAS";167397
"315190 POCRANE";8432
"315200 POMPEU";31812
"315210 PONTE NOVA";59742
"315213 PONTO CHIQUE";4261
"315217 PONTO DOS VOLANTES";12121
"315220 PORTEIRINHA";37906
"315230 PORTO FIRME";11279
"315240 POTE";16555
"315250 POUSO ALEGRE";150737
"315260 POUSO ALTO";5940
"315270 PRADOS";9031
"315280 PRATA";27856
"315290 PRATAPOLIS";8603
"315300 PRATINHA";3603
"315310 PRESIDENTE BERNARDES";5369
"315320 PRESIDENTE JUSCELINO";3641
"315330 PRESIDENTE KUBITSCHEK";3002
"315340 PRESIDENTE OLEGARIO";19573
"315350 ALTO JEQUITIBA";8317
"315360 PRUDENTE DE MORAIS";10733
"315370 QUARTEL GERAL";3563
"315380 QUELUZITO";1939
"315390 RAPOSOS";16354
"315400 RAUL SOARES";23762
"315410 RECREIO";10517
"315415 REDUTO";7154
"315420 RESENDE COSTA";11500
"315430 RESPLENDOR";17397
"315440 RESSAQUINHA";4808
"315445 RIACHINHO";8136
"315450 RIACHO DOS MACHADOS";9481
"315460 RIBEIRAO DAS NEVES";334858
"315470 RIBEIRAO VERMELHO";4033
"315480 RIO ACIMA";10312
"315490 RIO CASCA";13564
"315500 RIO DOCE";2610
"315510 RIO DO PRADO";5150
"315520 RIO ESPERA";5474
"315530 RIO MANSO";5832
"315540 RIO NOVO";8949
"315550 RIO PARANAIBA";12313
"315560 RIO PARDO DE MINAS";30914
"315570 RIO PIRACICABA";14339
"315580 RIO POMBA";17910
"315590 RIO PRETO";5476
"315600 RIO VERMELHO";12846
"315610 RITAPOLIS";4604
"315620 ROCHEDO DE MINAS";2305
"315630 RODEIRO";8109
"315640 ROMARIA";3533
"315645 ROSARIO DA LIMEIRA";4594
"315650 RUBELITA";5995
"315660 RUBIM";10241
"315670 SABARA";136344
"315680 SABINOPOLIS";15470
"315690 SACRAMENTO";26185
"315700 SALINAS";41527
"315710 SALTO DA DIVISA";7009
"315720 SANTA BARBARA";31324
"315725 SANTA BARBARA DO LESTE";8147
"315727 SANTA BARBARA DO MONTE VERDE";3150
"315730 SANTA BARBARA DO TUGURIO";4430
"315733 SANTA CRUZ DE MINAS";8604
"315737 SANTA CRUZ DE SALINAS";4142
"315740 SANTA CRUZ DO ESCALVADO";4758
"315750 SANTA EFIGENIA DE MINAS";4409
"315760 SANTA FE DE MINAS";3846
"315765 SANTA HELENA DE MINAS";6366
"315770 SANTA JULIANA";14003
"315780 SANTA LUZIA";219134
"315790 SANTA MARGARIDA";16208
"315800 SANTA MARIA DE ITABIRA";10847
"315810 SANTA MARIA DO SALTO";5232
"315820 SANTA MARIA DO SUACUI";14615
"315830 SANTANA DA VARGEM";7100
"315840 SANTANA DE CATAGUASES";3872
"315850 SANTANA DE PIRAPAMA";7642
"315860 SANTANA DO DESERTO";3976
"315870 SANTANA DO GARAMBEU";2458
"315880 SANTANA DO JACARE";4821
"315890 SANTANA DO MANHUACU";8674
"315895 SANTANA DO PARAISO";34663
"315900 SANTANA DO RIACHO";4295
"315910 SANTANA DOS MONTES";3777
"315920 SANTA RITA DE CALDAS";8949
"315930 SANTA RITA DE JACUTINGA";4884
"315935 SANTA RITA DE MINAS";7212
"315940 SANTA RITA DE IBITIPOCA";3425
"315950 SANTA RITA DO ITUETO";5489
"315960 SANTA RITA DO SAPUCAI";43260
"315970 SANTA ROSA DA SERRA";3350
"315980 SANTA VITORIA";19742
"315990 SANTO ANTONIO DO AMPARO";18525
"316000 SANTO ANTONIO DO AVENTUREIRO";3602
"316010 SANTO ANTONIO DO GRAMA";3911
"316020 SANTO ANTONIO DO ITAMBE";3838
"316030 SANTO ANTONIO DO JACINTO";11640
"316040 SANTO ANTONIO DO MONTE";28243
"316045 SANTO ANTONIO DO RETIRO";7277
"316050 SANTO ANTONIO DO RIO ABAIXO";1765
"316060 SANTO HIPOLITO";3087
"316070 SANTOS DUMONT";46487
"316080 SAO BENTO ABADE";5286
"316090 SAO BRAS DO SUACUI";3738
"316095 SAO DOMINGOS DAS DORES";5644
"316100 SAO DOMINGOS DO PRATA";17359
"316105 SAO FELIX DE MINAS";3369
"316110 SAO FRANCISCO";56323
"316120 SAO FRANCISCO DE PAULA";6527
"316130 SAO FRANCISCO DE SALES";6238
"316140 SAO FRANCISCO DO GLORIA";4844
"316150 SAO GERALDO";12366
"316160 SAO GERALDO DA PIEDADE";3962
"316165 SAO GERALDO DO BAIXIO";4012
"316170 SAO GONCALO DO ABAETE";8389
"316180 SAO GONCALO DO PARA";12411
"316190 SAO GONCALO DO RIO ABAIXO";10920
"316200 SAO GONCALO DO SAPUCAI";25449
"316210 SAO GOTARDO";35469
"316220 SAO JOAO BATISTA DO GLORIA";7453
"316225 SAO JOAO DA LAGOA";4915
"316230 SAO JOAO DA MATA";2749
"316240 SAO JOAO DA PONTE";25165
"316245 SAO JOAO DAS MISSOES";13014
"316250 SAO JOAO DEL REI";90082
"316255 SAO JOAO DO MANHUACU";11559
"316257 SAO JOAO DO MANTENINHA";5859
"316260 SAO JOAO DO ORIENTE";7498
"316265 SAO JOAO DO PACUI";4419
"316270 SAO JOAO DO PARAISO";23618
"316280 SAO JOAO EVANGELISTA";15774
"316290 SAO JOAO NEPOMUCENO";26361
"316292 SAO JOAQUIM DE BICAS";31578
"316294 SAO JOSE DA BARRA";7426
"316295 SAO JOSE DA LAPA";23766
"316300 SAO JOSE DA SAFIRA";4268
"316310 SAO JOSE DA VARGINHA";5004
"316320 SAO JOSE DO ALEGRE";4196
"316330 SAO JOSE DO DIVINO";3860
"316340 SAO JOSE DO GOIABAL";5420
"316350 SAO JOSE DO JACURI";6453
"316360 SAO JOSE DO MANTIMENTO";2791
"316370 SAO LOURENCO";45851
"316380 SAO MIGUEL DO ANTA";6938
"316390 SAO PEDRO DA UNIAO";4659
"316400 SAO PEDRO DOS FERROS";7781
"316410 SAO PEDRO DO SUACUI";5246
"316420 SAO ROMAO";12337
"316430 SAO ROQUE DE MINAS";7051
"316440 SAO SEBASTIAO DA BELA VISTA";5504
"316443 SAO SEBASTIAO DA VARGEM ALEGRE";3007
"316447 SAO SEBASTIAO DO ANTA";6555
"316450 SAO SEBASTIAO DO MARANHAO";10044
"316460 SAO SEBASTIAO DO OESTE";6775
"316470 SAO SEBASTIAO DO PARAISO";70956
"316480 SAO SEBASTIAO DO RIO PRETO";1506
"316490 SAO SEBASTIAO DO RIO VERDE";2241
"316500 SAO TIAGO";10941
"316510 SAO TOMAS DE AQUINO";7021
"316520 SAO THOME DAS LETRAS";7089
"316530 SAO VICENTE DE MINAS";7753
"316540 SAPUCAI-MIRIM";6930
"316550 SARDOA";6300
"316553 SARZEDO";32752
"316555 SETUBINHA";12258
"316556 SEM-PEIXE";2633
"316557 SENADOR AMARAL";5356
"316560 SENADOR CORTES";2005
"316570 SENADOR FIRMINO";7812
"316580 SENADOR JOSE BENTO";1502
"316590 SENADOR MODESTINO GONCALVES";4156
"316600 SENHORA DE OLIVEIRA";5786
"316610 SENHORA DO PORTO";3523
"316620 SENHORA DOS REMEDIOS";10459
"316630 SERICITA";7326
"316640 SERITINGA";1851
"316650 SERRA AZUL DE MINAS";4293
"316660 SERRA DA SAUDADE";781
"316670 SERRA DOS AIMORES";8699
"316680 SERRA DO SALITRE";11582
"316690 SERRANIA";7669
"316695 SERRANOPOLIS DE MINAS";4781
"316700 SERRANOS";1963
"316710 SERRO";20966
"316720 SETE LAGOAS";239639
"316730 SILVEIRANIA";2261
"316740 SILVIANOPOLIS";6238
"316750 SIMAO PEREIRA";2615
"316760 SIMONESIA";19633
"316770 SOBRALIA";5553
"316780 SOLEDADE DE MINAS";6151
"316790 TABULEIRO";3750
"316800 TAIOBEIRAS";34132
"316805 TAPARUBA";3110
"316810 TAPIRA";4773
"316820 TAPIRAI";1875
"316830 TAQUARACU DE MINAS";4077
"316840 TARUMIRIM";14326
"316850 TEIXEIRAS";11661
"316860 TEOFILO OTONI";140592
"316870 TIMOTEO";89842
"316880 TIRADENTES";7981
"316890 TIROS";6480
"316900 TOCANTINS";16659
"316905 TOCOS DO MOJI";4101
"316910 TOLEDO";6258
"316920 TOMBOS";8022
"316930 TRES CORACOES";79482
"316935 TRES MARIAS";32356
"316940 TRES PONTAS";56746
"316950 TUMIRITINGA";6732
"316960 TUPACIGUARA";25327
"316970 TURMALINA";19964
"316980 TURVOLANDIA";5040
"316990 UBA";115552
"317000 UBAI";12533
"317005 UBAPORANGA";12471
"317010 UBERABA";333783
"317020 UBERLANDIA";691305
"317030 UMBURATIBA";2611
"317040 UNAI";84378
"317043 UNIAO DE MINAS";4304
"317047 URUANA DE MINAS";3264
"317050 URUCANIA";10358
"317052 URUCUIA";16865
"317057 VARGEM ALEGRE";6480
"317060 VARGEM BONITA";2153
"317065 VARGEM GRANDE DO RIO PARDO";5007
"317070 VARGINHA";135558
"317075 VARJAO DE MINAS";7036
"317080 VARZEA DA PALMA";39493
"317090 VARZELANDIA";19320
"317100 VAZANTE";20590
"317103 VERDELANDIA";9355
"317107 VEREDINHA";5720
"317110 VERISSIMO";3999
"317115 VERMELHO NOVO";4839
"317120 VESPASIANO";127601
"317130 VICOSA";78846
"317140 VIEIRAS";3608
"317150 MATHIAS LOBATO";3203
"317160 VIRGEM DA LAPA";13752
"317170 VIRGINIA";8674
"317180 VIRGINOPOLIS";10510
"317190 VIRGOLANDIA";5380
"317200 VISCONDE DO RIO BRANCO";42564
"317210 VOLTA GRANDE";5252
"317220 WENCESLAU BRAZ";2552
"320010 AFONSO CLAUDIO";30586
"320013 AGUIA BRANCA";9642
"320016 AGUA DOCE DO NORTE";11019
"320020 ALEGRE";30084
"320030 ALFREDO CHAVES";14601
"320035 ALTO RIO NOVO";7836
"320040 ANCHIETA";29263
"320050 APIACA";7567
"320060 ARACRUZ";101220
"320070 ATILIO VIVACQUA";11936
"320080 BAIXO GUANDU";30998
"320090 BARRA DE SAO FRANCISCO";44650
"320100 BOA ESPERANCA";15037
"320110 BOM JESUS DO NORTE";9936
"320115 BREJETUBA";12404
"320120 CACHOEIRO DE ITAPEMIRIM";208972
"320130 CARIACICA";381285
"320140 CASTELO";37534
"320150 COLATINA";122499
"320160 CONCEICAO DA BARRA";31063
"320170 CONCEICAO DO CASTELO";12723
"320180 DIVINO DE SAO LOURENCO";4304
"320190 DOMINGOS MARTINS";33850
"320200 DORES DO RIO PRETO";6749
"320210 ECOPORANGA";22923
"320220 FUNDAO";21509
"320225 GOVERNADOR LINDENBERG";12709
"320230 GUACUI";30867
"320240 GUARAPARI";124859
"320245 IBATIBA";26082
"320250 IBIRACU";12479
"320255 IBITIRAMA";8889
"320260 ICONHA";13860
"320265 IRUPI";13377
"320270 ITAGUACU";14066
"320280 ITAPEMIRIM";34348
"320290 ITARANA";10555
"320300 IUNA";29161
"320305 JAGUARE";30477
"320310 JERONIMO MONTEIRO";12192
"320313 JOAO NEIVA";16668
"320316 LARANJA DA TERRA";10947
"320320 LINHARES";173555
"320330 MANTENOPOLIS";15350
"320332 MARATAIZES";38499
"320334 MARECHAL FLORIANO";16694
"320335 MARILANDIA";12833
"320340 MIMOSO DO SUL";26153
"320350 MONTANHA";18833
"320360 MUCURICI";5524
"320370 MUNIZ FREIRE";17465
"320380 MUQUI";15449
"320390 NOVA VENECIA";50110
"320400 PANCAS";23184
"320405 PEDRO CANARIO";26184
"320410 PINHEIROS";27047
"320420 PIUMA";21711
"320425 PONTO BELO";7863
"320430 PRESIDENTE KENNEDY";11574
"320435 RIO BANANAL";19141
"320440 RIO NOVO DO SUL";11622
"320450 SANTA LEOPOLDINA";12224
"320455 SANTA MARIA DE JETIBA";40431
"320460 SANTA TERESA";23590
"320465 SAO DOMINGOS DO NORTE";8638
"320470 SAO GABRIEL DA PALHA";37947
"320480 SAO JOSE DO CALCADO";10556
"320490 SAO MATEUS";130611
"320495 SAO ROQUE DO CANAA";12415
"320500 SERRA";517510
"320501 SOORETAMA";30070
"320503 VARGEM ALTA";21402
"320506 VENDA NOVA DO IMIGRANTE";25277
"320510 VIANA";78239
"320515 VILA PAVAO";9208
"320517 VILA VALERIO";14080
"320520 VILA VELHA";493838
"320530 VITORIA";362097
"330010 ANGRA DOS REIS";203785
"330015 APERIBE";11759
"330020 ARARUAMA";132400
"330022 AREAL";12572
"330023 ARMACAO DOS BUZIOS";33870
"330025 ARRAIAL DO CABO";30349
"330030 BARRA DO PIRAI";100374
"330040 BARRA MANSA";184412
"330045 BELFORD ROXO";510906
"330050 BOM JARDIM";27446
"330060 BOM JESUS DO ITABAPOANA";37096
"330070 CABO FRIO";226525
"330080 CACHOEIRAS DE MACACU";58937
"330090 CAMBUCI";15505
"330093 CARAPEBUS";16301
"330095 COMENDADOR LEVY GASPARIAN";8561
"330100 CAMPOS DOS GOYTACAZES";507548
"330110 CANTAGALO";20172
"330115 CARDOSO MOREIRA";12823
"330120 CARMO";18895
"330130 CASIMIRO DE ABREU";44184
"330140 CONCEICAO DE MACABU";23228
"330150 CORDEIRO";21926
"330160 DUAS BARRAS";11492
"330170 DUQUE DE CAXIAS";919596
"330180 ENGENHEIRO PAULO DE FRONTIN";14002
"330185 GUAPIMIRIM";60517
"330187 IGUABA GRANDE";28310
"330190 ITABORAI";240592
"330200 ITAGUAI";133019
"330205 ITALVA";15207
"330210 ITAOCARA";23234
"330220 ITAPERUNA";103224
"330225 ITATIAIA";31805
"330227 JAPERI";104768
"330230 LAJE DO MURIAE";7355
"330240 MACAE";256672
"330245 MACUCO";5599
"330250 MAGE";245071
"330260 MANGARATIBA";44468
"330270 MARICA";161207
"330280 MENDES";18614
"330285 MESQUITA";176103
"330290 MIGUEL PEREIRA";25538
"330300 MIRACEMA";27174
"330310 NATIVIDADE";15317
"330320 NILOPOLIS";162485
"330330 NITEROI";513584
"330340 NOVA FRIBURGO";190631
"330350 NOVA IGUACU";821128
"330360 PARACAMBI";52257
"330370 PARAIBA DO SUL";44285
"330380 PARATY";43165
"330385 PATY DO ALFERES";27769
"330390 PETROPOLIS";306191
"330395 PINHEIRAL";25156
"330400 PIRAI";29277
"330410 PORCIUNCULA";18847
