municipio_siafi,contagem,soma
40,5309.0,1375163.0
60,3159.0,852713.0
72,541.0,104612.0
105,3284.0,647035.0
107,10088.0,3288687.0
109,3180.0,1076693.0
113,4838.0,1433873.0
122,2467.0,555349.0
128,4767.0,892333.0
131,2292.0,482625.0
139,24750.0,5577940.0
145,6747.0,2018204.0
147,7136.0,2548239.0
149,2055.0,405371.0
150,2439.0,614227.0
151,1625.0,274401.0
153,3999.0,996820.0
155,1708.0,584290.0
157,1404.0,440031.0
168,4246.0,1063108.0
182,1926.0,475104.0
194,1685.0,443424.0
204,3270.0,723442.0
215,4879.0,1101187.0
231,2819.0,1030389.0
241,10722.0,2505517.0
248,1739.0,317483.0
259,2834.0,1087256.0
273,4165.0,1175439.0
289,2325.0,604099.0
292,1083.0,249614.0
294,1769.0,474818.0
315,1088.0,223146.0
368,562.0,141954.0
395,8904.0,1565722.0
417,7795.0,1760927.0
418,1150.0,218281.0
441,19144.0,3814360.0
492,1114.0,177915.0
493,15107.0,3379016.0
527,1801.0,465214.0
541,2713.0,497877.0
543,5334.0,1309647.0
560,1205.0,268476.0
562,2200.0,508089.0
574,1459.0,326883.0
613,5981.0,1274448.0
614,672.0,156675.0
629,6429.0,1177329.0
631,2644.0,778826.0
643,1741.0,311603.0
645,1329.0,292472.0
647,1372.0,280660.0
649,2615.0,574391.0
651,1896.0,374382.0
653,1345.0,511200.0
654,601.0,150339.0
655,2742.0,867716.0
657,1480.0,496789.0
659,2556.0,748145.0
661,1124.0,440196.0
667,772.0,271296.0
703,5571.0,1237471.0
706,1265.0,336622.0
711,4909.0,1073505.0
722,2322.0,445438.0
741,4916.0,1245157.0
767,6898.0,1739091.0
769,9369.0,2114716.0
803,15806.0,2545198.0
811,2589.0,509702.0
813,7779.0,1607670.0
837,5556.0,1245451.0
897,9645.0,1824951.0
921,78415.0,12528345.0
927,5260.0,1090488.0
931,2115.0,613659.0
945,5950.0,1490620.0
959,3639.0,618727.0
971,4791.0,986625.0
1017,1069.0,267263.0
1038,540.0,184663.0
1039,3567.0,975736.0
1073,6306.0,1435655.0
1116,13036.0,2603790.0
1135,2089.0,462698.0
1181,1021.0,211337.0
1197,1177.0,306263.0
1199,3019.0,695234.0
1211,5180.0,1196918.0
1213,1868.0,340262.0
1235,3777.0,623906.0
