municipio_siafi,contagem,soma
105,3275.0,644820.0
107,10076.0,3285236.0
109,3184.0,1077935.0
113,4797.0,1418429.0
139,25847.0,5753696.0
145,6721.0,2018289.0
147,7111.0,2549375.0
149,2046.0,404515.0
151,1644.0,276844.0
153,3972.0,991122.0
155,1712.0,588176.0
157,1403.0,439243.0
560,1212.0,268644.0
562,2201.0,508221.0
643,1793.0,316582.0
645,1311.0,285033.0
647,1360.0,276511.0
649,2609.0,575592.0
651,1938.0,384326.0
653,1356.0,514631.0
655,2741.0,867331.0
657,1474.0,496720.0
659,2537.0,745041.0
661,1143.0,444102.0
971,5194.0,1050893.0
2641,2056.0,355661.0
2643,2665.0,632349.0
2645,1705.0,441123.0
2701,2919.0,881686.0
2703,2706.0,483388.0
2705,19321.0,3871653.0
2707,6890.0,1378828.0
2709,3521.0,673141.0
2711,1189.0,257919.0
2713,3104.0,716098.0
2715,841.0,176141.0
2717,1325.0,318027.0
2719,3658.0,799423.0
2721,1724.0,294885.0
2723,1943.0,435556.0
2725,3218.0,598060.0
2727,5692.0,922525.0
2729,2171.0,626762.0
2731,4115.0,1128127.0
2733,2120.0,446687.0
2735,1633.0,490181.0
2737,1194.0,344598.0
2739,1625.0,354456.0
2741,3492.0,837736.0
2743,794.0,136785.0
2745,5269.0,943047.0
2747,6218.0,1258707.0
2749,1946.0,294655.0
2751,4044.0,887358.0
2753,702.0,108966.0
2755,1996.0,408117.0
2757,5695.0,1630567.0
2759,2536.0,541656.0
2761,4731.0,1242097.0
2763,3491.0,581255.0
2765,2819.0,664766.0
2767,1080.0,194526.0
2769,1022.0,169659.0
2771,1733.0,360664.0
2773,988.0,237785.0
2775,3164.0,597945.0
2777,700.0,192032.0
2779,3584.0,651251.0
2781,3129.0,750867.0
2783,4188.0,1015034.0
2785,57112.0,10070518.0
2787,3250.0,727819.0
2789,4450.0,879389.0
2791,2611.0,478236.0
2793,6517.0,1464656.0
2795,1943.0,355119.0
2797,650.0,143247.0
2799,3621.0,731211.0
2801,3295.0,619704.0
2803,1774.0,318479.0
2805,782.0,198355.0
2807,1495.0,340756.0
2809,3744.0,826151.0
2811,1808.0,404095.0
2813,2796.0,432601.0
2815,1622.0,384770.0
2817,1298.0,372006.0
2819,2078.0,585921.0
2821,2478.0,556289.0
2823,930.0,167248.0
2825,10404.0,1901616.0
2827,3827.0,612035.0
2829,2043.0,408258.0
2831,1245.0,253691.0
2833,8979.0,1773571.0
2835,3842.0,826509.0
2837,5306.0,1013079.0
2839,342.0,75487.0
2841,3756.0,904345.0
2843,2675.0,697812.0
2845,4576.0,837888.0
2847,1618.0,288548.0
2849,4072.0,950700.0
2851,2147.0,589784.0
2853,9239.0,1632458.0
2855,1185.0,272491.0
2857,933.0,177214.0
2859,7699.0,1792038.0
2861,1778.0,299104.0
2863,1089.0,228891.0
2865,3184.0,607998.0
2867,5738.0,1521832.0
2869,5530.0,973456.0
2871,6917.0,1209362.0
2873,1210.0,203903.0
2875,5454.0,1327480.0
2877,1722.0,345621.0
2879,1044.0,220400.0
2881,2589.0,527488.0
2883,4078.0,1055161.0
2885,8503.0,1426628.0
2889,3702.0,1026807.0
2891,2339.0,591646.0
4123,72734.0,12850433.0
70,2309.0,769250.0
201,2183.0,470324.0
203,2859.0,733179.0
205,2128.0,759985.0
207,7432.0,2085201.0
209,2946.0,540110.0
211,5315.0,1655252.0
213,5419.0,1631118.0
215,4866.0,1096577.0
217,5339.0,1558864.0
219,2482.0,775625.0
221,5804.0,1833291.0
223,5439.0,1012418.0
225,9885.0,2296494.0
227,3379.0,774402.0
229,5173.0,1737676.0
231,2819.0,1031651.0
233,3442.0,828468.0
235,6898.0,1667357.0
237,2262.0,634760.0
239,3718.0,1065470.0
241,10694.0,2500438.0
243,1588.0,347704.0
245,1001.0,316338.0
247,1575.0,500616.0
249,3302.0,1130928.0
251,7945.0,2547264.0
253,16987.0,3916414.0
255,128695.0,20073916.0
257,5988.0,1178552.0
259,2829.0,1084438.0
261,9073.0,2665753.0
263,3491.0,1042875.0
265,4316.0,1173634.0
267,3161.0,867742.0
269,15379.0,3430176.0
271,2982.0,972689.0
273,4098.0,1161031.0
275,4291.0,1246764.0
277,1923.0,523170.0
279,2656.0,434276.0
281,8255.0,2241502.0
283,6004.0,1945341.0
285,2813.0,692251.0
287,3427.0,1065646.0
289,2326.0,602878.0
291,1601.0,315841.0
293,1955.0,618500.0
295,4690.0,1364179.0
297,2382.0,699486.0
299,1952.0,415892.0
601,2068.0,499930.0
603,1312.0,275611.0
605,33348.0,6544259.0
607,4117.0,1370710.0
609,1998.0,315376.0
611,739.0,147774.0
613,5937.0,1262801.0
615,13640.0,3127743.0
617,1934.0,579066.0
663,1845.0,514605.0
665,801.0,206411.0
667,768.0,270643.0
669,1570.0,437994.0
671,2446.0,645837.0
673,633.0,172485.0
965,3895.0,1094874.0
967,2528.0,907291.0
969,1862.0,359777.0
2887,4182.0,834673.0
3253,3149.0,521977.0
3301,1522.0,299596.0
3303,3826.0,785432.0
3305,2758.0,439526.0
3307,2774.0,643808.0
9835,11092.0,2004595.0
9837,1583.0,495305.0
9839,3108.0,702919.0
9841,3542.0,736430.0
9843,3106.0,553707.0
9845,1496.0,329589.0
9847,6931.0,1252360.0
9849,2289.0,784848.0
9851,3138.0,823950.0
1110,2288.0,472086.0
3071,2676.0,471601.0
3073,1884.0,406569.0
3075,2579.0,464413.0
3079,4030.0,1131749.0
3081,1626.0,215211.0
3083,3732.0,639625.0
3085,3171.0,740559.0
3087,9588.0,1647275.0
3089,3569.0,691932.0
3117,9622.0,1636884.0
3255,2612.0,467800.0
3257,1356.0,340725.0
3259,2156.0,416714.0
3261,2075.0,461776.0
3263,1713.0,421120.0
3265,2853.0,541973.0
3267,3129.0,814037.0
3269,2606.0,659474.0
3271,1586.0,320153.0
3273,1185.0,220931.0
3275,949.0,183088.0
3309,1249.0,276796.0
3311,697.0,107115.0
3313,19495.0,3531357.0
3315,3031.0,497299.0
3317,1209.0,249917.0
3319,4855.0,819708.0
3321,3313.0,491800.0
3323,4481.0,880817.0
3325,2801.0,642419.0
3327,2606.0,652389.0
3329,1584.0,305752.0
3331,2553.0,390920.0
3333,2376.0,521540.0
3335,1872.0,449102.0
3337,3196.0,657313.0
3339,2352.0,468881.0
3341,8815.0,1564667.0
3343,1838.0,357992.0
3345,1820.0,413838.0
3347,2347.0,579887.0
3349,2607.0,741611.0
3351,3523.0,722063.0
3353,8365.0,1839760.0
3355,3783.0,613165.0
3357,5645.0,1175666.0
3359,2297.0,413719.0
3361,955.0,213580.0
3363,11968.0,1760996.0
3365,1316.0,270958.0
3367,3210.0,512524.0
3369,2550.0,460969.0
3371,3546.0,799433.0
3373,2732.0,586068.0
3375,3718.0,996185.0
3377,8541.0,1728046.0
3379,2192.0,420216.0
3381,3250.0,843498.0
3383,1870.0,379701.0
3385,2000.0,379197.0
3387,1472.0,256297.0
3389,1983.0,406026.0
3391,5952.0,791758.0
3393,2245.0,348901.0
3395,1057.0,177105.0
3397,5665.0,1057212.0
3399,1854.0,244664.0
3401,2197.0,517127.0
3403,5654.0,843493.0
3405,3297.0,817991.0
3407,2505.0,547695.0
3409,3154.0,828952.0
3411,3439.0,649355.0
3413,26608.0,4463547.0
3415,5252.0,930106.0
3417,4954.0,1398338.0
3419,12723.0,2385962.0
3421,1490.0,317283.0
3423,4568.0,965363.0
3425,5213.0,1037307.0
3427,1513.0,325018.0
3429,8625.0,1312497.0
3431,2089.0,503239.0
3433,4308.0,824238.0
3435,7017.0,1761026.0
3437,3217.0,589355.0
3439,1782.0,448390.0
3441,5554.0,1406776.0
3443,12310.0,2434790.0
3445,4387.0,849368.0
3447,593.0,152666.0
3449,6685.0,984212.0
3451,2110.0,311869.0
3453,1911.0,560815.0
3455,5332.0,869413.0
3457,3036.0,711844.0
3459,3678.0,550232.0
3461,3197.0,696914.0
3463,3219.0,638459.0
3465,3256.0,640166.0
3467,10114.0,1547613.0
3469,4300.0,711128.0
3471,4325.0,927194.0
3473,2504.0,537343.0
3475,755.0,112529.0
3477,6526.0,1203695.0
3479,1130.0,183880.0
3481,2852.0,649004.0
3483,3856.0,920791.0
3485,4659.0,1019278.0
3487,2480.0,535671.0
3489,836.0,175194.0
3491,3995.0,668626.0
3493,2127.0,365481.0
3495,6414.0,909320.0
3497,6233.0,1366030.0
3499,2189.0,457516.0
3501,1642.0,351360.0
3503,692.0,141627.0
3505,1169.0,180107.0
3507,3609.0,752556.0
3509,4919.0,763090.0
3511,4030.0,838855.0
3513,9862.0,2331196.0
3515,42592.0,5442028.0
1112,9155.0,1850082.0
3069,1291.0,251940.0
3091,3671.0,794161.0
3093,1118.0,194324.0
3095,1167.0,286538.0
3097,2054.0,374345.0
3099,3655.0,538276.0
3277,2168.0,424468.0
3279,5143.0,1341071.0
3281,2328.0,497127.0
3283,2814.0,527761.0
3285,1713.0,354742.0
3287,1668.0,330643.0
3289,1977.0,487107.0
3291,1527.0,292466.0
3293,2328.0,381420.0
3517,1005.0,153913.0
3519,1643.0,304964.0
3521,3849.0,667751.0
3523,4595.0,965075.0
3525,1798.0,433405.0
3527,2424.0,406409.0
3529,1521.0,360582.0
3531,2983.0,473562.0
3533,10303.0,1952587.0
3535,3697.0,719721.0
3537,4797.0,1097151.0
3539,1278.0,205681.0
3541,3706.0,755797.0
3543,2843.0,510450.0
3545,2887.0,577039.0
3547,3041.0,555259.0
3551,1800.0,297370.0
3553,956.0,212421.0
3555,3229.0,477567.0
3557,1011.0,221058.0
3559,3073.0,573992.0
3561,2335.0,527095.0
3563,3579.0,649384.0
