municipio_siafi,contagem,soma
3,26332.0,4281284.0
34,1553.0,391985.0
36,3863.0,884422.0
40,5297.0,1377441.0
77,6031.0,1225378.0
105,3334.0,666247.0
107,10158.0,3378945.0
109,3192.0,1093293.0
113,4887.0,1465736.0
117,969.0,181998.0
122,2480.0,566224.0
131,2129.0,469834.0
139,25123.0,5799877.0
145,6810.0,2035269.0
147,7195.0,2580967.0
148,3277.0,885211.0
149,2077.0,420129.0
151,1623.0,290813.0
153,4035.0,1016963.0
155,1717.0,593537.0
157,1410.0,448951.0
160,2913.0,831445.0
170,2612.0,704135.0
217,5343.0,1584975.0
221,5816.0,1834541.0
229,5210.0,1760093.0
230,1449.0,248242.0
261,9156.0,2730132.0
282,1151.0,282605.0
283,5700.0,1925329.0
287,3461.0,1080379.0
291,1541.0,321572.0
293,1954.0,614226.0
296,1110.0,272738.0
301,23546.0,3992070.0
315,1104.0,226428.0
394,577.0,133823.0
395,9133.0,1697209.0
455,5501.0,1522691.0
495,9646.0,1675064.0
501,6555.0,1445665.0
517,5795.0,1968275.0
519,7519.0,2272289.0
533,5011.0,865967.0
553,5145.0,1521595.0
560,1220.0,270500.0
562,2216.0,512526.0
597,4364.0,922952.0
613,6055.0,1303763.0
631,2598.0,778816.0
643,1784.0,329790.0
645,1360.0,313549.0
647,1381.0,289881.0
649,2639.0,591468.0
651,1934.0,392236.0
653,1321.0,510824.0
655,2755.0,885288.0
657,1495.0,508966.0
659,2558.0,771759.0
661,1116.0,436004.0
686,1233.0,283515.0
701,1393.0,309440.0
703,5537.0,1240385.0
707,1364.0,240165.0
713,5850.0,1582285.0
727,9186.0,1681647.0
761,13460.0,3470600.0
765,6832.0,1382666.0
777,3391.0,825039.0
779,2039.0,463629.0
786,8037.0,1623356.0
811,2630.0,521622.0
813,7853.0,1645736.0
821,1916.0,480673.0
829,5864.0,1467724.0
849,12825.0,2138592.0
851,4295.0,1131456.0
869,12731.0,2507525.0
871,4664.0,1014571.0
889,22402.0,3976467.0
897,9491.0,1844532.0
907,7141.0,1703521.0
921,79694.0,13115953.0
945,5996.0,1519388.0
954,978.0,208954.0
959,3670.0,635255.0
967,2543.0,919051.0
971,4852.0,1024681.0
987,2361.0,359057.0
1003,2457.0,493761.0
1027,1390.0,209599.0
1031,1911.0,494486.0
1038,518.0,176472.0
1043,5736.0,1033635.0
1052,17675.0,3728488.0
1070,829.0,172216.0
1079,827.0,150832.0
1093,2423.0,406834.0
1102,204.0,41742.0
1107,2516.0,635708.0
1116,13167.0,2642740.0
1211,5203.0,1219892.0
1219,59748.0,12531261.0
1223,3134.0,723348.0
1229,1227.0,347249.0
1313,2123.0,301718.0
1347,9096.0,2205480.0
1363,4662.0,1253510.0
1389,206280.0,40189171.0
1413,5126.0,1193549.0
1419,5431.0,945374.0
1431,3542.0,714514.0
1475,11087.0,2100426.0
1489,5469.0,1033207.0
1527,13025.0,2148115.0
1577,4251.0,804991.0
1581,6090.0,1511103.0
1657,673.0,158211.0
1743,3302.0,474806.0
1761,47795.0,9534922.0
1765,5782.0,1379466.0
1829,3898.0,661807.0
1921,3453.0,630277.0
1965,6873.0,1529043.0
2037,4248.0,948443.0
2053,1470.0,251188.0
2089,2635.0,742391.0
2109,1213.0,301905.0
2117,10547.0,1683850.0
2127,2711.0,513792.0
2155,2879.0,827397.0
2187,1061.0,285661.0
2193,601.0,134850.0
2279,1362.0,308146.0
2339,7224.0,1273397.0
2373,3527.0,762551.0
2403,9506.0,2058262.0
2409,1573.0,367862.0
2439,4636.0,1362523.0
2443,10245.0,2195798.0
2499,8311.0,1919490.0
2531,85362.0,13425108.0
2559,7425.0,1746041.0
2573,12181.0,2103779.0
2641,2042.0,360995.0
2643,2521.0,612483.0
2645,1712.0,445353.0
2701,2884.0,884462.0
2703,2704.0,486400.0
2705,17982.0,3728340.0
2707,6926.0,1417157.0
2709,3539.0,693103.0
2711,1184.0,257284.0
2713,3106.0,725150.0
2715,840.0,181238.0
2717,1295.0,316002.0
2719,3562.0,787164.0
2721,1728.0,302867.0
2723,1959.0,442120.0
2725,3270.0,611679.0
2727,5476.0,919825.0
2729,2185.0,628236.0
2731,4123.0,1134151.0
2733,2048.0,446938.0
2735,1623.0,492551.0
2737,1192.0,345274.0
2739,1515.0,333520.0
2741,3501.0,825115.0
2743,747.0,130738.0
2745,5042.0,941589.0
2747,6080.0,1252476.0
2749,1842.0,289378.0
2751,4052.0,893001.0
2753,676.0,110000.0
2755,2003.0,414956.0
2757,5459.0,1571704.0
2759,2376.0,523434.0
2761,4731.0,1248141.0
2763,3322.0,572043.0
2765,2639.0,647963.0
2767,1090.0,206094.0
2769,1022.0,176064.0
2771,1749.0,364196.0
2773,993.0,240963.0
2775,2939.0,577552.0
2777,706.0,193463.0
2779,3593.0,662440.0
2781,3133.0,753788.0
2783,4037.0,999803.0
2785,53910.0,10146061.0
2787,3264.0,728278.0
2789,4474.0,906641.0
2791,2640.0,487116.0
2793,6530.0,1478879.0
2795,1951.0,359982.0
