municipio_siafi,contagem,soma
70,1537.0,605169.0
105,1091.0,299277.0
107,6282.0,2475114.0
109,2376.0,909376.0
113,2570.0,998979.0
139,9173.0,2714533.0
145,3935.0,1458352.0
147,4667.0,2017882.0
149,528.0,150178.0
151,367.0,85870.0
153,1586.0,510176.0
155,1191.0,478807.0
157,846.0,332857.0
201,844.0,237698.0
203,1531.0,496315.0
205,1358.0,571930.0
207,3904.0,1387774.0
209,848.0,212358.0
211,3171.0,1234572.0
213,3203.0,1192063.0
215,1674.0,522265.0
217,3163.0,1125267.0
219,1777.0,636490.0
221,3319.0,1293160.0
223,1526.0,395153.0
225,3375.0,1109847.0
227,1374.0,402757.0
229,2814.0,1172059.0
231,2068.0,858188.0
233,1666.0,500476.0
235,3022.0,933908.0
237,1080.0,392648.0
239,2288.0,793905.0
241,4339.0,1380291.0
243,691.0,191300.0
245,659.0,250708.0
247,1031.0,384149.0
249,2006.0,852440.0
251,5010.0,1931589.0
253,7223.0,2113672.0
255,30439.0,5683003.0
257,1941.0,537115.0
259,2113.0,940514.0
261,4362.0,1733524.0
263,2095.0,778828.0
265,2073.0,724192.0
267,1518.0,553567.0
269,4933.0,1586520.0
271,1744.0,700744.0
273,2288.0,828458.0
275,2601.0,949846.0
277,1059.0,365837.0
279,1320.0,266526.0
281,3930.0,1354234.0
283,3471.0,1378066.0
285,1393.0,433473.0
287,2278.0,842507.0
289,1031.0,361275.0
291,607.0,157142.0
293,1438.0,522448.0
295,2598.0,995672.0
297,1324.0,486108.0
299,814.0,229706.0
560,394.0,103579.0
562,867.0,247030.0
601,996.0,311926.0
603,376.0,112233.0
605,9140.0,2436792.0
607,2669.0,1048685.0
609,455.0,98712.0
611,181.0,45060.0
613,1694.0,478272.0
615,4765.0,1433689.0
617,1069.0,416348.0
643,488.0,113644.0
645,419.0,132788.0
647,400.0,114129.0
649,919.0,279457.0
651,500.0,145560.0
653,1023.0,443778.0
655,1687.0,679679.0
657,993.0,403493.0
659,1535.0,569995.0
661,858.0,384359.0
663,843.0,301733.0
665,422.0,131843.0
667,532.0,217570.0
669,881.0,316883.0
671,992.0,341990.0
673,360.0,124414.0
965,2495.0,826839.0
967,1882.0,762291.0
969,620.0,163124.0
971,1908.0,457441.0
1110,772.0,215758.0
2641,424.0,90193.0
2643,1195.0,375775.0
2645,851.0,280722.0
2701,1783.0,641264.0
2703,750.0,172557.0
2705,4686.0,1197708.0
2707,2188.0,519467.0
2709,1079.0,245856.0
2711,426.0,115973.0
2713,1256.0,386978.0
2715,319.0,92316.0
2717,774.0,227124.0
2719,1164.0,319120.0
2721,331.0,64799.0
2723,708.0,225493.0
2725,933.0,193469.0
2727,1616.0,277784.0
2729,1259.0,434169.0
2731,2350.0,793455.0
2733,801.0,210448.0
2735,861.0,317419.0
2737,641.0,224927.0
2739,572.0,169816.0
2741,1367.0,367277.0
2743,222.0,46089.0
2745,1314.0,260967.0
2747,1867.0,502759.0
2749,433.0,76780.0
2751,1464.0,412066.0
2753,160.0,24757.0
2755,608.0,155619.0
2757,3501.0,1177120.0
2759,903.0,239341.0
2761,2664.0,854925.0
2763,1154.0,216426.0
2765,1091.0,355369.0
2767,364.0,88685.0
2769,192.0,36021.0
2771,593.0,154569.0
2773,473.0,147821.0
2775,852.0,169358.0
2777,307.0,102839.0
2779,931.0,197236.0
2781,1405.0,443652.0
2783,1892.0,581036.0
2785,13442.0,2601349.0
2787,1218.0,359623.0
2789,1128.0,262256.0
2791,857.0,213689.0
2793,2107.0,596278.0
2795,453.0,121031.0
2797,242.0,69614.0
2799,1225.0,335203.0
2801,758.0,179313.0
2803,473.0,106852.0
2805,423.0,134861.0
2807,624.0,193302.0
2809,1029.0,292291.0
2811,784.0,201331.0
2813,426.0,84102.0
2815,663.0,212897.0
2817,812.0,277266.0
2819,1230.0,417371.0
2821,982.0,299371.0
2823,263.0,64957.0
2825,2677.0,671563.0
2827,954.0,187631.0
2829,609.0,145652.0
2831,419.0,114609.0
2833,2553.0,610744.0
2835,2153.0,515335.0
2837,1332.0,308096.0
2839,145.0,43858.0
2841,1643.0,507488.0
2843,1439.0,476695.0
2845,1097.0,212180.0
2847,464.0,103289.0
2849,2033.0,580654.0
2851,1177.0,407548.0
2853,1929.0,398607.0
2855,522.0,146128.0
2857,259.0,64344.0
2859,2971.0,930691.0
2861,388.0,84973.0
2863,540.0,141708.0
2865,705.0,171349.0
2867,2653.0,905706.0
2869,1523.0,282083.0
2871,1712.0,332542.0
2873,355.0,72924.0
2875,2436.0,728519.0
2877,484.0,121158.0
2879,412.0,115620.0
2881,813.0,224089.0
2883,2224.0,710734.0
2885,1396.0,256997.0
2887,1292.0,334318.0
2889,1919.0,650311.0
2891,1049.0,335465.0
3071,623.0,153551.0
3073,785.0,231071.0
3075,636.0,170241.0
3079,2552.0,865588.0
3081,171.0,27241.0
3083,663.0,179810.0
3085,1309.0,417195.0
3253,656.0,161116.0
3255,740.0,198536.0
3257,649.0,216254.0
3259,833.0,207252.0
3261,845.0,269925.0
3263,811.0,272831.0
3265,930.0,253135.0
3267,1509.0,511471.0
3269,1527.0,466066.0
3271,583.0,160614.0
3273,440.0,107963.0
3301,613.0,175386.0
3303,1371.0,376377.0
3305,429.0,95424.0
3307,1052.0,341763.0
3311,145.0,29639.0
3313,4730.0,1136645.0
3315,755.0,148810.0
3317,381.0,108573.0
3319,1053.0,266374.0
3321,655.0,116510.0
3323,1497.0,404961.0
3325,1112.0,359711.0
3327,1306.0,412591.0
3329,428.0,111760.0
3331,574.0,117010.0
3333,787.0,240501.0
3335,881.0,273277.0
3337,1022.0,303873.0
3339,957.0,258130.0
3341,1916.0,505698.0
3343,562.0,154637.0
3345,810.0,234808.0
3347,889.0,291241.0
3349,1603.0,543406.0
3351,1167.0,355624.0
3353,3558.0,1041349.0
3355,793.0,175674.0
3357,2050.0,599164.0
3359,623.0,172669.0
3361,381.0,112306.0
3363,2632.0,439900.0
3365,441.0,120521.0
3367,858.0,165137.0
3369,533.0,153234.0
3371,1376.0,438475.0
3373,921.0,284665.0
3375,1897.0,665017.0
3377,3125.0,836452.0
3379,616.0,173576.0
3381,1822.0,593072.0
3383,718.0,197813.0
3385,612.0,170592.0
3387,433.0,107385.0
3389,715.0,213984.0
3391,901.0,151547.0
3393,433.0,91613.0
3395,249.0,56728.0
3397,2079.0,495307.0
3399,253.0,41358.0
3401,918.0,296975.0
3403,1121.0,219442.0
3405,1528.0,492894.0
3407,1362.0,336439.0
3409,1630.0,555051.0
3411,1021.0,278573.0
3413,6326.0,1294675.0
3415,1391.0,323447.0
3417,3046.0,1037574.0
3419,3566.0,930495.0
3421,576.0,175058.0
3423,1492.0,456889.0
3425,1738.0,451771.0
3427,483.0,151980.0
3429,1975.0,361238.0
3431,903.0,279512.0
3433,1167.0,327160.0
3435,3460.0,1133281.0
3437,980.0,236827.0
3439,741.0,235741.0
3441,2821.0,898749.0
3443,5226.0,1309959.0
3445,1104.0,316046.0
3447,290.0,95753.0
3449,1345.0,258686.0
3451,271.0,54668.0
3453,1223.0,420011.0
3455,1159.0,247151.0
3457,1177.0,389385.0
3459,622.0,120588.0
3461,1142.0,348275.0
3463,829.0,224250.0
3465,1161.0,302056.0
3467,1567.0,337252.0
3469,1216.0,237852.0
3471,1291.0,406215.0
3473,982.0,298615.0
3475,93.0,19586.0
3477,2042.0,488469.0
3479,301.0,67447.0
3481,1161.0,357450.0
3483,1702.0,519327.0
3485,1791.0,530778.0
3487,932.0,264979.0
3489,285.0,86339.0
3491,858.0,220712.0
3493,495.0,125232.0
3495,1310.0,209267.0
3497,2734.0,812585.0
9835,2858.0,665985.0
9837,988.0,372334.0
9839,1408.0,425071.0
9841,1107.0,310934.0
9843,759.0,190452.0
9845,660.0,192889.0
9847,1882.0,430874.0
9849,1591.0,628977.0
9851,1553.0,556327.0
983,858.0,268631.0
989,597.0,168692.0
993,972.0,294111.0
1112,3517.0,825040.0
1231,829.0,263034.0
1233,767.0,181503.0
1235,600.0,150153.0
1237,848.0,260495.0
1239,871.0,228007.0
1241,1757.0,573017.0
1243,826.0,257395.0
1245,302.0,69360.0
1247,1040.0,192560.0
1301,959.0,289601.0
1303,4305.0,1448121.0
1305,3683.0,1128433.0
1307,1647.0,503119.0
1309,286.0,64592.0
1311,777.0,254765.0
1313,450.0,66080.0
1315,763.0,234465.0
1317,899.0,258599.0
1319,2405.0,596888.0
1321,1224.0,260593.0
1323,1446.0,408437.0
1325,470.0,81453.0
1327,926.0,305589.0
1329,206.0,56684.0
1331,1871.0,565996.0
1333,911.0,202240.0
1335,574.0,181955.0
1337,1257.0,248111.0
1339,993.0,255798.0
1341,1283.0,330974.0
1343,2671.0,773974.0
1345,1113.0,306840.0
1347,4060.0,1297597.0
1349,1182.0,191993.0
1351,1850.0,463517.0
1353,526.0,90960.0
1355,2927.0,760518.0
1357,975.0,300191.0
1359,1578.0,510595.0
1361,1137.0,366998.0
1363,2427.0,811822.0
1365,1049.0,308118.0
1367,923.0,284339.0
1369,2704.0,715687.0
1371,486.0,115320.0
1373,7466.0,1749060.0
1375,1386.0,433839.0
1377,1145.0,401522.0
1381,1264.0,375184.0
1383,1848.0,492847.0
1385,3252.0,808768.0
1387,1143.0,341042.0
1587,1595.0,444412.0
1589,1208.0,376188.0
1591,711.0,147297.0
3005,1417.0,456029.0
3007,393.0,113836.0
3009,259.0,74003.0
3011,695.0,224570.0
3013,762.0,220262.0
3015,808.0,253929.0
3017,827.0,206215.0
3019,239.0,54489.0
3021,1708.0,546414.0
3023,864.0,186563.0
3025,782.0,229130.0
3027,758.0,277475.0
3029,364.0,76363.0
3031,716.0,217317.0
3033,598.0,180490.0
3035,757.0,265109.0
3037,1875.0,331171.0
3039,1914.0,581982.0
3041,1529.0,499216.0
3043,944.0,272783.0
3045,1215.0,267133.0
