date,municipio_ibge6,t_esquizofrenicos,t_psicoticos,t_depressao,t_ansiedade,t_estresse,t_comportamentais,abusos_substancias,total
2019-03-01,110004,1.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0
2019-03-01,110012,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
2019-03-01,110020,21.0,1.0,2.0,0.0,0.0,0.0,3.0,27.0
2019-03-01,110149,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-03-01,120020,0.0,2.0,1.0,0.0,0.0,0.0,4.0,7.0
2019-03-01,120040,11.0,14.0,24.0,0.0,0.0,0.0,30.0,79.0
2019-03-01,120045,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-03-01,120070,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0
2019-03-01,130120,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
2019-03-01,130260,19.0,14.0,0.0,0.0,0.0,0.0,5.0,38.0
2019-03-01,130406,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-03-01,140010,0.0,1.0,1.0,0.0,0.0,0.0,3.0,5.0
2019-03-01,140047,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
2019-03-01,150080,10.0,13.0,2.0,0.0,0.0,0.0,1.0,26.0
2019-03-01,150140,14.0,55.0,3.0,0.0,0.0,0.0,6.0,78.0
2019-03-01,150175,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-03-01,150180,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
2019-03-01,150220,0.0,3.0,0.0,0.0,0.0,0.0,1.0,4.0
2019-03-01,150280,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-03-01,150375,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-03-01,150442,3.0,3.0,0.0,0.0,0.0,0.0,1.0,7.0
2019-03-01,150795,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-03-01,160020,0.0,0.0,0.0,2.0,1.0,0.0,1.0,4.0
2019-03-01,170070,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-03-01,170300,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-03-01,170900,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-03-01,170950,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0
2019-03-01,171250,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-03-01,171660,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-03-01,171750,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-03-01,171820,0.0,1.0,2.0,0.0,0.0,0.0,2.0,5.0
2019-03-01,210005,2.0,1.0,0.0,0.0,0.0,0.0,2.0,5.0
2019-03-01,210060,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-03-01,210083,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-03-01,210120,1.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0
2019-03-01,210125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-03-01,210140,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-03-01,210160,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0
2019-03-01,210180,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-03-01,210200,2.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0
2019-03-01,210230,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-03-01,210280,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-03-01,210300,3.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0
2019-03-01,210320,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-03-01,210325,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
