date,municipio_ibge6,t_esquizofrenicos,t_psicoticos,t_depressao,t_ansiedade,t_estresse,t_comportamentais,abusos_substancias,total
2020-04-01,110004,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
2020-04-01,110015,2.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0
2020-04-01,110020,24.0,0.0,1.0,0.0,0.0,0.0,3.0,28.0
2020-04-01,110030,0.0,0.0,15.0,1.0,0.0,0.0,1.0,17.0
2020-04-01,110050,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2020-04-01,110149,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2020-04-01,110180,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2020-04-01,120020,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0
2020-04-01,120025,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
2020-04-01,120040,11.0,22.0,15.0,0.0,0.0,0.0,10.0,58.0
2020-04-01,120042,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
2020-04-01,120050,0.0,5.0,2.0,0.0,0.0,0.0,2.0,9.0
2020-04-01,120060,0.0,5.0,0.0,0.0,0.0,0.0,1.0,6.0
2020-04-01,120080,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0
2020-04-01,130083,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2020-04-01,130260,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
2020-04-01,130340,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2020-04-01,150080,3.0,13.0,0.0,0.0,0.0,0.0,3.0,19.0
2020-04-01,150140,12.0,41.0,3.0,0.0,0.0,0.0,2.0,58.0
2020-04-01,150145,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2020-04-01,150150,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0
2020-04-01,150180,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2020-04-01,150195,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2020-04-01,150553,1.0,2.0,1.0,0.0,0.0,0.0,1.0,5.0
2020-04-01,150650,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
2020-04-01,150710,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2020-04-01,150730,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2020-04-01,150800,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
2020-04-01,150840,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2020-04-01,160027,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2020-04-01,170240,1.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0
2020-04-01,170555,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
2020-04-01,170650,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2020-04-01,170950,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
2020-04-01,171250,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0
2020-04-01,171620,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2020-04-01,171820,1.0,1.0,1.0,0.0,0.0,0.0,3.0,6.0
2020-04-01,172090,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
2020-04-01,172120,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2020-04-01,210005,3.0,0.0,1.0,0.0,0.0,0.0,2.0,6.0
2020-04-01,210015,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2020-04-01,210050,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2020-04-01,210060,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2020-04-01,210070,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
2020-04-01,210083,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2020-04-01,210087,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2020-04-01,210095,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
2020-04-01,210100,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0
2020-04-01,210120,1.0,1.0,0.0,0.0,0.0,0.0,6.0,8.0
2020-04-01,210140,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
2020-04-01,210160,2.0,1.0,0.0,0.0,0.0,0.0,6.0,9.0
