date,municipio_ibge6,t_esquizofrenicos,t_psicoticos,t_depressao,t_ansiedade,t_estresse,t_comportamentais,abusos_substancias,total,t_esquizofrenicos_jovens,t_psicoticos_jovens,t_depressao_jovens,t_ansiedade_jovens,t_estresse_jovens,t_comportamentais_jovens,abusos_substancias_jovens,total_jovens
2020-12-01,110002,4.0,5.0,5.0,0.0,0.0,0.0,1.0,15.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,5.0
2020-12-01,110004,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-01,110015,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2020-12-01,110020,18.0,1.0,10.0,0.0,0.0,0.0,5.0,34.0,6.0,0.0,5.0,0.0,0.0,0.0,3.0,14.0
2020-12-01,110028,1.0,2.0,0.0,1.0,0.0,0.0,2.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2020-12-01,110030,3.0,0.0,13.0,0.0,0.0,0.0,1.0,17.0,1.0,0.0,7.0,0.0,0.0,0.0,1.0,9.0
2020-12-01,110145,0.0,0.0,1.0,2.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0
2020-12-01,110148,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-01,120001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-01,120020,2.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0
2020-12-01,120040,0.0,0.0,10.0,0.0,0.0,0.0,7.0,17.0,0.0,0.0,8.0,0.0,0.0,0.0,3.0,11.0
2020-12-01,120042,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-01,130190,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-01,130260,8.0,27.0,0.0,0.0,0.0,0.0,3.0,38.0,2.0,14.0,0.0,0.0,0.0,0.0,3.0,19.0
2020-12-01,130340,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-01,130410,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
