date,municipio_ibge6,t_esquizofrenicos,t_psicoticos,t_depressao,t_ansiedade,t_estresse,t_comportamentais,abusos_substancias,total
2019-10-01,110002,3.0,0.0,2.0,0.0,0.0,0.0,1.0,6.0
2019-10-01,110004,1.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0
2019-10-01,110011,3.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
2019-10-01,110015,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-10-01,110020,27.0,0.0,1.0,0.0,0.0,0.0,4.0,32.0
2019-10-01,110030,1.0,2.0,13.0,0.0,0.0,0.0,5.0,21.0
2019-10-01,110094,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-10-01,110149,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-10-01,120010,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0
2019-10-01,120020,2.0,3.0,5.0,0.0,0.0,0.0,4.0,14.0
2019-10-01,120033,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-10-01,120035,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0
2019-10-01,120040,16.0,18.0,28.0,0.0,0.0,0.0,32.0,94.0
2019-10-01,120070,0.0,0.0,2.0,0.0,0.0,0.0,2.0,4.0
2019-10-01,130040,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-10-01,130070,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-10-01,130260,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
2019-10-01,130426,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
2019-10-01,140010,5.0,4.0,2.0,0.0,0.0,0.0,1.0,12.0
2019-10-01,150010,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0
2019-10-01,150080,10.0,10.0,5.0,0.0,0.0,0.0,1.0,26.0
2019-10-01,150140,23.0,52.0,12.0,0.0,0.0,0.0,7.0,94.0
2019-10-01,150150,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0
2019-10-01,150157,0.0,3.0,0.0,0.0,0.0,0.0,1.0,4.0
2019-10-01,150180,2.0,1.0,0.0,0.0,0.0,0.0,2.0,5.0
2019-10-01,150290,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
