date,municipio_ibge6,t_esquizofrenicos,t_psicoticos,t_depressao,t_ansiedade,t_estresse,t_comportamentais,abusos_substancias,total
2019-11-01,110002,3.0,0.0,3.0,0.0,0.0,0.0,1.0,7.0
2019-11-01,110015,2.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0
2019-11-01,110020,16.0,1.0,1.0,0.0,0.0,0.0,3.0,21.0
2019-11-01,110030,2.0,0.0,16.0,0.0,0.0,0.0,1.0,19.0
2019-11-01,120001,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0
2019-11-01,120020,2.0,2.0,2.0,0.0,0.0,0.0,2.0,8.0
2019-11-01,120038,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-11-01,120040,17.0,27.0,16.0,0.0,0.0,0.0,14.0,74.0
2019-11-01,120060,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0
2019-11-01,120070,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-11-01,130006,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-11-01,130020,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-11-01,130120,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0
2019-11-01,130165,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-11-01,130260,1.0,0.0,1.0,0.0,0.0,0.0,4.0,6.0
2019-11-01,140010,0.0,6.0,0.0,0.0,0.0,0.0,8.0,14.0
2019-11-01,150030,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-11-01,150040,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-11-01,150080,5.0,13.0,0.0,0.0,0.0,0.0,1.0,19.0
2019-11-01,150120,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0
2019-11-01,150130,2.0,2.0,0.0,0.0,0.0,0.0,1.0,5.0
2019-11-01,150140,12.0,40.0,7.0,0.0,0.0,0.0,3.0,62.0
2019-11-01,150157,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-11-01,150180,0.0,1.0,0.0,0.0,0.0,0.0,4.0,5.0
2019-11-01,150277,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0
2019-11-01,150330,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
2019-11-01,150360,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
2019-11-01,150420,1.0,3.0,4.0,0.0,0.0,0.0,1.0,9.0
2019-11-01,150495,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-11-01,150540,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-11-01,150550,0.0,4.0,0.0,0.0,0.0,0.0,1.0,5.0
2019-11-01,150619,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-11-01,150658,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-11-01,150680,2.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0
2019-11-01,150805,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
2019-11-01,150830,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0
2019-11-01,150840,0.0,0.0,7.0,0.0,0.0,0.0,2.0,9.0
2019-11-01,160030,2.0,2.0,0.0,0.0,0.0,0.0,1.0,5.0
2019-11-01,170210,11.0,5.0,0.0,0.0,0.0,0.0,3.0,19.0
2019-11-01,170300,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-11-01,170310,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-11-01,170700,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-11-01,170710,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-11-01,170930,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-11-01,171610,1.0,3.0,3.0,0.0,0.0,1.0,1.0,9.0
2019-11-01,171820,3.0,1.0,4.0,0.0,0.0,0.0,2.0,10.0
2019-11-01,171886,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-11-01,172090,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-11-01,172100,0.0,30.0,0.0,0.0,0.0,0.0,1.0,31.0
2019-11-01,172120,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0
2019-11-01,210043,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-11-01,210060,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0
2019-11-01,210100,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0
2019-11-01,210110,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
2019-11-01,210120,5.0,2.0,0.0,0.0,0.0,0.0,2.0,9.0
2019-11-01,210130,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
2019-11-01,210180,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-11-01,210190,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
