date,municipio_ibge6,t_esquizofrenicos,t_psicoticos,t_depressao,t_ansiedade,t_estresse,t_comportamentais,abusos_substancias,total
2019-12-01,110002,2.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0
2019-12-01,110005,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0
2019-12-01,110012,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-12-01,110020,26.0,1.0,6.0,0.0,0.0,0.0,7.0,40.0
2019-12-01,110030,0.0,0.0,18.0,0.0,0.0,0.0,1.0,19.0
2019-12-01,110094,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-12-01,110149,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-12-01,110150,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-12-01,110170,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-12-01,120035,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-12-01,120040,30.0,33.0,7.0,0.0,0.0,1.0,4.0,75.0
2019-12-01,130260,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0
2019-12-01,130320,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-12-01,140010,5.0,3.0,2.0,0.0,0.0,0.0,1.0,11.0
2019-12-01,150040,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-12-01,150140,10.0,36.0,6.0,0.0,0.0,0.0,3.0,55.0
2019-12-01,150180,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0
2019-12-01,150503,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-12-01,150618,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-12-01,150680,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0
2019-12-01,150805,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
2019-12-01,150840,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
2019-12-01,160030,3.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
2019-12-01,170070,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
2019-12-01,170220,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-12-01,170950,1.0,1.0,0.0,0.0,0.0,0.0,4.0,6.0
2019-12-01,171610,3.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0
2019-12-01,171820,1.0,1.0,4.0,0.0,0.0,0.0,2.0,8.0
2019-12-01,172100,1.0,29.0,0.0,0.0,0.0,0.0,1.0,31.0
2019-12-01,172110,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
