date,municipio_ibge6,t_esquizofrenicos,t_psicoticos,t_depressao,t_ansiedade,t_estresse,t_comportamentais,abusos_substancias,total
2019-06-01,110002,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
2019-06-01,110009,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-06-01,110011,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0
2019-06-01,110015,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-06-01,110020,17.0,1.0,0.0,0.0,0.0,0.0,5.0,23.0
2019-06-01,110094,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-06-01,110110,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-06-01,120010,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0
2019-06-01,120013,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-06-01,120020,2.0,0.0,1.0,0.0,0.0,0.0,5.0,8.0
2019-06-01,120035,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0
2019-06-01,120040,19.0,22.0,34.0,0.0,0.0,0.0,26.0,101.0
2019-06-01,120070,2.0,1.0,0.0,0.0,0.0,0.0,2.0,5.0
2019-06-01,130260,1.0,0.0,1.0,0.0,0.0,0.0,2.0,4.0
2019-06-01,130300,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-06-01,130340,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
2019-06-01,130353,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-06-01,130380,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-06-01,140010,5.0,1.0,2.0,0.0,0.0,0.0,4.0,12.0
2019-06-01,150080,8.0,23.0,2.0,0.0,0.0,0.0,1.0,34.0
2019-06-01,150130,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
2019-06-01,150140,13.0,57.0,7.0,0.0,0.0,0.0,5.0,82.0
2019-06-01,150150,0.0,4.0,0.0,0.0,0.0,0.0,1.0,5.0
2019-06-01,150180,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
2019-06-01,150195,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
2019-06-01,150470,0.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0
2019-06-01,150520,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
2019-06-01,150613,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-06-01,150650,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
2019-06-01,150795,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
2019-06-01,150830,0.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0
2019-06-01,160020,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-06-01,160030,3.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0
2019-06-01,170210,4.0,3.0,0.0,0.0,0.0,0.0,2.0,9.0
2019-06-01,170370,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-06-01,170950,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0
2019-06-01,171050,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
