date,municipio_ibge6,t_esquizofrenicos,t_psicoticos,t_depressao,t_ansiedade,t_estresse,t_comportamentais,abusos_substancias,total
2019-04-01,110020,45.0,4.0,8.0,0.0,0.0,0.0,2.0,59.0
2019-04-01,110030,1.0,1.0,9.0,1.0,0.0,0.0,2.0,14.0
2019-04-01,120020,0.0,1.0,4.0,0.0,0.0,0.0,1.0,6.0
2019-04-01,120030,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-04-01,120040,9.0,18.0,23.0,0.0,0.0,0.0,14.0,64.0
2019-04-01,120060,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0
2019-04-01,120070,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
2019-04-01,120080,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-04-01,130120,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0
2019-04-01,130260,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-04-01,140010,4.0,3.0,1.0,0.0,0.0,0.0,2.0,10.0
2019-04-01,150013,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-04-01,150080,5.0,24.0,1.0,0.0,0.0,0.0,1.0,31.0
2019-04-01,150125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-04-01,150140,18.0,48.0,4.0,0.0,0.0,0.0,5.0,75.0
2019-04-01,150170,1.0,16.0,3.0,0.0,0.0,0.0,1.0,21.0
2019-04-01,150180,0.0,1.0,0.0,0.0,0.0,0.0,6.0,7.0
2019-04-01,150220,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
2019-04-01,150240,0.0,8.0,0.0,0.0,0.0,0.0,2.0,10.0
2019-04-01,150276,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
2019-04-01,150277,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-04-01,150370,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
2019-04-01,150543,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-04-01,150613,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
2019-04-01,150619,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-04-01,150840,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0
2019-04-01,170210,4.0,3.0,4.0,0.0,0.0,0.0,1.0,12.0
2019-04-01,170240,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-04-01,170370,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
2019-04-01,170720,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-04-01,170765,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-04-01,170820,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-04-01,170950,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0
2019-04-01,171750,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
2019-04-01,171820,1.0,4.0,5.0,0.0,0.0,0.0,1.0,11.0
2019-04-01,172065,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-04-01,172120,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0
2019-04-01,210005,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0
2019-04-01,210020,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
2019-04-01,210060,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
2019-04-01,210083,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-04-01,210120,1.0,2.0,0.0,0.0,0.0,0.0,4.0,7.0
2019-04-01,210125,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
2019-04-01,210200,2.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0
2019-04-01,210240,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-04-01,210280,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-04-01,210300,3.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0
2019-04-01,210330,3.0,0.0,0.0,0.0,0.0,0.0,8.0,11.0
2019-04-01,210340,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-04-01,210355,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0
2019-04-01,210370,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0
2019-04-01,210400,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
2019-04-01,210420,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
2019-04-01,210465,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
2019-04-01,210500,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-04-01,210510,2.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0
2019-04-01,210520,1.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0
2019-04-01,210530,3.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0
2019-04-01,210540,2.0,0.0,1.0,0.0,0.0,0.0,2.0,5.0
2019-04-01,210542,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-04-01,210596,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-04-01,210600,2.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0
2019-04-01,210620,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-04-01,210632,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-04-01,210663,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-04-01,210710,2.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0
2019-04-01,210745,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-04-01,210750,11.0,5.0,4.0,0.0,0.0,0.0,7.0,27.0
2019-04-01,210760,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-04-01,210780,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
2019-04-01,210800,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0
2019-04-01,210820,3.0,4.0,0.0,0.0,0.0,0.0,2.0,9.0
2019-04-01,210825,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
2019-04-01,210850,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0
2019-04-01,210860,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
2019-04-01,210880,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-04-01,210890,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-04-01,210905,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-04-01,210910,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-04-01,210927,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0
2019-04-01,210960,3.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0
2019-04-01,210990,2.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0
2019-04-01,211003,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-04-01,211020,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
2019-04-01,211030,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
2019-04-01,211050,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-04-01,211060,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-04-01,211100,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-04-01,211120,21.0,3.0,3.0,0.0,0.0,0.0,11.0,38.0
2019-04-01,211130,112.0,40.0,24.0,1.0,0.0,0.0,71.0,248.0
2019-04-01,211140,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0
2019-04-01,211160,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
2019-04-01,211167,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-04-01,211170,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
2019-04-01,211180,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-04-01,211195,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-04-01,211200,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-04-01,211210,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
2019-04-01,211220,9.0,3.0,2.0,0.0,0.0,0.0,3.0,17.0
2019-04-01,211230,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
2019-04-01,211240,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
2019-04-01,211250,2.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0
2019-04-01,211270,1.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0
2019-04-01,211280,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0
2019-04-01,211400,2.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0
2019-04-01,220020,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-04-01,220150,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-04-01,220285,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-04-01,220335,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-04-01,220350,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-04-01,220370,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
2019-04-01,220375,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
2019-04-01,220480,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
2019-04-01,220610,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-04-01,220770,18.0,8.0,8.0,2.0,0.0,0.0,1.0,37.0
2019-04-01,220830,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-04-01,220880,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0
2019-04-01,221040,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-04-01,221060,1.0,1.0,0.0,0.0,0.0,0.0,3.0,5.0
2019-04-01,221070,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-04-01,221100,65.0,4.0,7.0,0.0,0.0,0.0,41.0,117.0
2019-04-01,221120,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0
2019-04-01,221135,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-04-01,230050,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0
2019-04-01,230100,3.0,1.0,0.0,0.0,0.0,0.0,2.0,6.0
2019-04-01,230110,1.0,4.0,1.0,0.0,0.0,0.0,2.0,8.0
2019-04-01,230220,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
2019-04-01,230230,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
2019-04-01,230280,1.0,1.0,5.0,0.0,0.0,0.0,2.0,9.0
2019-04-01,230350,3.0,2.0,0.0,0.0,0.0,0.0,1.0,6.0
2019-04-01,230370,15.0,20.0,1.0,0.0,0.0,0.0,2.0,38.0
2019-04-01,230390,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
