id,dataReferencia,municipio,tipo,valor,quantidadeBeneficiados
11901591,2019-11-01,1100106,"{'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}",535504.0,2860
13901499,2019-11-01,1100379,"{'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}",113255.0,679
26801469,2019-11-01,1100205,"{'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}",3679798.0,22688
10701557,2019-11-01,1100940,"{'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}",146183.0,1036
301517,2019-11-01,1100304,"{'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}",412665.0,2615
27501435,2019-11-01,1100114,"{'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}",233802.0,1896
10401523,2019-11-01,1101476,"{'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}",24009.0,154
801541,2019-11-01,1100155,"{'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}",116495.0,834
2501527,2019-11-01,1101492,"{'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}",120838.0,870
16701552,2019-11-01,1101559,"{'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}",36188.0,222
19601438,2019-11-01,1100064,"{'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}",45651.0,313
1201573,2019-11-01,5204557,"{'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}",30697.0,200
27401578,2019-11-01,1400282,"{'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}",266702.0,1305
25701498,2019-11-01,1100346,"{'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}",158564.0,1165
8601556,2019-11-01,1400472,"{'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}",722700.0,3197
5801559,2019-11-01,1100031,"{'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}",24924.0,165
7701428,2019-11-01,1100130,"{'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}",221570.0,1682
25601526,2019-11-01,1501451,"{'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}",454422.0,2572
1201412,2019-11-01,1502152,"{'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}",747721.0,3639
13101533,2019-11-01,5212055,"{'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}",53362.0,305
